,what,new,name,was,given,to,the,media,day,?
the,0.42745697498321533,0.3845241069793701,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.19221965968608856,0.3062323033809662,0.22068053483963013
game,0.2246788740158081,0.20104768872261047,0.17639878392219543,0.2568269371986389,0.1819697618484497,0.2540906071662903,0.285271555185318,0.24786706268787384,0.19963723421096802,0.1829071193933487
's,0.02692362666130066,-0.008355522528290749,0.08507627248764038,0.008974763564765453,-0.024429189041256905,0.03782717138528824,-0.01540423184633255,0.07690927386283875,0.03448042273521423,-0.023395681753754616
media,0.18292108178138733,0.20154020190238953,0.16365878283977509,0.17841780185699463,0.17689569294452667,0.21723589301109314,0.19221965968608856,0.9999999403953552,0.06667249649763107,0.1571006178855896
day,0.2990210950374603,0.2123481184244156,0.1633823662996292,0.24314451217651367,0.21902842819690704,0.21753256022930145,0.3062323033809662,0.06667249649763107,1.0,0.2141837179660797
",",0.3087472915649414,0.36073189973831177,0.28145334124565125,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.23135341703891754,0.30821847915649414,0.31091248989105225
which,0.5261979103088379,0.33739399909973145,0.2972666025161743,0.2830964922904968,0.3192405104637146,0.5345056653022766,0.6521818041801453,0.21947839856147766,0.2760511040687561,0.25814583897590637
was,0.22111038863658905,0.2748313844203949,0.2646567225456238,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.48711544275283813,0.17841780185699463,0.24314451217651367,0.18412111699581146
typically,0.2460547685623169,0.1420973241329193,0.038585297763347626,0.15949344635009766,0.28878942131996155,0.3589242696762085,0.33345210552215576,0.16736355423927307,0.1290440857410431,0.14485043287277222
held,0.0974166989326477,0.1381063163280487,0.0743686631321907,0.30231067538261414,0.3308808207511902,0.22177374362945557,0.32185450196266174,0.16542178392410278,0.26760637760162354,0.14103956520557404
on,0.34226128458976746,0.31106263399124146,0.17627742886543274,0.3909217119216919,0.2107619345188141,0.41031414270401,0.5107308030128479,0.19591841101646423,0.3332281708717346,0.2714994251728058
the,0.42745697498321533,0.3845241069793701,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.19221965968608856,0.3062323033809662,0.22068053483963013
tuesday,0.1987089216709137,0.16656379401683807,0.14947134256362915,0.1511131078004837,0.10703563690185547,0.21246790885925293,0.20012995600700378,0.1602354645729065,0.3562348186969757,0.18223229050636292
afternoon,0.15643343329429626,0.10499921441078186,0.027016304433345795,0.30226626992225647,0.1277843713760376,0.17438967525959015,0.2482905238866806,0.08114715665578842,0.4275512099266052,0.15454228222370148
prior,0.2537507116794586,0.22856822609901428,0.13387131690979004,0.29096508026123047,0.23677845299243927,0.264421671628952,0.33782097697257996,0.18034997582435608,0.21696196496486664,0.16978254914283752
to,0.455847829580307,0.33159172534942627,0.27806994318962097,0.3636345863342285,0.3428947925567627,1.0,0.535392165184021,0.21723589301109314,0.21753256022930145,0.29463258385658264
the,0.42745697498321533,0.3845241069793701,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.19221965968608856,0.3062323033809662,0.22068053483963013
game,0.2246788740158081,0.20104768872261047,0.17639878392219543,0.2568269371986389,0.1819697618484497,0.2540906071662903,0.285271555185318,0.24786706268787384,0.19963723421096802,0.1829071193933487
",",0.3087472915649414,0.36073189973831177,0.28145334124565125,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.23135341703891754,0.30821847915649414,0.31091248989105225
was,0.22111038863658905,0.2748313844203949,0.2646567225456238,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.48711544275283813,0.17841780185699463,0.24314451217651367,0.18412111699581146
moved,0.20601840317249298,0.24805881083011627,0.20794890820980072,0.3804442584514618,0.19692546129226685,0.2918468713760376,0.32031023502349854,0.11358164250850677,0.14585089683532715,0.15112607181072235
to,0.455847829580307,0.33159172534942627,0.27806994318962097,0.3636345863342285,0.3428947925567627,1.0,0.535392165184021,0.21723589301109314,0.21753256022930145,0.29463258385658264
the,0.42745697498321533,0.3845241069793701,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.19221965968608856,0.3062323033809662,0.22068053483963013
monday,0.2309933304786682,0.23947986960411072,0.10488012433052063,0.20968683063983917,0.10743279755115509,0.2069530338048935,0.2114151269197464,0.13372261822223663,0.44473156332969666,0.21348176896572113
evening,0.21739105880260468,0.1557883322238922,0.05718348175287247,0.25208455324172974,0.1967940330505371,0.24169042706489563,0.26509222388267517,0.12204697728157043,0.3926416337490082,0.15503956377506256
and,0.31309178471565247,0.31402453780174255,0.21235932409763336,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.28782835602760315,0.26673999428749084,0.20544172823429108
re-branded,0.18635530769824982,0.17063771188259125,0.22699864208698273,0.34796443581581116,0.2471364587545395,0.22937265038490295,0.285307377576828,0.23846013844013214,0.2195402979850769,0.16268296539783478
as,0.31749409437179565,0.24585270881652832,0.2851914167404175,0.3677520453929901,0.32487574219703674,0.42092081904411316,0.48381632566452026,0.19105610251426697,0.23300392925739288,0.27043893933296204
super,0.13651713728904724,0.2769954204559326,0.15042594075202942,0.21420986950397491,0.11709477752447128,0.17783479392528534,0.21959073841571808,0.2023422122001648,0.12438684701919556,0.166326642036438
bowl,0.15942467749118805,0.1471257209777832,0.10893726348876953,0.21915455162525177,0.14503885805606842,0.16993016004562378,0.21576224267482758,0.10416857153177261,0.17859336733818054,0.21118052303791046
opening,0.18146683275699615,0.1801254153251648,0.1316993236541748,0.20817555487155914,0.17533531785011292,0.2393702119588852,0.37298497557640076,0.11797843873500824,0.20668262243270874,0.16502447426319122
night,0.20251014828681946,0.1480444371700287,0.09065040946006775,0.21724213659763336,0.10041260719299316,0.1691640168428421,0.2817382514476776,0.05729071423411369,0.41238686442375183,0.13794848322868347
.,0.3567904531955719,0.35031336545944214,0.24737101793289185,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.2313707321882248,0.24232520163059235,0.4130953550338745
