,what,platform,was,sentanta,sports,planning,on,launching,on,?
the,0.42745697498321533,0.18037788569927216,0.48711544275283813,0.22665630280971527,0.20313861966133118,0.3046698570251465,0.5107308030128479,0.2864777147769928,0.5107308030128479,0.22068053483963013
announcement,0.2184571474790573,0.28212419152259827,0.2706057131290436,0.21016302704811096,0.21305102109909058,0.3154065012931824,0.2760249972343445,0.3387308120727539,0.2760249972343445,0.24608203768730164
came,0.2728535234928131,0.12862534821033478,0.4994563162326813,0.19665901362895966,0.1425086110830307,0.18474413454532623,0.224246084690094,0.16716177761554718,0.224246084690094,0.1739392727613449
a,0.3320399522781372,0.2319352924823761,0.4508470594882965,0.2593051493167877,0.1933065801858902,0.232967808842659,0.3848365545272827,0.2480734884738922,0.3848365545272827,0.23916715383529663
day,0.2990210950374603,0.13412480056285858,0.24314451217651367,0.16074930131435394,0.17055383324623108,0.20413373410701752,0.3332281708717346,0.2009175419807434,0.3332281708717346,0.2141837179660797
after,0.21973377466201782,0.1273951679468155,0.49306565523147583,0.18176628649234772,0.1227424144744873,0.25396478176116943,0.39330315589904785,0.30389246344566345,0.39330315589904785,0.16608688235282898
setanta,0.19379256665706635,0.18449817597866058,0.2215076982975006,0.6710330843925476,0.2971038520336151,0.21559366583824158,0.14464156329631805,0.11549501121044159,0.14464156329631805,0.1556110829114914
sports,0.13245077431201935,0.2053561508655548,0.19941140711307526,0.22821007668972015,0.9999999403953552,0.22696292400360107,0.16391423344612122,0.19289803504943848,0.16391423344612122,0.04557104781270027
confirmed,0.1880883276462555,0.11602170020341873,0.29274246096611023,0.11137684434652328,0.15093682706356049,0.18840664625167847,0.2786523103713989,0.1971890777349472,0.2786523103713989,0.20580808818340302
that,0.6297725439071655,0.18628482520580292,0.33670201897621155,0.2687903344631195,0.18669648468494415,0.31817883253097534,0.42569106817245483,0.294524610042572,0.42569106817245483,0.32716336846351624
it,0.45803478360176086,0.23571011424064636,0.4577186405658722,0.20278829336166382,0.1934262365102768,0.24183262884616852,0.4529881477355957,0.17892129719257355,0.4529881477355957,0.25732165575027466
would,0.45766422152519226,0.20553062856197357,0.41663143038749695,0.20049382746219635,0.18740861117839813,0.32328975200653076,0.35589995980262756,0.27629807591438293,0.35589995980262756,0.37178951501846313
launch,0.22967466711997986,0.25985661149024963,0.22367219626903534,0.22501447796821594,0.19685518741607666,0.30037590861320496,0.2868025302886963,0.8262036442756653,0.2868025302886963,0.22009649872779846
in,0.30808621644973755,0.13559897243976593,0.45514053106307983,0.20683783292770386,0.27591386437416077,0.29961201548576355,0.46853652596473694,0.24137921631336212,0.46853652596473694,0.20430970191955566
march,0.20529508590698242,0.09470546990633011,0.4297752380371094,0.21303047239780426,0.14036239683628082,0.21392597258090973,0.33868420124053955,0.17204049229621887,0.33868420124053955,0.2802562415599823
as,0.31749409437179565,0.17198772728443146,0.3677520453929901,0.22798824310302734,0.1638442724943161,0.2521193325519562,0.36047765612602234,0.24369457364082336,0.36047765612602234,0.27043893933296204
a,0.3320399522781372,0.2319352924823761,0.4508470594882965,0.2593051493167877,0.1933065801858902,0.232967808842659,0.3848365545272827,0.2480734884738922,0.3848365545272827,0.23916715383529663
subscription,0.21589209139347076,0.22211822867393494,0.16619597375392914,0.3000304698944092,0.1614868938922882,0.19250771403312683,0.2746742367744446,0.2567773759365082,0.2746742367744446,0.22697269916534424
service,0.16857224702835083,0.2683587670326233,0.22689001262187958,0.20751042664051056,0.19060836732387543,0.25300535559654236,0.21384719014167786,0.2615734934806824,0.21384719014167786,0.1676298975944519
on,0.34226128458976746,0.2612745761871338,0.3909217119216919,0.206678107380867,0.16391423344612122,0.23530471324920654,0.9999999403953552,0.3227360248565674,0.9999999403953552,0.2714994251728058
the,0.42745697498321533,0.18037788569927216,0.48711544275283813,0.22665630280971527,0.20313861966133118,0.3046698570251465,0.5107308030128479,0.2864777147769928,0.5107308030128479,0.22068053483963013
digital,0.1757969856262207,0.17392516136169434,0.14947694540023804,0.28432008624076843,0.14077484607696533,0.18474632501602173,0.2216719537973404,0.27414587140083313,0.2216719537973404,0.12982943654060364
terrestrial,0.13171201944351196,0.1858770251274109,0.11961910873651505,0.16825416684150696,0.1516581028699875,0.1557205617427826,0.22469952702522278,0.2431739717721939,0.22469952702522278,0.09166651964187622
platform,0.14918605983257294,0.9999999403953552,0.17779655754566193,0.18453122675418854,0.2053561508655548,0.203949436545372,0.2612745761871338,0.2558194696903229,0.2612745761871338,0.12602278590202332
