,who,else,did,luther,use,violent,rhetoric,towards,?
edwards,0.2569500505924225,0.12885162234306335,0.14471180737018585,0.20500709116458893,0.15091943740844727,0.15374816954135895,0.18765269219875336,0.22555747628211975,0.16941575706005096
also,0.47919341921806335,0.27389147877693176,0.39334940910339355,0.22154976427555084,0.3900981843471527,0.2660962641239166,0.24141062796115875,0.2455519586801529,0.21848613023757935
comments,0.253964364528656,0.3420639932155609,0.29261142015457153,0.1768287569284439,0.24260076880455017,0.16112831234931946,0.27276304364204407,0.244411438703537,0.3595547676086426
that,0.45444270968437195,0.393348753452301,0.47518548369407654,0.21746599674224854,0.3939064145088196,0.275726854801178,0.2642919719219208,0.28294092416763306,0.32716336846351624
luther,0.21013082563877106,0.20168696343898773,0.23667675256729126,1.0,0.10849796235561371,0.17912812530994415,0.17628253996372223,0.12704028189182281,0.1732746809720993
often,0.393799751996994,0.26134416460990906,0.26973026990890503,0.13597606122493744,0.41728803515434265,0.32576626539230347,0.2877947688102722,0.26554960012435913,0.23748154938220978
deliberately,0.33431312441825867,0.2663262188434601,0.30394574999809265,0.1552811563014984,0.32783031463623047,0.2598772644996643,0.26716065406799316,0.2608853578567505,0.20593561232089996
used,0.20756356418132782,0.20834071934223175,0.30443844199180603,0.08111961930990219,0.7127541303634644,0.19321127235889435,0.2945419251918793,0.12987756729125977,0.22430120408535004
``,0.02397952415049076,0.120179682970047,-0.029888948425650597,-0.013964727520942688,0.098173126578331,-0.09298095107078552,0.06872442364692688,0.010755262337625027,0.0685480609536171
vulgarity,0.1518983095884323,0.2637953758239746,0.13046519458293915,0.12511837482452393,0.2780352532863617,0.1468287855386734,0.36339935660362244,0.1493140012025833,0.23448482155799866
and,0.41279885172843933,0.2664144039154053,0.34479495882987976,0.20796556770801544,0.34145063161849976,0.26743313670158386,0.23775091767311096,0.32443711161613464,0.20544172823429108
violence,0.2254926860332489,0.2529078423976898,0.22152221202850342,0.21486099064350128,0.2308146208524704,0.7597058415412903,0.26604339480400085,0.31165409088134766,0.20634515583515167
'',0.024401003494858742,-0.0641096830368042,0.01978493109345436,-0.04572787508368492,0.09741680324077606,-0.04218610003590584,0.12857402861118317,-0.055717963725328445,0.018684765323996544
for,0.37110671401023865,0.27475202083587646,0.318512886762619,0.12958186864852905,0.47655582427978516,0.1996546983718872,0.24963273108005524,0.24786117672920227,0.264628142118454
effect,0.18047219514846802,0.2006232738494873,0.19503958523273468,0.11613074690103531,0.3472614288330078,0.18305754661560059,0.26990851759910583,0.237537682056427,0.1783771812915802
",",0.3365725874900818,0.2643522322177887,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.24642977118492126,0.16083845496177673,0.2550581693649292,0.31091248989105225
both,0.31663915514945984,0.18249830603599548,0.34255191683769226,0.19470135867595673,0.352070152759552,0.19484315812587738,0.210259348154068,0.24226616322994232,0.19455738365650177
in,0.2792111933231354,0.22759012877941132,0.2593238651752472,0.20523880422115326,0.2715643048286438,0.26667648553848267,0.21091486513614655,0.23474496603012085,0.20430970191955566
his,0.44966956973075867,0.2113986760377884,0.3546801507472992,0.27093374729156494,0.19605936110019684,0.23853528499603271,0.23943950235843658,0.23683172464370728,0.18075084686279297
writings,0.25615644454956055,0.19285252690315247,0.262403666973114,0.32714858651161194,0.18873345851898193,0.16187618672847748,0.4579751193523407,0.12880942225456238,0.1770159751176834
condemning,0.3058103024959564,0.19256123900413513,0.3430631160736084,0.23023608326911926,0.25604668259620667,0.36189281940460205,0.2692054212093353,0.2773951590061188,0.26393499970436096
the,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.24589063227176666,0.1746336966753006,0.31815874576568604,0.22068053483963013
jews,0.3023342192173004,0.13601745665073395,0.23080717027187347,0.24326977133750916,0.18295027315616608,0.21116654574871063,0.1557292938232422,0.20793630182743073,0.16730794310569763
