,in,what,year,was,direct,ascent,the,primary,mission,focus,at,nasa,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.1965816169977188,0.140975221991539,0.6662389636039734,0.21150650084018707,0.2224319875240326,0.27219411730766296,0.4374977946281433,0.15705716609954834,0.20430970191955566
early,0.34672921895980835,0.2454567849636078,0.22533860802650452,0.4148794412612915,0.22273610532283783,0.19269368052482605,0.34442198276519775,0.1796310395002365,0.20186102390289307,0.20934641361236572,0.2549361288547516,0.17464278638362885,0.15272949635982513
1961,0.09056709706783295,-0.03442762792110443,0.040058694779872894,0.09389110654592514,0.0302195455878973,-0.06459604948759079,0.0738944262266159,-0.025327403098344803,-0.0011971897911280394,0.03927476331591606,-0.029475152492523193,0.0773177444934845,0.009729373268783092
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.20868940651416779,0.19254229962825775,0.4933079481124878,0.2565748989582062,0.21226151287555695,0.23845507204532623,0.38314947485923767,0.18665438890457153,0.31091248989105225
direct,0.1965816169977188,0.26271191239356995,0.13735882937908173,0.22959941625595093,1.0,0.15393249690532684,0.3262479901313782,0.24634601175785065,0.10628917813301086,0.24928705394268036,0.0880376547574997,0.13541898131370544,0.18476411700248718
ascent,0.140975221991539,0.17637182772159576,0.2468641698360443,0.17331694066524506,0.15393249690532684,0.9999998807907104,0.2610050141811371,0.11725172400474548,0.25536221265792847,0.13864876329898834,0.24957148730754852,0.2238188236951828,0.10920551419258118
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.22959941625595093,0.17331694066524506,0.48711544275283813,0.16384649276733398,0.20951420068740845,0.18024994432926178,0.36707764863967896,0.19417528808116913,0.18412111699581146
generally,0.28190043568611145,0.40614598989486694,0.18746493756771088,0.25163960456848145,0.2908772826194763,0.2107848972082138,0.41466525197029114,0.24302303791046143,0.1201557144522667,0.24240528047084808,0.23514722287654877,0.1636011153459549,0.23411904275417328
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.3262479901313782,0.2610050141811371,1.0,0.25688621401786804,0.22673439979553223,0.25318023562431335,0.457212895154953,0.19786997139453888,0.22068053483963013
mission,0.2224319875240326,0.2317502647638321,0.1476016789674759,0.20951420068740845,0.10628917813301086,0.25536221265792847,0.22673439979553223,0.14237497746944427,1.0,0.23859234154224396,0.2095402330160141,0.42549848556518555,0.19506393373012543
mode,0.1449393332004547,0.22054550051689148,0.13252674043178558,0.09855202585458755,0.23452763259410858,0.14930245280265808,0.17972604930400848,0.13817645609378815,0.2467581033706665,0.178587406873703,0.14595964550971985,0.10095936059951782,0.29990461468696594
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.1965816169977188,0.140975221991539,0.6662389636039734,0.21150650084018707,0.2224319875240326,0.27219411730766296,0.4374977946281433,0.15705716609954834,0.20430970191955566
favor,0.2092810571193695,0.28772833943367004,0.19558845460414886,0.24904057383537292,0.2566908299922943,0.1396142989397049,0.24460799992084503,0.17170101404190063,0.08235524594783783,0.29041430354118347,0.12083326280117035,0.07037045806646347,0.17767609655857086
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.36707764863967896,0.0880376547574997,0.24957148730754852,0.457212895154953,0.1728028953075409,0.2095402330160141,0.20033811032772064,1.0,0.19164150953292847,0.21978627145290375
nasa,0.15705716609954834,0.21178755164146423,0.14521807432174683,0.19417528808116913,0.13541898131370544,0.2238188236951828,0.19786997139453888,0.11231846362352371,0.42549848556518555,0.18479104340076447,0.19164150953292847,1.0000001192092896,0.1809994876384735
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.27250880002975464,0.24551698565483093,0.5934505462646484,0.22422198951244354,0.2227463275194168,0.21183714270591736,0.4549728035926819,0.22033250331878662,0.4130953550338745
,in,what,year,was,direct,ascent,the,primary,mission,focus,at,nasa,?
throughout,0.46596065163612366,0.2130906730890274,0.2877594232559204,0.2373686283826828,0.18483231961727142,0.1488853394985199,0.4158564507961273,0.189768448472023,0.11443191021680832,0.19562548398971558,0.21603655815124512,0.14463920891284943,0.12665234506130219
1960,0.03880028799176216,-0.11768999695777893,0.039127450436353683,0.02247970923781395,-0.09015673398971558,0.09551079571247101,0.038049813359975815,-0.02983485907316208,0.044531162828207016,-0.03093745745718479,-0.030643418431282043,0.04446675255894661,-0.02243652194738388
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.25874996185302734,0.18462450802326202,0.5171257257461548,0.2539214491844177,0.16932862997055054,0.2707323133945465,0.3571503460407257,0.12810774147510529,0.20544172823429108
1961,0.09056709706783295,-0.03442762792110443,0.040058694779872894,0.09389110654592514,0.0302195455878973,-0.06459604948759079,0.0738944262266159,-0.025327403098344803,-0.0011971897911280394,0.03927476331591606,-0.029475152492523193,0.0773177444934845,0.009729373268783092
