,who,had,kublai,wanted,to,succeed,him,?
kublai,0.2874084413051605,0.2797248363494873,0.9999999403953552,0.23584984242916107,0.2918815314769745,0.23305071890354156,0.41994720697402954,0.14562560617923737
originally,0.285441130399704,0.3063849210739136,0.16492824256420135,0.23633961379528046,0.30024412274360657,0.018885454162955284,0.21570409834384918,0.07821967452764511
named,0.38541290163993835,0.2452518343925476,0.1468738466501236,0.20727123320102692,0.23689822852611542,0.16088131070137024,0.2984376847743988,0.1297498345375061
his,0.44966956973075867,0.4401516616344452,0.3874718248844147,0.3366564214229584,0.3715193271636963,0.28547364473342896,0.6629161238670349,0.18075084686279297
eldest,0.349020779132843,0.2513410449028015,0.3677995204925537,0.17817051708698273,0.17770633101463318,0.3128702938556671,0.2883608639240265,0.1492495983839035
son,0.3958503007888794,0.2684467136859894,0.33002761006355286,0.23192554712295532,0.16820268332958221,0.3378885090351105,0.40081965923309326,0.14735563099384308
",",0.3365725874900818,0.35487717390060425,0.2569756805896759,0.2753742039203644,0.44245919585227966,0.25934886932373047,0.31121695041656494,0.31091248989105225
zhenjin,0.24858400225639343,0.21003077924251556,0.6311249136924744,0.1352723389863968,0.2070593535900116,0.19615738093852997,0.24933116137981415,0.21700429916381836
",",0.3365725874900818,0.35487717390060425,0.2569756805896759,0.2753742039203644,0.44245919585227966,0.25934886932373047,0.31121695041656494,0.31091248989105225
as,0.3923053741455078,0.3393979072570801,0.1864137202501297,0.282063364982605,0.42092081904411316,0.4202396273612976,0.3072648346424103,0.27043893933296204
the,0.3733934462070465,0.3875846862792969,0.32886171340942383,0.3011050522327423,0.535392165184021,0.21317096054553986,0.39213326573371887,0.22068053483963013
crown,0.1601858139038086,0.22542262077331543,0.20147937536239624,0.15470866858959198,0.21565793454647064,0.16867567598819733,0.21846000850200653,0.09979621320962906
prince,0.19059205055236816,0.19957926869392395,0.32214343547821045,0.10632490366697311,0.1818697601556778,0.22805291414260864,0.25746604800224304,0.15431542694568634
",",0.3365725874900818,0.35487717390060425,0.2569756805896759,0.2753742039203644,0.44245919585227966,0.25934886932373047,0.31121695041656494,0.31091248989105225
but,0.4487357437610626,0.4414518475532532,0.31653639674186707,0.3835645318031311,0.5542377829551697,0.3468218743801117,0.4199651777744293,0.27921953797340393
he,0.5500732064247131,0.43657350540161133,0.3360303044319153,0.360289067029953,0.385390967130661,0.24245108664035797,0.6241704225540161,0.2089974731206894
died,0.2688716650009155,0.3947586715221405,0.2712768316268921,0.2815605103969574,0.15773509442806244,0.2401837855577469,0.2680225372314453,0.15254227817058563
before,0.31244513392448425,0.3737051784992218,0.31846317648887634,0.26800069212913513,0.4190867841243744,0.24490398168563843,0.3416593372821808,0.2507109045982361
kublai,0.2874084413051605,0.2797248363494873,0.9999999403953552,0.23584984242916107,0.2918815314769745,0.23305071890354156,0.41994720697402954,0.14562560617923737
in,0.2792111933231354,0.385026752948761,0.2070179283618927,0.2556442320346832,0.45010748505592346,0.15668165683746338,0.2284061461687088,0.20430970191955566
1285,-0.3802468478679657,-0.389631062746048,-0.041765499860048294,-0.3600024878978729,-0.25699496269226074,-0.21261392533779144,-0.3568408191204071,-0.12624363601207733
.,0.3541337847709656,0.37348684668540955,0.2311694622039795,0.30680814385414124,0.4645031690597534,0.2547087073326111,0.30228540301322937,0.4130953550338745
