,what,leader,led,the,dutch,revolt,and,wrote,apologie,?
louise,0.09389559924602509,0.1037844642996788,0.11986251175403595,0.16504040360450745,0.19042953848838806,0.16679523885250092,0.18919478356838226,0.14553101360797882,0.27031928300857544,0.20083898305892944
de,0.10476839542388916,0.1781565248966217,0.1650221049785614,0.23491892218589783,0.2948541045188904,0.21605487167835236,0.22193852066993713,0.21141809225082397,0.20477375388145447,0.11064168810844421
coligny,0.14214760065078735,0.16560788452625275,0.22613845765590668,0.3161560595035553,0.23838256299495697,0.25977709889411926,0.2369077354669571,0.11366145312786102,0.21421928703784943,0.1094585508108139
",",0.3087472915649414,0.23893310129642487,0.22548827528953552,0.4933079481124878,0.23674406111240387,0.18433308601379395,0.6633074283599854,0.27225261926651,0.25402525067329407,0.31091248989105225
daughter,0.12990505993366241,0.21016795933246613,0.144633948802948,0.16813424229621887,0.11570215970277786,0.24726912379264832,0.21789319813251495,0.21900996565818787,0.17683707177639008,0.10566599667072296
of,0.33290785551071167,0.24122127890586853,0.32918456196784973,0.733189046382904,0.14408773183822632,0.23708310723304749,0.5116966962814331,0.30241408944129944,0.09179472923278809,0.1826142966747284
the,0.42745697498321533,0.27799519896507263,0.3267505168914795,1.0,0.1705695390701294,0.26279088854789734,0.5171257257461548,0.2426944375038147,0.14456334710121155,0.22068053483963013
murdered,0.19844964146614075,0.28924843668937683,0.2814870774745941,0.21448278427124023,0.1452268660068512,0.34894058108329773,0.2373463660478592,0.27517858147621155,0.15215103328227997,0.1576319932937622
huguenot,0.1912020891904831,0.2962123155593872,0.25171127915382385,0.29557526111602783,0.39192789793014526,0.4114576578140259,0.2762077748775482,0.25751128792762756,0.2654959261417389,0.1359742432832718
leader,0.15734966099262238,1.0,0.428101122379303,0.27799519896507263,0.19109956920146942,0.294393926858902,0.23547638952732086,0.16520169377326965,0.14284326136112213,0.09527933597564697
gaspard,0.12999765574932098,0.30416160821914673,0.3059142231941223,0.20091621577739716,0.2890709340572357,0.2795547842979431,0.24213290214538574,0.2937656044960022,0.2860959768295288,0.14066632091999054
de,0.10476839542388916,0.1781565248966217,0.1650221049785614,0.23491892218589783,0.2948541045188904,0.21605487167835236,0.22193852066993713,0.21141809225082397,0.20477375388145447,0.11064168810844421
coligny,0.14214760065078735,0.16560788452625275,0.22613845765590668,0.3161560595035553,0.23838256299495697,0.25977709889411926,0.2369077354669571,0.11366145312786102,0.21421928703784943,0.1094585508108139
",",0.3087472915649414,0.23893310129642487,0.22548827528953552,0.4933079481124878,0.23674406111240387,0.18433308601379395,0.6633074283599854,0.27225261926651,0.25402525067329407,0.31091248989105225
married,0.13977670669555664,0.2366369515657425,0.18298886716365814,0.10720405727624893,0.1496894210577011,0.1599322408437729,0.23728172481060028,0.30939894914627075,0.19379472732543945,0.18062160909175873
william,0.24990826845169067,0.136001855134964,0.1880803406238556,0.21537061035633087,0.2614935338497162,0.24124887585639954,0.2535148561000824,0.2642865777015686,0.2583717107772827,0.14462219178676605
