,what,was,the,name,of,the,character,known,as,the,time,lady,?
notable,0.31026893854141235,0.175777867436409,0.20948168635368347,0.23603951930999756,0.1985267549753189,0.20948168635368347,0.18767349421977997,0.3208778202533722,0.2787022590637207,0.20948168635368347,0.2383616417646408,0.18018174171447754,0.31928157806396484
companions,0.18120864033699036,0.17933380603790283,0.25117260217666626,0.1367330402135849,0.23670142889022827,0.25117260217666626,0.3117734491825104,0.12165823578834534,0.24001401662826538,0.25117260217666626,0.2229587733745575,0.23555292189121246,0.14333169162273407
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.1327933967113495,0.18996182084083557,0.3251767158508301,0.40150508284568787,0.2964353561401367,0.18750329315662384,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.25992274284362793,0.3624623417854309,0.48381632566452026,1.0,0.43061500787734985,0.21662424504756927,0.22068053483963013
earlier,0.22624605894088745,0.3443564474582672,0.26843780279159546,0.12958180904388428,0.27635854482650757,0.26843780279159546,0.1542426347732544,0.14074528217315674,0.1988215446472168,0.26843780279159546,0.2837701141834259,0.05733516067266464,0.13306351006031036
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.1536245048046112,0.22268271446228027,0.31376904249191284,0.47117695212364197,0.23524020612239838,0.2641415596008301,0.31376904249191284,0.2359362095594406,0.0799393579363823,0.1709602326154709
included,0.2288810908794403,0.3148443400859833,0.3825419843196869,0.17476937174797058,0.4391688108444214,0.3825419843196869,0.1482001543045044,0.3245582580566406,0.34162476658821106,0.3825419843196869,0.24277319014072418,0.1224387064576149,0.14385655522346497
romana,0.16299770772457123,0.179723858833313,0.2729567885398865,0.22059011459350586,0.2749103009700775,0.2729567885398865,0.27093446254730225,0.09641459584236145,0.16398297250270844,0.2729567885398865,0.15200074017047882,0.18623806536197662,0.15057049691677094
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.17166735231876373,0.2843264043331146,0.32029855251312256,0.33289089798927307,0.28391751646995544,0.1679210513830185,0.40561532974243164
mary,0.2064262330532074,0.2567506730556488,0.18200480937957764,0.17450353503227234,0.17272977530956268,0.18200480937957764,0.20276328921318054,0.1343478113412857,0.22906380891799927,0.18200480937957764,0.09558345377445221,0.4261740446090698,0.17181165516376495
tamm,0.1268163025379181,0.24574904143810272,0.2068127542734146,0.18565839529037476,0.2028636485338211,0.2068127542734146,0.1787126213312149,0.19592635333538055,0.20083090662956238,0.2068127542734146,0.14805833995342255,0.13436578214168549,0.16970480978488922
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21757635474205017,0.3468935489654541,0.49487000703811646,0.5171257257461548,0.3025408685207367,0.20816072821617126,0.20544172823429108
lalla,0.14768598973751068,0.30106279253959656,0.19049657881259918,0.14925682544708252,0.2422870248556137,0.19049657881259918,0.181585431098938,0.22576399147510529,0.1926272213459015,0.19049657881259918,0.1732974797487259,0.20571541786193848,0.12639248371124268
ward,0.15211644768714905,0.2328871190547943,0.20814019441604614,0.1534031480550766,0.18046745657920837,0.20814019441604614,0.14940229058265686,0.15493865311145782,0.22324906289577484,0.20814019441604614,0.13495755195617676,0.1510051041841507,0.09479375928640366
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.16354620456695557,0.297453910112381,0.32161882519721985,0.3456730246543884,0.2857224941253662,0.18707416951656342,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21002258360385895,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.3029961884021759,0.2576631009578705,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.3054544925689697,0.30882248282432556,0.39550232887268066,0.5829201340675354,0.3292340338230133,0.18538497388362885,0.23916715383529663
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.43061500787734985,0.18186558783054352,0.23656317591667175,0.3239102065563202,0.43061500787734985,0.9999998807907104,0.20824313163757324,0.27391523122787476
lady,0.14833222329616547,0.22953040897846222,0.21662424504756927,0.17579084634780884,0.16923315823078156,0.21662424504756927,0.14986160397529602,0.15362867712974548,0.21001175045967102,0.21662424504756927,0.20824313163757324,0.9999999403953552,0.14158371090888977
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,0.06333817541599274,0.06441469490528107,0.05586666986346245,0.09152708947658539,0.07762139290571213,0.05602415278553963,0.10349778085947037
sarah,0.18478435277938843,0.18989098072052002,0.22388771176338196,0.14069390296936035,0.12605753540992737,0.22388771176338196,0.24546197056770325,0.12861794233322144,0.1525762379169464,0.22388771176338196,0.15619789063930511,0.34002363681793213,0.11216213554143906
jane,0.21317945420742035,0.20446321368217468,0.18294748663902283,0.08458756655454636,0.12316256016492844,0.18294748663902283,0.2579476833343506,0.08707305788993835,0.17059101164340973,0.18294748663902283,0.1626731902360916,0.41427305340766907,0.14947275817394257
smith,0.2301866114139557,0.23871435225009918,0.24611686170101166,0.17615756392478943,0.1941387802362442,0.24611686170101166,0.21801964938640594,0.1595006287097931,0.22142812609672546,0.24611686170101166,0.25261789560317993,0.20297914743423462,0.21930724382400513
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.17166735231876373,0.2843264043331146,0.32029855251312256,0.33289089798927307,0.28391751646995544,0.1679210513830185,0.40561532974243164
elisabeth,0.14881838858127594,0.23240891098976135,0.18177981674671173,0.1131955236196518,0.1969698667526245,0.18177981674671173,0.20099353790283203,0.12895208597183228,0.15601085126399994,0.18177981674671173,0.1403593271970749,0.2984794080257416,0.1804756224155426
sladen,0.2429806888103485,0.25597792863845825,0.2671704888343811,0.13993020355701447,0.224842831492424,0.2671704888343811,0.24323219060897827,0.19261085987091064,0.2767527103424072,0.2671704888343811,0.21472948789596558,0.2871938645839691,0.2075037658214569
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.16354620456695557,0.297453910112381,0.32161882519721985,0.3456730246543884,0.2857224941253662,0.18707416951656342,0.42300865054130554
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,0.06333817541599274,0.06441469490528107,0.05586666986346245,0.09152708947658539,0.07762139290571213,0.05602415278553963,0.10349778085947037
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21757635474205017,0.3468935489654541,0.49487000703811646,0.5171257257461548,0.3025408685207367,0.20816072821617126,0.20544172823429108
jo,0.10766146332025528,0.1598021239042282,0.10940848290920258,0.22497235238552094,0.0780649408698082,0.10940848290920258,0.17250943183898926,0.15948928892612457,0.15869282186031342,0.10940848290920258,0.16283069550991058,0.25208863615989685,0.10175631940364838
grant,0.18171831965446472,0.15223412215709686,0.2460666298866272,0.11170317977666855,0.23326964676380157,0.2460666298866272,0.18061377108097076,0.031230352818965912,0.23971623182296753,0.2460666298866272,0.14931470155715942,0.1702355295419693,0.15586599707603455
