,what,denver,player,caused,two,fumbles,for,the,panthers,?
denver,0.1275133192539215,1.0,0.14441537857055664,0.08514325320720673,0.14121489226818085,0.34164100885391235,0.22017966210842133,0.2052404284477234,0.3712458908557892,0.1520889848470688
linebacker,0.15475627779960632,0.48220956325531006,0.44545871019363403,0.10584113746881485,0.18493512272834778,0.4557225704193115,0.27424296736717224,0.19719967246055603,0.46772301197052,0.15540370345115662
von,0.18003655970096588,0.1650388240814209,0.03700599819421768,0.08121383935213089,0.1465245485305786,0.13662727177143097,0.10186543315649033,0.21817399561405182,0.16908317804336548,0.13907472789287567
miller,0.11267764866352081,0.2895999550819397,0.19664442539215088,0.10266610234975815,0.19982647895812988,0.28203272819519043,0.21116214990615845,0.21601076424121857,0.2727592885494232,0.1295081228017807
was,0.22111038863658905,0.2766761779785156,0.1967325210571289,0.25113144516944885,0.27166637778282166,0.22568732500076294,0.3863949179649353,0.48711544275283813,0.2605615258216858,0.18412111699581146
named,0.1525408923625946,0.2420138418674469,0.16106818616390228,0.15418390929698944,0.31202685832977295,0.17500360310077667,0.22057102620601654,0.3521348536014557,0.18414606153964996,0.1297498345375061
super,0.13651713728904724,0.24589714407920837,0.19942335784435272,0.10937926173210144,0.19097526371479034,0.31058406829833984,0.22938419878482819,0.21959073841571808,0.27118441462516785,0.166326642036438
bowl,0.15942467749118805,0.2861449718475342,0.1651131808757782,0.1833934336900711,0.20622028410434723,0.38857853412628174,0.24430087208747864,0.21576224267482758,0.34713199734687805,0.21118052303791046
mvp,0.0985465794801712,0.31021052598953247,0.37888097763061523,0.05383928492665291,0.1452360302209854,0.38671132922172546,0.27104631066322327,0.19830666482448578,0.3432699143886566,0.19954749941825867
",",0.3087472915649414,0.25173696875572205,0.25826331973075867,0.2600580155849457,0.35859420895576477,0.3138982951641083,0.4464869201183319,0.4933079481124878,0.2494642585515976,0.31091248989105225
recording,0.19233113527297974,0.20506905019283295,0.2386971414089203,0.12241577357053757,0.22176434099674225,0.26851215958595276,0.28583967685699463,0.2685704827308655,0.25062376260757446,0.18037092685699463
five,0.18688078224658966,0.22033226490020752,0.18076471984386444,0.16717296838760376,0.6973215341567993,0.19400393962860107,0.30701300501823425,0.41977158188819885,0.23904819786548615,0.18342848122119904
solo,0.13319581747055054,0.16159214079380035,0.22691108286380768,0.0652802363038063,0.2650649845600128,0.2792752683162689,0.2451012283563614,0.1489274650812149,0.22355633974075317,0.1560981124639511
tackles,0.17651943862438202,0.4180256724357605,0.26949015259742737,0.1462574005126953,0.08377458155155182,0.5880454778671265,0.27664637565612793,0.19076409935951233,0.3596915304660797,0.20188532769680023
",",0.3087472915649414,0.25173696875572205,0.25826331973075867,0.2600580155849457,0.35859420895576477,0.3138982951641083,0.4464869201183319,0.4933079481124878,0.2494642585515976,0.31091248989105225
2½,0.015523189678788185,-0.05116941034793854,-0.04862980917096138,-0.0875721424818039,-0.05860824137926102,0.0521092526614666,-0.01783602125942707,0.028328148648142815,0.07913810759782791,-0.02855924889445305
sacks,0.0888017937541008,0.27507340908050537,0.21186310052871704,0.05682152509689331,0.20439846813678741,0.4642697870731354,0.2247573584318161,0.23296904563903809,0.3019881248474121,0.0761517658829689
",",0.3087472915649414,0.25173696875572205,0.25826331973075867,0.2600580155849457,0.35859420895576477,0.3138982951641083,0.4464869201183319,0.4933079481124878,0.2494642585515976,0.31091248989105225
and,0.31309178471565247,0.20625516772270203,0.22685286402702332,0.2892237603664398,0.4671151638031006,0.27952373027801514,0.5064792633056641,0.5171257257461548,0.2230100929737091,0.20544172823429108
two,0.23363454639911652,0.14121489226818085,0.1781577318906784,0.22531484067440033,1.0000001192092896,0.1853245198726654,0.34734001755714417,0.43858039379119873,0.2664221525192261,0.19645625352859497
forced,0.2257918417453766,0.17544646561145782,0.13643567264080048,0.3367319405078888,0.18830540776252747,0.3908575773239136,0.19555193185806274,0.2571122944355011,0.13718506693840027,0.17547516524791718
fumbles,0.16688087582588196,0.34164100885391235,0.3302769660949707,0.18314744532108307,0.1853245198726654,1.0,0.2659422755241394,0.21007823944091797,0.350493848323822,0.1826416552066803
.,0.3567904531955719,0.2573630213737488,0.22491109371185303,0.2413787543773651,0.3524959683418274,0.26300492882728577,0.4726039469242096,0.5934505462646484,0.23446570336818695,0.4130953550338745
