,a,subway,tunnel,from,the,museum,leads,to,which,tube,station,?
to,0.45503583550453186,0.19533872604370117,0.22836782038211823,0.4069952368736267,0.535392165184021,0.1640389859676361,0.2697960138320923,1.0,0.5345056653022766,0.25624245405197144,0.21352042257785797,0.29463258385658264
date,0.20166118443012238,0.09466323256492615,0.1826031506061554,0.20628158748149872,0.25333094596862793,0.1812172681093216,0.09970252960920334,0.2530132532119751,0.198163703083992,0.0561683252453804,0.10398772358894348,0.2698357403278351
several,0.29992109537124634,0.10830260813236237,0.09994696080684662,0.2822973132133484,0.40559855103492737,0.101572684943676,0.16812549531459808,0.36196985840797424,0.4863804280757904,0.08710812032222748,0.16121822595596313,0.15595775842666626
galleries,0.16555815935134888,0.23134788870811462,0.18913187086582184,0.16580337285995483,0.27603694796562195,0.54404217004776,0.15257081389427185,0.2089657187461853,0.28423401713371277,0.20561031997203827,0.23484572768211365,0.1957392692565918
have,0.338716596364975,0.16815343499183655,0.13870635628700256,0.30702701210975647,0.40389683842658997,0.11209996789693832,0.21172372996807098,0.4544740617275238,0.49652695655822754,0.16653002798557281,0.11491083353757858,0.32991164922714233
been,0.3315402865409851,0.19523711502552032,0.14113202691078186,0.27624839544296265,0.3563927710056305,0.16552354395389557,0.15468524396419525,0.34945759177207947,0.36993977427482605,0.1584359109401703,0.13928157091140747,0.24354910850524902
redesigned,0.2493896633386612,0.24723494052886963,0.20489493012428284,0.13174092769622803,0.2598510682582855,0.20162805914878845,0.1507198065519333,0.28666165471076965,0.2921527624130249,0.19088226556777954,0.21198885142803192,0.18504595756530762
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
notably,0.1921544224023819,0.11381343007087708,0.05855804309248924,0.22085493803024292,0.33497244119644165,0.15617819130420685,0.28663960099220276,0.1835545152425766,0.28071725368499756,0.07523167878389359,0.11216727644205093,0.10343469679355621
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
in,0.539380669593811,0.19577796757221222,0.2736896276473999,0.4274188280105591,0.6662389636039734,0.2407650351524353,0.231519877910614,0.45010748505592346,0.4840516746044159,0.16100940108299255,0.21784305572509766,0.20430970191955566
2002,-0.04267120361328125,-0.18318337202072144,-0.1278892308473587,-0.08646968007087708,-0.07970229536294937,-0.16475194692611694,0.04393354430794716,-0.043290942907333374,-0.03682348132133484,-0.1410934329032898,-0.23201113939285278,0.045828185975551605
:,-0.0007584693375974894,-0.07124894857406616,-0.10075131058692932,-0.056502215564250946,-0.03403344005346298,-0.09555457532405853,-0.09581843763589859,-0.09243495017290115,-0.11049769818782806,-0.10437627136707306,-0.1444110870361328,-0.07156077772378922
the,0.5829201340675354,0.19946806132793427,0.2972690761089325,0.40150508284568787,1.0,0.24861779808998108,0.3400644361972809,0.535392165184021,0.6521818041801453,0.222691148519516,0.23609806597232819,0.22068053483963013
main,0.27217230200767517,0.19460514187812805,0.1735958456993103,0.22770823538303375,0.38631999492645264,0.12107153236865997,0.2630369961261749,0.26116618514060974,0.37042954564094543,0.13317765295505524,0.21320462226867676,0.1665669083595276
silver,0.22950784862041473,0.14516986906528473,0.0911506712436676,0.14321425557136536,0.2600913643836975,0.14541757106781006,0.09080557525157928,0.18664632737636566,0.2163364291191101,0.14975732564926147,0.05686023458838463,0.11920861899852753
gallery,0.13071094453334808,0.1718074530363083,0.1425407975912094,0.16936369240283966,0.19251246750354767,0.5823723077774048,0.11828362941741943,0.19736915826797485,0.19994710385799408,0.2170671969652176,0.22913102805614471,0.18202216923236847
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
contemporary,0.1928429901599884,0.1530543565750122,0.07972852140665054,0.19228921830654144,0.25350451469421387,0.33069750666618347,0.16425588726997375,0.19410967826843262,0.22929219901561737,0.05036916583776474,0.18654195964336395,0.09539991617202759
;,-0.02122584730386734,0.04838622733950615,0.03291291370987892,0.07524215430021286,0.09152708947658539,0.11569859832525253,-0.04220515489578247,0.0979827418923378,-0.01244901679456234,0.05234643071889877,-0.0358835905790329,0.10349778085947037
in,0.539380669593811,0.19577796757221222,0.2736896276473999,0.4274188280105591,0.6662389636039734,0.2407650351524353,0.231519877910614,0.45010748505592346,0.4840516746044159,0.16100940108299255,0.21784305572509766,0.20430970191955566
2003,-0.15682265162467957,-0.13127969205379486,-0.10656862705945969,-0.11257407814264297,-0.14761915802955627,-0.16047215461730957,-0.08872731775045395,-0.1959497481584549,-0.14610882103443146,-0.14753039181232452,-0.1882919818162918,-0.17560148239135742
:,-0.0007584693375974894,-0.07124894857406616,-0.10075131058692932,-0.056502215564250946,-0.03403344005346298,-0.09555457532405853,-0.09581843763589859,-0.09243495017290115,-0.11049769818782806,-0.10437627136707306,-0.1444110870361328,-0.07156077772378922
photography,0.20964208245277405,0.18060031533241272,0.07526365667581558,0.16874665021896362,0.1538320779800415,0.24335144460201263,0.07295343279838562,0.16654418408870697,0.1371093988418579,0.16162624955177307,0.1270781308412552,0.12825748324394226
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
the,0.5829201340675354,0.19946806132793427,0.2972690761089325,0.40150508284568787,1.0,0.24861779808998108,0.3400644361972809,0.535392165184021,0.6521818041801453,0.222691148519516,0.23609806597232819,0.22068053483963013
main,0.27217230200767517,0.19460514187812805,0.1735958456993103,0.22770823538303375,0.38631999492645264,0.12107153236865997,0.2630369961261749,0.26116618514060974,0.37042954564094543,0.13317765295505524,0.21320462226867676,0.1665669083595276
entrance,0.2656034231185913,0.2632259428501129,0.39077892899513245,0.17725270986557007,0.31372344493865967,0.2587375044822693,0.2989324629306793,0.24082104861736298,0.2874296009540558,0.3319922089576721,0.30506399273872375,0.07963564246892929
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
the,0.5829201340675354,0.19946806132793427,0.2972690761089325,0.40150508284568787,1.0,0.24861779808998108,0.3400644361972809,0.535392165184021,0.6521818041801453,0.222691148519516,0.23609806597232819,0.22068053483963013
painting,0.2022257000207901,0.1392078995704651,0.12103179842233658,0.19318155944347382,0.20519959926605225,0.3381798565387726,0.11367494612932205,0.21697743237018585,0.18631196022033691,0.14397118985652924,0.1444273591041565,0.18062187731266022
galleries,0.16555815935134888,0.23134788870811462,0.18913187086582184,0.16580337285995483,0.27603694796562195,0.54404217004776,0.15257081389427185,0.2089657187461853,0.28423401713371277,0.20561031997203827,0.23484572768211365,0.1957392692565918
;,-0.02122584730386734,0.04838622733950615,0.03291291370987892,0.07524215430021286,0.09152708947658539,0.11569859832525253,-0.04220515489578247,0.0979827418923378,-0.01244901679456234,0.05234643071889877,-0.0358835905790329,0.10349778085947037
in,0.539380669593811,0.19577796757221222,0.2736896276473999,0.4274188280105591,0.6662389636039734,0.2407650351524353,0.231519877910614,0.45010748505592346,0.4840516746044159,0.16100940108299255,0.21784305572509766,0.20430970191955566
2004,-0.21492190659046173,-0.1303991824388504,-0.17898446321487427,-0.1585446298122406,-0.2467794269323349,-0.11899297684431076,-0.10867012292146683,-0.3218703269958496,-0.3311369717121124,-0.155192032456398,-0.17426247894763947,-0.15923042595386505
:,-0.0007584693375974894,-0.07124894857406616,-0.10075131058692932,-0.056502215564250946,-0.03403344005346298,-0.09555457532405853,-0.09581843763589859,-0.09243495017290115,-0.11049769818782806,-0.10437627136707306,-0.1444110870361328,-0.07156077772378922
the,0.5829201340675354,0.19946806132793427,0.2972690761089325,0.40150508284568787,1.0,0.24861779808998108,0.3400644361972809,0.535392165184021,0.6521818041801453,0.222691148519516,0.23609806597232819,0.22068053483963013
tunnel,0.21951617300510406,0.4534628987312317,1.0000001192092896,0.15582893788814545,0.2972690761089325,0.1320512294769287,0.2290034145116806,0.22836782038211823,0.23349545896053314,0.3875136077404022,0.39742040634155273,0.12917466461658478
to,0.45503583550453186,0.19533872604370117,0.22836782038211823,0.4069952368736267,0.535392165184021,0.1640389859676361,0.2697960138320923,1.0,0.5345056653022766,0.25624245405197144,0.21352042257785797,0.29463258385658264
the,0.5829201340675354,0.19946806132793427,0.2972690761089325,0.40150508284568787,1.0,0.24861779808998108,0.3400644361972809,0.535392165184021,0.6521818041801453,0.222691148519516,0.23609806597232819,0.22068053483963013
subway,0.19922910630702972,1.0000001192092896,0.4534628987312317,0.16749195754528046,0.19946806132793427,0.24386711418628693,0.12368474900722504,0.19533872604370117,0.17652013897895813,0.33253052830696106,0.49711674451828003,0.18648141622543335
leading,0.26281067728996277,0.14113296568393707,0.13998569548130035,0.23331807553768158,0.3809107840061188,0.13357101380825043,0.44863462448120117,0.260200560092926,0.28280946612358093,0.1738765835762024,0.14259904623031616,0.1360926628112793
to,0.45503583550453186,0.19533872604370117,0.22836782038211823,0.4069952368736267,0.535392165184021,0.1640389859676361,0.2697960138320923,1.0,0.5345056653022766,0.25624245405197144,0.21352042257785797,0.29463258385658264
south,0.23680485785007477,0.2763254642486572,0.2773500382900238,0.308648020029068,0.3129390776157379,0.20254011452198029,0.18403276801109314,0.25657615065574646,0.24635352194309235,0.20189130306243896,0.27019843459129333,0.12336621433496475
kensington,0.25198784470558167,0.30726611614227295,0.30784377455711365,0.22022795677185059,0.2556971609592438,0.2670748233795166,0.18653327226638794,0.20712551474571228,0.2309548407793045,0.39271318912506104,0.39050593972206116,0.1386018693447113
tube,0.26573309302330017,0.33253052830696106,0.3875136077404022,0.1576465368270874,0.222691148519516,0.15535619854927063,0.1730225384235382,0.25624245405197144,0.2780320942401886,1.0,0.42310830950737,0.13631722331047058
station,0.21760036051273346,0.49711674451828003,0.39742040634155273,0.19886821508407593,0.23609806597232819,0.21730953454971313,0.12591178715229034,0.21352042257785797,0.20371483266353607,0.42310830950737,1.0,0.12574981153011322
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
new,0.3214259147644043,0.31420257687568665,0.23925237357616425,0.3360432982444763,0.3845241069793701,0.14840424060821533,0.177656888961792,0.33159172534942627,0.33739399909973145,0.12768325209617615,0.12154681980609894,0.14782847464084625
signage,0.2702842354774475,0.3374060392379761,0.3325265645980835,0.15985025465488434,0.23624485731124878,0.23161175847053528,0.16716806590557098,0.22684356570243835,0.23380061984062195,0.3862204849720001,0.48702144622802734,0.17573007941246033
throughout,0.2578590512275696,0.12588508427143097,0.11753331124782562,0.28920361399650574,0.4158564507961273,0.19552092254161835,0.2792101204395294,0.31226396560668945,0.39025890827178955,0.07877936214208603,0.10417035967111588,0.12665234506130219
the,0.5829201340675354,0.19946806132793427,0.2972690761089325,0.40150508284568787,1.0,0.24861779808998108,0.3400644361972809,0.535392165184021,0.6521818041801453,0.222691148519516,0.23609806597232819,0.22068053483963013
museum,0.14725451171398163,0.24386711418628693,0.1320512294769287,0.20791949331760406,0.24861779808998108,1.0000001192092896,0.09904816746711731,0.1640389859676361,0.22731433808803558,0.15535619854927063,0.21730953454971313,0.14128351211547852
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
architecture,0.2194099873304367,0.18031629920005798,0.1594676524400711,0.1467449963092804,0.24488379061222076,0.2689494788646698,0.08675727248191833,0.23015062510967255,0.23836448788642883,0.11392335593700409,0.12247740477323532,0.14343059062957764
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
v,0.21861357986927032,0.12098561227321625,0.0751921758055687,0.13980557024478912,0.18580520153045654,0.07561434060335159,0.04677298292517662,0.2109750658273697,0.1653934270143509,0.19833964109420776,0.1553785502910614,0.28677162528038025
&,0.07266713678836823,0.15416106581687927,0.17673206329345703,0.14301162958145142,0.14992168545722961,0.18110838532447815,0.12975674867630005,0.1254875510931015,0.16294614970684052,0.13235148787498474,0.1291532665491104,0.12596383690834045
a,1.0,0.19922910630702972,0.21951617300510406,0.322764128446579,0.5829201340675354,0.14725451171398163,0.2486605942249298,0.45503583550453186,0.56894451379776,0.26573309302330017,0.21760036051273346,0.23916715383529663
and,0.3739250600337982,0.1989794224500656,0.18876278400421143,0.3601827025413513,0.5171257257461548,0.21554097533226013,0.28972697257995605,0.48971283435821533,0.506277859210968,0.1545133888721466,0.19091129302978516,0.20544172823429108
riba,0.1913726031780243,0.13678207993507385,0.10130610316991806,0.14509984850883484,0.24598738551139832,0.18339309096336365,0.06821602582931519,0.1626996248960495,0.26987695693969727,0.11902129650115967,0.16868922114372253,0.1393887996673584
reading,0.2760281264781952,0.13264119625091553,0.1461658924818039,0.16398777067661285,0.2655330300331116,0.12296076864004135,0.18097908794879913,0.28756070137023926,0.2681724727153778,0.1742980182170868,0.17387449741363525,0.2818225026130676
rooms,0.18207795917987823,0.233968123793602,0.2503722608089447,0.13160809874534607,0.18837939202785492,0.25374916195869446,0.1651245802640915,0.2183915078639984,0.23977339267730713,0.22771358489990234,0.17061910033226013,0.11765021830797195
and,0.3739250600337982,0.1989794224500656,0.18876278400421143,0.3601827025413513,0.5171257257461548,0.21554097533226013,0.28972697257995605,0.48971283435821533,0.506277859210968,0.1545133888721466,0.19091129302978516,0.20544172823429108
stores,0.19688016176223755,0.3478715121746063,0.17705003917217255,0.17489533126354218,0.27271583676338196,0.263843834400177,0.08851476013660431,0.24124623835086823,0.2657000422477722,0.15184687077999115,0.3252670466899872,0.1341363787651062
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
metalware,0.3527607023715973,0.25096437335014343,0.2220236212015152,0.29706910252571106,0.25218436121940613,0.2237236201763153,0.13799548149108887,0.28410112857818604,0.3732689619064331,0.29705190658569336,0.1830751746892929,0.26721832156181335
",",0.427140474319458,0.23496240377426147,0.18061847984790802,0.39760664105415344,0.4933079481124878,0.20741747319698334,0.22268962860107422,0.44245919585227966,0.3658004403114319,0.17319613695144653,0.2482491284608841,0.31091248989105225
