,whose,saying,about,freeing,souls,from,purgatory,was,often,quoted,?
however,0.32290756702423096,0.4534817636013031,0.37023138999938965,0.33443960547447205,0.24692128598690033,0.33656248450279236,0.211919903755188,0.37327632308006287,0.48768383264541626,0.30589956045150757,0.2152075469493866
",",0.25601375102996826,0.28455621004104614,0.3877100944519043,0.2259702980518341,0.1813322901725769,0.39760664105415344,0.2961324155330658,0.45456063747406006,0.24139221012592316,0.23520775139331818,0.31091248989105225
this,0.28317323327064514,0.3747868835926056,0.3886062204837799,0.26141902804374695,0.1826752871274948,0.3469814360141754,0.25331130623817444,0.3638818562030792,0.40794891119003296,0.21760214865207672,0.3155723512172699
oft-quoted,0.21536827087402344,0.5473349094390869,0.26202574372291565,0.3391886055469513,0.08729279786348343,0.2739129066467285,0.2580539584159851,0.2922230064868927,0.3743719458580017,0.9049633741378784,0.2596018314361572
saying,0.23425647616386414,1.0,0.36896374821662903,0.40452566742897034,0.21967361867427826,0.27914348244667053,0.2999652922153473,0.25888511538505554,0.3574833273887634,0.5111388564109802,0.36382168531417847
of,0.37058958411216736,0.2578328251838684,0.40939709544181824,0.2256527841091156,0.23374544084072113,0.4249346852302551,0.2645772397518158,0.4069072902202606,0.3351972997188568,0.1527412235736847,0.1826142966747284
tetzel,0.15203846991062164,0.18642519414424896,0.16985823214054108,0.12124808132648468,0.05953364446759224,0.20709487795829773,0.21839192509651184,0.19295687973499298,0.25756630301475525,0.1706928163766861,0.1545286476612091
was,0.2162860482931137,0.25888511538505554,0.2577359974384308,0.22065554559230804,0.15244275331497192,0.31171464920043945,0.2221882939338684,1.0000001192092896,0.2700076997280121,0.1831979602575302,0.18412111699581146
by,0.3384193778038025,0.23320677876472473,0.30091190338134766,0.23871685564517975,0.1718129962682724,0.3373257517814636,0.16326333582401276,0.4752357602119446,0.32333052158355713,0.18351557850837708,0.17966607213020325
no,0.19352777302265167,0.27803733944892883,0.21095076203346252,0.16491231322288513,0.22453364729881287,0.19692718982696533,0.17600198090076447,0.19955526292324066,0.24515117704868317,0.17227491736412048,0.32165053486824036
means,0.23419776558876038,0.3304847776889801,0.2548586130142212,0.2197488397359848,0.22738510370254517,0.24772962927818298,0.12420687824487686,0.20094269514083862,0.3833223581314087,0.12915921211242676,0.21233566105365753
representative,0.10343819856643677,0.1681220978498459,0.10298065841197968,0.213334321975708,0.13039083778858185,0.26445817947387695,0.1823239028453827,0.2563413679599762,0.08948201686143875,0.16368554532527924,0.13044437766075134
of,0.37058958411216736,0.2578328251838684,0.40939709544181824,0.2256527841091156,0.23374544084072113,0.4249346852302551,0.2645772397518158,0.4069072902202606,0.3351972997188568,0.1527412235736847,0.1826142966747284
contemporary,0.22554852068424225,0.1434761881828308,0.20172736048698425,0.12045572698116302,0.1551298052072525,0.19228921830654144,0.23891441524028778,0.23796632885932922,0.2605482041835785,0.24907617270946503,0.09539991617202759
catholic,0.21780063211917877,0.1851266324520111,0.21042904257774353,0.1559528410434723,0.2622181177139282,0.24513548612594604,0.4151289165019989,0.2832975387573242,0.1912662237882614,0.1728241741657257,0.16609853506088257
teaching,0.14709122478961945,0.286953330039978,0.24752666056156158,0.24128131568431854,0.2599261701107025,0.20678803324699402,0.37216493487358093,0.22091154754161835,0.2471308708190918,0.20937973260879517,0.20424684882164001
on,0.17062877118587494,0.29123881459236145,0.322975218296051,0.19945333898067474,0.17733262479305267,0.36926645040512085,0.1908600926399231,0.3909217119216919,0.24822035431861877,0.12833480536937714,0.2714994251728058
indulgences,0.25169506669044495,0.34795838594436646,0.22327160835266113,0.30121082067489624,0.2886347472667694,0.1380952000617981,0.45280587673187256,0.19507549703121185,0.2914872169494629,0.30163052678108215,0.21964608132839203
",",0.25601375102996826,0.28455621004104614,0.3877100944519043,0.2259702980518341,0.1813322901725769,0.39760664105415344,0.2961324155330658,0.45456063747406006,0.24139221012592316,0.23520775139331818,0.31091248989105225
but,0.35844770073890686,0.47924304008483887,0.4257524609565735,0.3068990707397461,0.2700835168361664,0.3133932948112488,0.22843661904335022,0.36023372411727905,0.44118013978004456,0.22576065361499786,0.27921953797340393
rather,0.28835657238960266,0.37303128838539124,0.33138883113861084,0.30491533875465393,0.17030887305736542,0.23058800399303436,0.21915282309055328,0.23478160798549652,0.45203232765197754,0.21037353575229645,0.3053998053073883
a,0.3225097060203552,0.3239319324493408,0.34171196818351746,0.2532491683959961,0.15031826496124268,0.322764128446579,0.21682927012443542,0.4508470594882965,0.3930865228176117,0.1365712732076645,0.23916715383529663
reflection,0.20523390173912048,0.28126707673072815,0.22567108273506165,0.2411607950925827,0.23809517920017242,0.18941520154476166,0.23360055685043335,0.17525699734687805,0.2536032497882843,0.2620854675769806,0.17918743193149567
of,0.37058958411216736,0.2578328251838684,0.40939709544181824,0.2256527841091156,0.23374544084072113,0.4249346852302551,0.2645772397518158,0.4069072902202606,0.3351972997188568,0.1527412235736847,0.1826142966747284
his,0.39010414481163025,0.31955578923225403,0.24169853329658508,0.29095110297203064,0.19661512970924377,0.3195365369319916,0.2256454974412918,0.4405253231525421,0.30419299006462097,0.2468613237142563,0.18075084686279297
capacity,0.08724697679281235,0.0843513160943985,0.1658569574356079,0.19348324835300446,0.17983409762382507,0.14570240676403046,0.07047709077596664,0.13935771584510803,0.17978322505950928,0.050881706178188324,0.17383241653442383
to,0.320825457572937,0.36477673053741455,0.391953706741333,0.29203560948371887,0.22935551404953003,0.4069952368736267,0.2647497355937958,0.3636345863342285,0.4351843297481537,0.13925369083881378,0.29463258385658264
exaggerate,0.22593365609645844,0.3836303949356079,0.3305383324623108,0.22167004644870758,0.13622158765792847,0.1824653297662735,0.2542080283164978,0.09276105463504791,0.40258026123046875,0.337551474571228,0.26760202646255493
.,0.2718997597694397,0.2796854078769684,0.42038556933403015,0.19722867012023926,0.20873355865478516,0.41536515951156616,0.25153276324272156,0.40146201848983765,0.30710849165916443,0.21636508405208588,0.4130953550338745
