,which,authority,figure,is,designated,to,schedule,and,set,the,work,of,the,eu,?
the,0.6521818041801453,0.2645063102245331,0.24786046147346497,0.5823672413825989,0.23178240656852722,0.535392165184021,0.21986375749111176,0.5171257257461548,0.2927955985069275,1.0,0.2704800069332123,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
parliament,0.20252443850040436,0.30848029255867004,0.12519067525863647,0.19676777720451355,0.11151961982250214,0.20290622115135193,0.15851300954818726,0.26227831840515137,0.1772245168685913,0.26521381735801697,0.16524556279182434,0.2885259687900543,0.26521381735801697,0.31485849618911743,0.1586504578590393
can,0.41132649779319763,0.1509893387556076,0.13797563314437866,0.44256699085235596,0.10308001935482025,0.4979398250579834,0.23947004973888397,0.3675691485404968,0.21309934556484222,0.312528520822525,0.28794336318969727,0.2603091299533844,0.312528520822525,0.15144599974155426,0.3226337134838104
also,0.6566565632820129,0.24675336480140686,0.19706614315509796,0.5012649297714233,0.1945243626832962,0.5348826050758362,0.284001886844635,0.5755972862243652,0.2369106262922287,0.6021018624305725,0.3541320264339447,0.4924938678741455,0.6021018624305725,0.11792366206645966,0.21848613023757935
formally,0.35663291811943054,0.31194671988487244,0.12427808344364166,0.29369625449180603,0.33952245116233826,0.2944337725639343,0.2227894514799118,0.2509691119194031,0.22213222086429596,0.3323594629764557,0.130056232213974,0.3022876977920532,0.3323594629764557,0.1723921149969101,0.1371411830186844
request,0.24509967863559723,0.21050694584846497,0.10062646120786667,0.21177111566066742,0.1836480051279068,0.3584270775318146,0.23883265256881714,0.23718376457691193,0.1805434226989746,0.18777982890605927,0.2617611289024353,0.17325465381145477,0.18777982890605927,0.22651685774326324,0.3439766466617584
the,0.6521818041801453,0.2645063102245331,0.24786046147346497,0.5823672413825989,0.23178240656852722,0.535392165184021,0.21986375749111176,0.5171257257461548,0.2927955985069275,1.0,0.2704800069332123,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
commission,0.25648555159568787,0.43067866563796997,0.1583089679479599,0.19761666655540466,0.31743380427360535,0.24674905836582184,0.18697267770767212,0.21015366911888123,0.1870519369840622,0.24418850243091583,0.21331767737865448,0.2698368728160858,0.24418850243091583,0.2521185874938965,0.16231559216976166
to,0.5345056653022766,0.2155669927597046,0.24264496564865112,0.42745086550712585,0.194892019033432,1.0,0.2847902476787567,0.48971283435821533,0.320547491312027,0.535392165184021,0.3482864499092102,0.41548454761505127,0.535392165184021,0.1539587825536728,0.29463258385658264
submit,0.235903799533844,0.2743649184703827,0.06709007918834686,0.09407678246498108,0.1368468701839447,0.28412961959838867,0.18535096943378448,0.23054175078868866,0.18998216092586517,0.19348543882369995,0.21810941398143768,0.2136346697807312,0.19348543882369995,0.16180266439914703,0.27356526255607605
a,0.56894451379776,0.21713398396968842,0.2584710121154785,0.658733606338501,0.2710168659687042,0.45503583550453186,0.20767942070960999,0.3739250600337982,0.2540091574192047,0.5829201340675354,0.266241192817688,0.5052502155303955,0.5829201340675354,0.13932566344738007,0.23916715383529663
legislative,0.2521616220474243,0.396467387676239,0.1591443568468094,0.19055356085300446,0.19756723940372467,0.2195226103067398,0.24503612518310547,0.2681875228881836,0.19828994572162628,0.27501925826072693,0.14364656805992126,0.34083476662635803,0.27501925826072693,0.22844341397285461,0.1654243916273117
proposal,0.27661120891571045,0.27618929743766785,0.10217222571372986,0.20803385972976685,0.14313152432441711,0.30947795510292053,0.2681531012058258,0.19904549419879913,0.2853468358516693,0.24154584109783173,0.2816668450832367,0.18171913921833038,0.24154584109783173,0.25808483362197876,0.362845778465271
but,0.55336993932724,0.17937566339969635,0.22533491253852844,0.4106791317462921,0.12583108246326447,0.5542377829551697,0.2868213355541229,0.5762497186660767,0.2716006338596344,0.4859698414802551,0.3644881844520569,0.39942997694015503,0.4859698414802551,0.13655178248882294,0.27921953797340393
the,0.6521818041801453,0.2645063102245331,0.24786046147346497,0.5823672413825989,0.23178240656852722,0.535392165184021,0.21986375749111176,0.5171257257461548,0.2927955985069275,1.0,0.2704800069332123,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
commission,0.25648555159568787,0.43067866563796997,0.1583089679479599,0.19761666655540466,0.31743380427360535,0.24674905836582184,0.18697267770767212,0.21015366911888123,0.1870519369840622,0.24418850243091583,0.21331767737865448,0.2698368728160858,0.24418850243091583,0.2521185874938965,0.16231559216976166
can,0.41132649779319763,0.1509893387556076,0.13797563314437866,0.44256699085235596,0.10308001935482025,0.4979398250579834,0.23947004973888397,0.3675691485404968,0.21309934556484222,0.312528520822525,0.28794336318969727,0.2603091299533844,0.312528520822525,0.15144599974155426,0.3226337134838104
reject,0.25692299008369446,0.23903964459896088,0.08385954797267914,0.16763702034950256,0.09366509318351746,0.25308549404144287,0.12535348534584045,0.22020676732063293,0.17421384155750275,0.24960725009441376,0.20021259784698486,0.23291459679603577,0.24960725009441376,0.24134758114814758,0.21545763313770294
such,0.406057745218277,0.18637140095233917,0.1472042053937912,0.23545363545417786,0.16897287964820862,0.2871878743171692,0.1834198385477066,0.44540345668792725,0.17471474409103394,0.3575236201286316,0.2557113766670227,0.3209529519081116,0.3575236201286316,0.1398281455039978,0.17851735651493073
a,0.56894451379776,0.21713398396968842,0.2584710121154785,0.658733606338501,0.2710168659687042,0.45503583550453186,0.20767942070960999,0.3739250600337982,0.2540091574192047,0.5829201340675354,0.266241192817688,0.5052502155303955,0.5829201340675354,0.13932566344738007,0.23916715383529663
suggestion,0.34313857555389404,0.2305748462677002,0.21190419793128967,0.2263147383928299,0.2016080915927887,0.3860657513141632,0.3193356394767761,0.27299898862838745,0.23554463684558868,0.2641429305076599,0.36752015352249146,0.2111477106809616,0.2641429305076599,0.19219128787517548,0.4631749987602234
",",0.3658004403114319,0.22133024036884308,0.2352312207221985,0.4691906273365021,0.20988495647907257,0.44245919585227966,0.183579683303833,0.6633074283599854,0.24912182986736298,0.4933079481124878,0.3283594250679016,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.31091248989105225
giving,0.31787312030792236,0.19028732180595398,0.23111635446548462,0.24181054532527924,0.09048396348953247,0.36088186502456665,0.16666916012763977,0.32261931896209717,0.22674256563186646,0.3626074492931366,0.26322340965270996,0.3440891206264496,0.3626074492931366,0.1250903159379959,0.2052922248840332
reasons,0.3235366642475128,0.2173611968755722,0.16569200158119202,0.25412559509277344,0.17317302525043488,0.32146772742271423,0.2906149923801422,0.31014180183410645,0.1735931783914566,0.2951921820640564,0.2994225025177002,0.28044363856315613,0.2951921820640564,0.17920789122581482,0.248102068901062
.,0.45942068099975586,0.19641262292861938,0.24939633905887604,0.4569662809371948,0.25461071729660034,0.4645031690597534,0.1790202111005783,0.588965117931366,0.2928885817527771,0.5934505462646484,0.33121398091316223,0.5352458953857422,0.5934505462646484,0.1552242487668991,0.4130953550338745
