,where,was,shirley,planning,an,expedition,?
in,0.5344807505607605,0.45514053106307983,0.21833598613739014,0.29961201548576355,0.2605783939361572,0.19481515884399414,0.20430970191955566
addition,0.29059985280036926,0.2078816294670105,0.05813424661755562,0.2551172077655792,0.25149449706077576,0.17535871267318726,0.19187232851982117
to,0.47735077142715454,0.3636345863342285,0.14755064249038696,0.3211837708950043,0.3138085603713989,0.2431555688381195,0.29463258385658264
renewing,0.2714824378490448,0.25684037804603577,0.2549741268157959,0.3370913565158844,0.23378486931324005,0.16612376272678375,0.22206877171993256
the,0.5003893971443176,0.48711544275283813,0.15386177599430084,0.3046698570251465,0.4207492768764496,0.26213887333869934,0.22068053483963013
efforts,0.17096635699272156,0.2586594820022583,0.16001218557357788,0.404571533203125,0.2043699324131012,0.2859879434108734,0.16157089173793793
to,0.47735077142715454,0.3636345863342285,0.14755064249038696,0.3211837708950043,0.3138085603713989,0.2431555688381195,0.29463258385658264
capture,0.2122274488210678,0.19458261132240295,0.12277411669492722,0.23533809185028076,0.1285734623670578,0.27294158935546875,0.12945853173732758
niagara,0.23769508302211761,0.1924375295639038,0.18408764898777008,0.16723628342151642,0.14455999433994293,0.29363077878952026,0.1411852240562439
",",0.3149496018886566,0.45456063747406006,0.2250218689441681,0.26324963569641113,0.3581022024154663,0.17991885542869568,0.31091248989105225
crown,0.13641886413097382,0.2366449236869812,0.12496813386678696,0.12234203517436981,0.061109788715839386,0.1849440485239029,0.09979621320962906
point,0.3279148042201996,0.17757032811641693,0.07170399278402328,0.1409151703119278,0.20735062658786774,0.17208388447761536,0.19189560413360596
and,0.43859338760375977,0.3740963041782379,0.2159835696220398,0.3125394880771637,0.2838519215583801,0.21988366544246674,0.20544172823429108
duquesne,0.23311550915241241,0.2953045070171356,0.31125563383102417,0.2303609848022461,0.22216138243675232,0.24041715264320374,0.18955427408218384
",",0.3149496018886566,0.45456063747406006,0.2250218689441681,0.26324963569641113,0.3581022024154663,0.17991885542869568,0.31091248989105225
he,0.3705328106880188,0.5410010814666748,0.21588757634162903,0.2552792727947235,0.281929612159729,0.2638607919216156,0.2089974731206894
proposed,0.1112237349152565,0.2461901754140854,0.08343793451786041,0.3005010187625885,0.15246838331222534,0.15993210673332214,0.24553193151950836
attacks,0.18896746635437012,0.19397582113742828,0.06863762438297272,0.27142447233200073,0.1693469136953354,0.23771418631076813,0.14532065391540527
on,0.37630224227905273,0.3909217119216919,0.22180449962615967,0.23530471324920654,0.3192969560623169,0.21539552509784698,0.2714994251728058
fort,0.1772805005311966,0.30989983677864075,0.1994868814945221,0.20651784539222717,0.1783534437417984,0.2918441891670227,0.15686731040477753
frontenac,0.18679103255271912,0.3011828660964966,0.19440825283527374,0.1686057150363922,0.141191303730011,0.2754773795604706,0.2187342494726181
on,0.37630224227905273,0.3909217119216919,0.22180449962615967,0.23530471324920654,0.3192969560623169,0.21539552509784698,0.2714994251728058
the,0.5003893971443176,0.48711544275283813,0.15386177599430084,0.3046698570251465,0.4207492768764496,0.26213887333869934,0.22068053483963013
