,who,initially,wanted,more,unmanned,testing,done,regarding,the,lm,?
although,0.3003382384777069,0.3632045090198517,0.21823090314865112,0.3879619240760803,0.16333505511283875,0.17915396392345428,0.2862047553062439,0.21272335946559906,0.3265823423862457,0.1661783903837204,0.15541206300258636
grumman,0.17863982915878296,0.27768638730049133,0.1839265078306198,0.1514444649219513,0.4012993574142456,0.23616251349449158,0.09706279635429382,0.11878161132335663,0.2515086531639099,0.2930128872394562,0.23828771710395813
wanted,0.38630297780036926,0.24815304577350616,1.0,0.2758639454841614,0.1504344493150711,0.11976519972085953,0.2825617492198944,0.21767675876617432,0.3011050522327423,0.055830005556344986,0.24342651665210724
a,0.36608949303627014,0.25532233715057373,0.25702154636383057,0.3452818691730499,0.22430352866649628,0.22979743778705597,0.2800007462501526,0.22400012612342834,0.5829201340675354,0.1819782704114914,0.23916715383529663
second,0.21920166909694672,0.19204241037368774,0.1695786565542221,0.2036297470331192,0.17615582048892975,0.18249806761741638,0.11552393436431885,0.15285538136959076,0.4620301127433777,0.13351137936115265,0.17239587008953094
unmanned,0.18428753316402435,0.24511785805225372,0.1504344493150711,0.2100951373577118,1.0000001192092896,0.38954412937164307,0.2239282727241516,0.21011045575141907,0.19982010126113892,0.42620033025741577,0.20850330591201782
test,0.14540761709213257,0.21178032457828522,0.1274731159210205,0.1658080518245697,0.31770583987236023,0.7171741127967834,0.3041326403617859,0.15945033729076385,0.19235259294509888,0.2792564630508423,0.19832737743854523
",",0.3365725874900818,0.23403345048427582,0.2753742039203644,0.3696524500846863,0.17500217258930206,0.18808996677398682,0.32079052925109863,0.2758248746395111,0.4933079481124878,0.15934062004089355,0.31091248989105225
george,0.25805044174194336,0.21065343916416168,0.15358950197696686,0.15310414135456085,0.05792425945401192,0.07541265338659286,0.12198811024427414,0.14890913665294647,0.2510760426521301,0.1087227612733841,0.1479024887084961
low,0.16145439445972443,0.28993943333625793,0.0977325439453125,0.2463373988866806,0.19533061981201172,0.19629471004009247,0.18889442086219788,0.11812374740839005,0.2544175982475281,0.17637157440185547,0.10658930987119675
decided,0.3009106516838074,0.2573688328266144,0.6825668215751648,0.22926804423332214,0.1972048133611679,0.20789049565792084,0.30019471049308777,0.25812461972236633,0.37534645199775696,0.12346447259187698,0.258772075176239
the,0.3733934462070465,0.2997018098831177,0.3011050522327423,0.39758381247520447,0.19982010126113892,0.25075584650039673,0.26575928926467896,0.29280903935432434,1.0,0.25534775853157043,0.22068053483963013
next,0.19192104041576385,0.15901249647140503,0.24501852691173553,0.23093169927597046,0.15450014173984528,0.13848137855529785,0.17330150306224823,0.10340621322393417,0.35833123326301575,0.1545489877462387,0.167460098862648
lm,0.14231707155704498,0.22857651114463806,0.055830005556344986,0.1867946833372116,0.42620033025741577,0.33450934290885925,0.22633607685565948,0.24870777130126953,0.25534775853157043,1.0000001192092896,0.2270602136850357
flight,0.07788171619176865,0.11452580243349075,0.10571258515119553,0.17710448801517487,0.44135716557502747,0.19717177748680115,0.13110040128231049,0.08634249866008759,0.2498224973678589,0.2774704098701477,0.20568472146987915
would,0.3632977604866028,0.2989369332790375,0.6377614736557007,0.446984201669693,0.2459380179643631,0.25950556993484497,0.34642425179481506,0.32361137866973877,0.4133751392364502,0.20394809544086456,0.37178951501846313
be,0.3371641933917999,0.34066078066825867,0.254121869802475,0.5445363521575928,0.24865111708641052,0.2693830132484436,0.39659690856933594,0.31820258498191833,0.4248143136501312,0.23948977887630463,0.3324260413646698
manned,0.20781661570072174,0.24532711505889893,0.17736448347568512,0.23567205667495728,0.8271891474723816,0.3497636914253235,0.296065092086792,0.2592703402042389,0.2392944097518921,0.4017777442932129,0.17514055967330933
.,0.3541337847709656,0.23941664397716522,0.30680814385414124,0.4070230722427368,0.19946271181106567,0.23063190281391144,0.3132319152355194,0.27343305945396423,0.5934505462646484,0.22923575341701508,0.4130953550338745
