,who,was,the,first,democratically,elected,president,of,egypt,?
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.21225085854530334,0.21190309524536133,0.18811661005020142,0.5696388483047485,0.21889975666999817,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.27997997403144836,0.23167964816093445,0.24330610036849976,0.733189046382904,0.2536296546459198,0.22068053483963013
egyptian,0.21174673736095428,0.22936250269412994,0.22032245993614197,0.18765272200107574,0.10523948073387146,0.11860332638025284,0.1821102648973465,0.20001496374607086,0.7541024684906006,0.14169205725193024
parliamentary,0.20465344190597534,0.2130189836025238,0.2708897888660431,0.20946794748306274,0.47028669714927673,0.5225362777709961,0.4060012102127075,0.33805084228515625,0.20984837412834167,0.1612216979265213
election,0.24774396419525146,0.2808833718299866,0.22873377799987793,0.2726391851902008,0.5186081528663635,0.7423623204231262,0.48490437865257263,0.23051156103610992,0.16195781528949738,0.23105260729789734
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22250820696353912,0.2476319521665573,0.26552814245224,0.4946078956127167,0.2490617334842682,0.31091248989105225
2011–2012,0.17488688230514526,0.08406857401132584,0.14136169850826263,0.11061463505029678,0.11771374195814133,0.07340743392705917,0.02890346199274063,0.11094193905591965,0.06821610033512115,0.13207070529460907
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22250820696353912,0.2476319521665573,0.26552814245224,0.4946078956127167,0.2490617334842682,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.27997997403144836,0.23167964816093445,0.24330610036849976,0.733189046382904,0.2536296546459198,0.22068053483963013
political,0.24357503652572632,0.24282537400722504,0.20477235317230225,0.13932327926158905,0.5225100517272949,0.3585878610610962,0.30758240818977356,0.27319738268852234,0.23593634366989136,0.17130474746227264
parties,0.24264965951442719,0.15179266035556793,0.2535073459148407,0.15968278050422668,0.4463324248790741,0.30150145292282104,0.18888026475906372,0.2394237220287323,0.1548289656639099,0.16949701309204102
identified,0.28017953038215637,0.22457899153232574,0.3162215054035187,0.23126733303070068,0.170624777674675,0.22895528376102448,0.11939038336277008,0.30219629406929016,0.11185853183269501,0.18080152571201324
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.25461307168006897,0.22274595499038696,0.2031671553850174,0.3886612355709076,0.23453333973884583,0.27043893933296204
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.006519378628581762,0.1383838653564453,0.11292015016078949,0.057543765753507614,0.06780257821083069,0.0835157185792923,0.0685480609536171
islamist,0.2584798336029053,0.23685774207115173,0.2459319531917572,0.18940041959285736,0.340151309967041,0.23600497841835022,0.2978401482105255,0.19512814283370972,0.36458009481430054,0.14697067439556122
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,-0.03874251991510391,-0.08900844305753708,0.06019290164113045,-0.008907985873520374,0.13035868108272552,-0.069515660405159,0.018684765323996544
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.15554527938365936,0.19558116793632507,0.2037333846092224,0.35032153129577637,0.1353471428155899,0.40561532974243164
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.27997997403144836,0.23167964816093445,0.24330610036849976,0.733189046382904,0.2536296546459198,0.22068053483963013
brotherhood,0.3251999020576477,0.2586901783943176,0.2368839830160141,0.20623721182346344,0.3123239278793335,0.24358394742012024,0.24749596416950226,0.2067413628101349,0.29069802165031433,0.1117945984005928
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,-0.007522914558649063,-0.09862285107374191,-0.08566092699766159,-0.03817026689648628,0.068876713514328,-0.023395681753754616
freedom,0.23220430314540863,0.18240031599998474,0.24307598173618317,0.14468519389629364,0.3482373058795929,0.2346208095550537,0.33400052785873413,0.26562249660491943,0.17329970002174377,0.1626027375459671
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.21105735003948212,0.19514460861682892,0.23286236822605133,0.5116966962814331,0.25949424505233765,0.20544172823429108
justice,0.2339407354593277,0.24932703375816345,0.23470892012119293,0.20614388585090637,0.31420648097991943,0.27488675713539124,0.32965517044067383,0.2658293545246124,0.16851399838924408,0.19269752502441406
party,0.2427869290113449,0.25508102774620056,0.23779736459255219,0.21286652982234955,0.6582059860229492,0.41326451301574707,0.3547251224517822,0.23662418127059937,0.11700114607810974,0.19031576812267303
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22250820696353912,0.2476319521665573,0.26552814245224,0.4946078956127167,0.2490617334842682,0.31091248989105225
salafi,0.25880807638168335,0.22763870656490326,0.24469619989395142,0.16568955779075623,0.28539133071899414,0.20939582586288452,0.21533982455730438,0.24442888796329498,0.3923979699611664,0.218001589179039
al-nour,0.22983801364898682,0.24001288414001465,0.2543555200099945,0.1898558884859085,0.18797045946121216,0.16402366757392883,0.2425922304391861,0.24834944307804108,0.22409769892692566,0.16754907369613647
