,what,do,progressive,moderates,of,islam,seek,to,separate,?
hayri,0.23568634688854218,0.19174091517925262,0.10060752183198929,0.045115116983652115,0.21654289960861206,0.23052753508090973,0.17282573878765106,0.28815412521362305,0.10916851460933685,0.21813203394412994
abaza,0.11532212793827057,0.14873282611370087,0.09228994697332382,0.062091611325740814,0.25574588775634766,0.3575794994831085,0.15832728147506714,0.14554916322231293,0.13960318267345428,0.11520465463399887
argues,0.3211183547973633,0.23915508389472961,0.1482681781053543,0.25186580419540405,0.24239063262939453,0.21361114084720612,0.2912120223045349,0.2515730559825897,0.16307532787322998,0.20733967423439026
the,0.42745697498321533,0.30239659547805786,0.2495650351047516,0.23875877261161804,0.733189046382904,0.2207694798707962,0.24523614346981049,0.535392165184021,0.3612915575504303,0.22068053483963013
failure,0.19130942225456238,0.17132532596588135,0.25387459993362427,0.19574609398841858,0.21345095336437225,0.16529160737991333,0.19021426141262054,0.2692638337612152,0.09109670668840408,0.12142058461904526
to,0.455847829580307,0.38876664638519287,0.17989914119243622,0.21629902720451355,0.41548454761505127,0.2398901730775833,0.39650240540504456,1.0,0.3234710395336151,0.29463258385658264
distinguish,0.26580512523651123,0.23510530591011047,0.16537366807460785,0.1766190230846405,0.2740761637687683,0.1324407160282135,0.2625558078289032,0.2675764262676239,0.3466249406337738,0.13488887250423431
between,0.2462156116962433,0.14014670252799988,0.17168182134628296,0.25330689549446106,0.3737983703613281,0.12694580852985382,0.12562842667102814,0.3639189600944519,0.3385741412639618,0.12887074053287506
islam,0.23237212002277374,0.23242424428462982,0.2441294938325882,0.21149520576000214,0.21728332340717316,1.0000001192092896,0.20415575802326202,0.2398901730775833,0.14428216218948364,0.18358638882637024
and,0.31309178471565247,0.276123583316803,0.2772483825683594,0.28227365016937256,0.5116966962814331,0.25070106983184814,0.2554384469985962,0.48971283435821533,0.334524005651474,0.20544172823429108
islamism,0.28119760751724243,0.2039509117603302,0.35175901651382446,0.30356380343437195,0.2555263340473175,0.7715402841567993,0.22943592071533203,0.23028403520584106,0.17892591655254364,0.19147449731826782
leads,0.17333360016345978,0.21559923887252808,0.27153536677360535,0.2849215269088745,0.3671194314956665,0.15719199180603027,0.325365275144577,0.2697960138320923,0.0443025603890419,0.11554955691099167
many,0.36131182312965393,0.38738366961479187,0.2520715296268463,0.22483354806900024,0.37253960967063904,0.21607667207717896,0.23183909058570862,0.40243685245513916,0.33082273602485657,0.2124512493610382
in,0.30808621644973755,0.23402775824069977,0.21065156161785126,0.22677521407604218,0.5696388483047485,0.16687287390232086,0.1813114583492279,0.45010748505592346,0.3099668025970459,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.2495650351047516,0.23875877261161804,0.733189046382904,0.2207694798707962,0.24523614346981049,0.535392165184021,0.3612915575504303,0.22068053483963013
west,0.1946573108434677,0.09519640356302261,0.17269283533096313,0.17388878762722015,0.2891985774040222,0.1558743566274643,0.12553055584430695,0.24611181020736694,0.15562202036380768,0.12088293582201004
to,0.455847829580307,0.38876664638519287,0.17989914119243622,0.21629902720451355,0.41548454761505127,0.2398901730775833,0.39650240540504456,1.0,0.3234710395336151,0.29463258385658264
support,0.2797985076904297,0.3117796778678894,0.2181670218706131,0.2856820821762085,0.2307697981595993,0.1891145557165146,0.31944963335990906,0.2742273211479187,0.2529183626174927,0.22626608610153198
illiberal,0.2916489243507385,0.19686074554920197,0.4491533935070038,0.33102020621299744,0.27801793813705444,0.26047414541244507,0.20809967815876007,0.2762255072593689,0.21110892295837402,0.1799171268939972
islamic,0.2204568088054657,0.18107639253139496,0.23574557900428772,0.1880900263786316,0.25656506419181824,0.727012574672699,0.14697615802288055,0.1969100832939148,0.1773378998041153,0.1692383587360382
regimes,0.21191895008087158,0.1600669026374817,0.2367962747812271,0.30195340514183044,0.2842453718185425,0.23323257267475128,0.2559903562068939,0.30121591687202454,0.22478711605072021,0.1432064026594162
",",0.3087472915649414,0.3283645510673523,0.18273064494132996,0.20868200063705444,0.4946078956127167,0.23459285497665405,0.2198648303747177,0.44245919585227966,0.2999747693538666,0.31091248989105225
to,0.455847829580307,0.38876664638519287,0.17989914119243622,0.21629902720451355,0.41548454761505127,0.2398901730775833,0.39650240540504456,1.0,0.3234710395336151,0.29463258385658264
the,0.42745697498321533,0.30239659547805786,0.2495650351047516,0.23875877261161804,0.733189046382904,0.2207694798707962,0.24523614346981049,0.535392165184021,0.3612915575504303,0.22068053483963013
detriment,0.4394211173057556,0.37684834003448486,0.18821600079536438,0.3519408702850342,0.21249674260616302,0.23323234915733337,0.3110971450805664,0.2978620231151581,0.2696596086025238,0.3454972803592682
of,0.33290785551071167,0.26150479912757874,0.27990299463272095,0.22333411872386932,1.0,0.21728332340717316,0.2027195245027542,0.41548454761505127,0.33388569951057434,0.1826142966747284
progressive,0.20924389362335205,0.16846303641796112,1.0,0.3873710632324219,0.27990299463272095,0.2441294938325882,0.19457121193408966,0.17989914119243622,0.18472285568714142,0.12022990733385086
moderates,0.2319342941045761,0.18695098161697388,0.3873710632324219,1.0000001192092896,0.22333411872386932,0.21149520576000214,0.2378932386636734,0.21629902720451355,0.2210189700126648,0.1723046749830246
who,0.40942975878715515,0.2662210166454315,0.18807709217071533,0.15422587096691132,0.2827862501144409,0.25068652629852295,0.29546961188316345,0.42656609416007996,0.17296724021434784,0.26220351457595825
seek,0.23056937754154205,0.2859557867050171,0.19457121193408966,0.2378932386636734,0.2027195245027542,0.20415575802326202,1.0000001192092896,0.39650240540504456,0.15422482788562775,0.18530094623565674
to,0.455847829580307,0.38876664638519287,0.17989914119243622,0.21629902720451355,0.41548454761505127,0.2398901730775833,0.39650240540504456,1.0,0.3234710395336151,0.29463258385658264
separate,0.33215096592903137,0.26170796155929565,0.18472285568714142,0.2210189700126648,0.33388569951057434,0.14428216218948364,0.15422482788562775,0.3234710395336151,1.0,0.16835719347000122
religion,0.3103729486465454,0.24424238502979279,0.29319608211517334,0.19568607211112976,0.30360451340675354,0.5826637744903564,0.24353304505348206,0.272845596075058,0.18619957566261292,0.2503177225589752
from,0.2737620174884796,0.20424067974090576,0.25880035758018494,0.24534203112125397,0.4249346852302551,0.1613912731409073,0.20106655359268188,0.4069952368736267,0.2964138686656952,0.19969791173934937
politics,0.2674756944179535,0.165837362408638,0.3135552704334259,0.24976439774036407,0.24890418350696564,0.33282604813575745,0.30451732873916626,0.23491926491260529,0.1961982548236847,0.16389669477939606
.,0.3567904531955719,0.3613996207714081,0.21317042410373688,0.27636411786079407,0.5352458953857422,0.2825687527656555,0.20647966861724854,0.4645031690597534,0.2875625789165497,0.4130953550338745
