,where,is,the,jazz,jamboree,hosted,?
thanks,0.1954917162656784,0.17794272303581238,0.22702956199645996,0.2272886484861374,0.16777418553829193,0.18430551886558533,0.5687435865402222
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.1436930000782013,0.20559436082839966,0.170383021235466,0.29463258385658264
numerous,0.2417406588792801,0.14785398542881012,0.3353725075721741,0.1387571096420288,0.21996751427650452,0.17763933539390564,0.0875130444765091
musical,0.1353694647550583,0.163146510720253,0.2295164167881012,0.3856748938560486,0.16607369482517242,0.15611954033374786,0.187048077583313
venues,0.28626593947410583,0.20130445063114166,0.28291937708854675,0.3078632056713104,0.2903706431388855,0.41576603055000305,0.1424274891614914
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.27389779686927795,0.3132583796977997,0.27969205379486084,0.31091248989105225
including,0.33177727460861206,0.25093933939933777,0.3738902807235718,0.20219729840755463,0.2549165189266205,0.2598102390766144,0.1633303165435791
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
teatr,0.212555393576622,0.12818729877471924,0.1670025736093521,0.23512336611747742,0.2838182747364044,0.22905991971492767,0.17024710774421692
wielki,0.14384447038173676,0.2266494184732437,0.2319086194038391,0.1619473397731781,0.2117791622877121,0.15201202034950256,0.18371832370758057
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.27389779686927795,0.3132583796977997,0.27969205379486084,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
polish,0.08623228967189789,0.14989061653614044,0.17708231508731842,0.13095378875732422,0.11165878176689148,0.05405940115451813,0.14012759923934937
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.19747965037822723,0.2363375574350357,0.2178560197353363,0.15643028914928436
opera,0.17265599966049194,0.1781812608242035,0.21712259948253632,0.2596159875392914,0.13323794305324554,0.19863398373126984,0.12079104036092758
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.27389779686927795,0.3132583796977997,0.27969205379486084,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
chamber,0.24444323778152466,0.18098223209381104,0.2594704031944275,0.25499406456947327,0.18520379066467285,0.12469381839036942,0.04307165369391441
opera,0.17265599966049194,0.1781812608242035,0.21712259948253632,0.2596159875392914,0.13323794305324554,0.19863398373126984,0.12079104036092758
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.27389779686927795,0.3132583796977997,0.27969205379486084,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.19747965037822723,0.2363375574350357,0.2178560197353363,0.15643028914928436
philharmonic,0.22605472803115845,0.15630748867988586,0.24673660099506378,0.3877561390399933,0.1953500509262085,0.25360825657844543,0.13191483914852142
hall,0.2247285097837448,0.21646162867546082,0.28526565432548523,0.19734935462474823,0.2472335398197174,0.20991738140583038,0.13520537316799164
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2191883772611618,0.3057612478733063,0.24906118214130402,0.20544172823429108
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.19747965037822723,0.2363375574350357,0.2178560197353363,0.15643028914928436
theatre,0.2170681208372116,0.17514966428279877,0.25594043731689453,0.3061120808124542,0.19246645271778107,0.24704982340335846,0.1159285232424736
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.27389779686927795,0.3132583796977997,0.27969205379486084,0.31091248989105225
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.22976796329021454,0.2608122229576111,0.17284739017486572,0.27043893933296204
well,0.4122413992881775,0.33406564593315125,0.42630070447921753,0.19162628054618835,0.1885787397623062,0.17525748908519745,0.24815571308135986
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.22976796329021454,0.2608122229576111,0.17284739017486572,0.27043893933296204
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
roma,0.16794709861278534,0.09770216792821884,0.11261605471372604,0.16879115998744965,0.18402209877967834,0.1322086751461029,0.20083442330360413
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2191883772611618,0.3057612478733063,0.24906118214130402,0.20544172823429108
buffo,0.20387396216392517,0.2060575783252716,0.23253889381885529,0.2567140758037567,0.2017320841550827,0.10486838966608047,0.18601961433887482
music,0.18392108380794525,0.17702555656433105,0.2714049816131592,0.5363085269927979,0.2216065526008606,0.2413790225982666,0.18264494836330414
theatres,0.2548372149467468,0.190605029463768,0.2874569296836853,0.26287752389907837,0.21938250958919525,0.25384774804115295,0.10397201776504517
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2191883772611618,0.3057612478733063,0.24906118214130402,0.20544172823429108
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
congress,0.11219510436058044,0.11219723522663116,0.27082565426826477,0.13422636687755585,0.18886950612068176,0.17462114989757538,0.2020287960767746
hall,0.2247285097837448,0.21646162867546082,0.28526565432548523,0.19734935462474823,0.2472335398197174,0.20991738140583038,0.13520537316799164
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.19702079892158508,0.3051872253417969,0.2707974314689636,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.1642647236585617,0.27016714215278625,0.2576315402984619,0.22068053483963013
palace,0.22747957706451416,0.16243064403533936,0.25955939292907715,0.059504274278879166,0.1954658329486847,0.16058781743049622,0.14965219795703888
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.17768412828445435,0.25234323740005493,0.18176968395709991,0.1826142966747284
culture,0.1792503148317337,0.22229626774787903,0.27157285809516907,0.20524799823760986,0.16411174833774567,0.21330510079860687,0.13093146681785583
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2191883772611618,0.3057612478733063,0.24906118214130402,0.20544172823429108
science,0.19053184986114502,0.2747138440608978,0.24037593603134155,0.14431194961071014,0.1468173861503601,0.1682492345571518,0.17974960803985596
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.27389779686927795,0.3132583796977997,0.27969205379486084,0.31091248989105225
warsaw,0.1062634214758873,0.09741193056106567,0.23137180507183075,0.1250133365392685,0.08248335123062134,0.11382857710123062,0.09769917279481888
hosts,0.18382565677165985,0.2958720028400421,0.31077179312705994,0.16149316728115082,0.24231162667274475,0.6998215317726135,0.0862068235874176
many,0.4338301420211792,0.2649032473564148,0.4335206151008606,0.18248409032821655,0.29238441586494446,0.20845934748649597,0.2124512493610382
events,0.24275709688663483,0.17093729972839355,0.3102840185165405,0.19158190488815308,0.2287171632051468,0.2992304563522339,0.09835197776556015
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2191883772611618,0.3057612478733063,0.24906118214130402,0.20544172823429108
festivals,0.2373768836259842,0.19712303578853607,0.24198365211486816,0.32271912693977356,0.31704631447792053,0.3060542643070221,0.19684866070747375
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2163628190755844,0.23298011720180511,0.22959090769290924,0.4130953550338745
