,in,1517,who,was,luther,'s,bishop,?
on,0.46853652596473694,-0.0040361336432397366,0.2340552806854248,0.3909217119216919,0.19090485572814941,0.0026888418942689896,0.13586874306201935,0.2714994251728058
31,0.06804506480693817,0.00239439494907856,-0.14438095688819885,-0.07483632862567902,-0.08790630102157593,0.034997887909412384,-0.0529911182820797,-0.017570214346051216
october,0.27560389041900635,-0.005260542035102844,0.2386598140001297,0.4627581834793091,0.1806728094816208,-0.06886140257120132,0.18697308003902435,0.29706719517707825
1517,0.02879011258482933,1.0,-0.03848648443818092,-0.14549319446086884,0.06654816120862961,-0.07013892382383347,0.021544473245739937,-0.06332475692033768
",",0.5201468467712402,-0.07754620164632797,0.3365725874900818,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.2074185311794281,0.31091248989105225
luther,0.20523880422115326,0.06654816120862961,0.21013082563877106,0.19185513257980347,1.0,-0.009990512393414974,0.2762340009212494,0.1732746809720993
wrote,0.2898900806903839,-0.0430687814950943,0.2670581638813019,0.40092042088508606,0.24184277653694153,0.07554080337285995,0.20741447806358337,0.19322504103183746
to,0.45010748505592346,-0.03239324688911438,0.42656609416007996,0.3636345863342285,0.18029534816741943,0.03782717138528824,0.15059466660022736,0.29463258385658264
his,0.3598145842552185,0.011222852393984795,0.44966956973075867,0.4405253231525421,0.27093374729156494,0.047556519508361816,0.21230964362621307,0.18075084686279297
bishop,0.23243731260299683,0.021544473245739937,0.19501325488090515,0.26201674342155457,0.2762340009212494,-0.017885742709040642,0.9999998807907104,0.19730713963508606
",",0.5201468467712402,-0.07754620164632797,0.3365725874900818,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.2074185311794281,0.31091248989105225
albert,0.20386730134487152,-0.113145612180233,0.20950829982757568,0.240865096449852,0.2497173398733139,-0.02173103578388691,0.18656453490257263,0.15350762009620667
of,0.5696388483047485,0.009360745549201965,0.2827862501144409,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.22951185703277588,0.1826142966747284
mainz,0.23451745510101318,-0.021026941016316414,0.214927539229393,0.2515906095504761,0.28826332092285156,0.09391458332538605,0.250024676322937,0.18667249381542206
",",0.5201468467712402,-0.07754620164632797,0.3365725874900818,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.2074185311794281,0.31091248989105225
protesting,0.32945486903190613,0.04747328534722328,0.24106939136981964,0.2995646893978119,0.3421971797943115,-0.037984538823366165,0.20466412603855133,0.19058556854724884
the,0.6662389636039734,0.004705409519374371,0.3733934462070465,0.48711544275283813,0.1759674996137619,-0.01540423184633255,0.2112889289855957,0.22068053483963013
sale,0.2506190836429596,-0.004090907517820597,0.13049523532390594,0.24864467978477478,0.12257428467273712,0.02224520407617092,0.09417755901813507,0.10629682242870331
of,0.5696388483047485,0.009360745549201965,0.2827862501144409,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.22951185703277588,0.1826142966747284
indulgences,0.18559019267559052,0.08932957053184509,0.2066390961408615,0.19507549703121185,0.35804522037506104,0.009167968295514584,0.27440905570983887,0.21964608132839203
.,0.5591574311256409,-0.03257344663143158,0.3541337847709656,0.40146201848983765,0.24907569587230682,-0.003708066651597619,0.20523421466350555,0.4130953550338745
