,where,was,american,broadcasting-paramount,theatres,",",inc,headquartered,after,the,merger,?
the,0.5003893971443176,0.48711544275283813,0.24562937021255493,0.32053688168525696,0.2874569296836853,0.4933079481124878,0.19157539308071136,0.306002676486969,0.4565047025680542,1.0,0.2557354271411896,0.22068053483963013
merged,0.09036030620336533,0.20836342871189117,0.10973011702299118,0.22106502950191498,0.12394392490386963,0.2192392498254776,0.25461483001708984,0.3327707052230835,0.13904528319835663,0.22961698472499847,0.7871624827384949,0.16063673794269562
company,0.21870826184749603,0.2293137013912201,0.1761145144701004,0.3916018009185791,0.37436822056770325,0.2697763442993164,0.493925005197525,0.4850085973739624,0.21655593812465668,0.26591673493385315,0.3440839648246765,0.12195809185504913
",",0.3149496018886566,0.45456063747406006,0.3048616647720337,0.3104262948036194,0.30420786142349243,1.0000001192092896,0.23293571174144745,0.2735316753387451,0.38860568404197693,0.4933079481124878,0.25569602847099304,0.31091248989105225
renamed,0.15759685635566711,0.36580079793930054,0.14177967607975006,0.29332998394966125,0.18850912153720856,0.2471216917037964,0.2891574501991272,0.32865485548973083,0.38053110241889954,0.2855224609375,0.3998890519142151,0.13648955523967743
american,0.1501617580652237,0.31632548570632935,1.0000001192092896,0.36038076877593994,0.2023952305316925,0.3048616647720337,0.2581275999546051,0.21401695907115936,0.1780838519334793,0.24562937021255493,0.11844644695520401,0.18877598643302917
broadcasting-paramount,0.18557867407798767,0.302132248878479,0.36038076877593994,1.0,0.4133210778236389,0.3104262948036194,0.40248721837997437,0.3952353894710541,0.2290869802236557,0.32053688168525696,0.3338872492313385,0.1604955494403839
theatres,0.2548372149467468,0.3262985050678253,0.2023952305316925,0.4133210778236389,1.0,0.30420786142349243,0.22018350660800934,0.311958909034729,0.25501012802124023,0.2874569296836853,0.19090412557125092,0.10397201776504517
",",0.3149496018886566,0.45456063747406006,0.3048616647720337,0.3104262948036194,0.30420786142349243,1.0000001192092896,0.23293571174144745,0.2735316753387451,0.38860568404197693,0.4933079481124878,0.25569602847099304,0.31091248989105225
inc.,0.16010627150535583,0.2586285173892975,0.22034983336925507,0.20644016563892365,0.14409509301185608,0.3023558259010315,0.3698768615722656,0.1779647320508957,0.1819150298833847,0.26402559876441956,0.11029735952615738,0.2727344036102295
and,0.43859338760375977,0.3740963041782379,0.32290002703666687,0.31354808807373047,0.3383431136608124,0.6633074283599854,0.19968724250793457,0.1958991438150406,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.20544172823429108
headquartered,0.2050311267375946,0.26655545830726624,0.21401695907115936,0.3952353894710541,0.311958909034729,0.2735316753387451,0.4034333825111389,0.9999998807907104,0.21235018968582153,0.306002676486969,0.3957444727420807,0.08021588623523712
in,0.5344807505607605,0.45514053106307983,0.22871561348438263,0.29766979813575745,0.3121017515659332,0.5201468467712402,0.1609550565481186,0.29953375458717346,0.44050168991088867,0.6662389636039734,0.22860760986804962,0.20430970191955566
