,what,distinct,quality,of,combustion,was,absent,from,philogiston,theory,?
highly,0.22724121809005737,0.24066941440105438,0.2943408191204071,0.21906863152980804,0.2010994851589203,0.2408236265182495,0.16114041209220886,0.11790557950735092,0.14137139916419983,0.2074022889137268,0.1542806625366211
combustible,0.2506256699562073,0.26493310928344727,0.31815582513809204,0.22582003474235535,0.8735705614089966,0.22681353986263275,0.17327187955379486,0.23531702160835266,0.2557154893875122,0.23988546431064606,0.24960510432720184
materials,0.21012352406978607,0.20420391857624054,0.3933052122592926,0.23909913003444672,0.37767860293388367,0.17750675976276398,0.13368690013885498,0.2295190840959549,0.20350080728530884,0.24198974668979645,0.1301651895046234
that,0.6297725439071655,0.34265080094337463,0.36120277643203735,0.41498205065727234,0.30958232283592224,0.33670201897621155,0.30109766125679016,0.3477667272090912,0.2462189793586731,0.36183905601501465,0.32716336846351624
leave,0.3595171868801117,0.11954652518033981,0.11090604215860367,0.22741928696632385,0.10170548409223557,0.18728552758693695,0.30847471952438354,0.2075231373310089,0.1197158545255661,0.08971501886844635,0.23890845477581024
little,0.2614184617996216,0.1749660223722458,0.24717335402965546,0.20116642117500305,0.1808619648218155,0.15730731189250946,0.1654701977968216,0.14410485327243805,0.21046413481235504,0.16323374211788177,0.20336517691612244
residue,0.2236941158771515,0.31115758419036865,0.24614325165748596,0.28857046365737915,0.5021006464958191,0.14200031757354736,0.21408462524414062,0.2567351162433624,0.22025376558303833,0.23596927523612976,0.16946689784526825
",",0.3087472915649414,0.26380297541618347,0.23283851146697998,0.4946078956127167,0.2079315334558487,0.45456063747406006,0.2313709259033203,0.39760664105415344,0.3312477171421051,0.18095813691616058,0.31091248989105225
such,0.23989605903625488,0.2998203635215759,0.2873133420944214,0.3209529519081116,0.27440348267555237,0.12487147748470306,0.25448277592658997,0.24813218414783478,0.1669827699661255,0.2231651395559311,0.17851735651493073
as,0.31749409437179565,0.2622053325176239,0.22240512073040009,0.3886612355709076,0.20783719420433044,0.3677520453929901,0.2961663603782654,0.3251767158508301,0.24596372246742249,0.18675357103347778,0.27043893933296204
wood,0.09460487961769104,0.1600351184606552,0.20066161453723907,0.22215111553668976,0.2904758155345917,0.19174276292324066,0.08316119760274887,0.18223851919174194,0.18655480444431305,0.0654725730419159,0.1346656233072281
or,0.33867141604423523,0.3960731327533722,0.2978770434856415,0.3792596757411957,0.3234851062297821,0.2330796718597412,0.2472895085811615,0.31242018938064575,0.1350736916065216,0.21121910214424133,0.32389625906944275
coal,0.15859243273735046,0.12357563525438309,0.23960120975971222,0.2543368637561798,0.4493894875049591,0.18313007056713104,0.15387850999832153,0.22152844071388245,0.2139182686805725,0.1229727640748024,0.10339318215847015
",",0.3087472915649414,0.26380297541618347,0.23283851146697998,0.4946078956127167,0.2079315334558487,0.45456063747406006,0.2313709259033203,0.39760664105415344,0.3312477171421051,0.18095813691616058,0.31091248989105225
were,0.22298263013362885,0.23492950201034546,0.21059443056583405,0.34038281440734863,0.2208511084318161,0.590133786201477,0.15530797839164734,0.29991888999938965,0.23556098341941833,0.1573960781097412,0.17890112102031708
thought,0.4469435214996338,0.22199179232120514,0.20958879590034485,0.34673458337783813,0.20841802656650543,0.42560186982154846,0.26462098956108093,0.2623365819454193,0.27226096391677856,0.33378612995147705,0.2600135803222656
to,0.455847829580307,0.20252932608127594,0.28523996472358704,0.41548454761505127,0.21775685250759125,0.3636345863342285,0.29009315371513367,0.4069952368736267,0.20575971901416779,0.21947365999221802,0.29463258385658264
be,0.3929833769798279,0.25680893659591675,0.35426828265190125,0.33904364705085754,0.3003474473953247,0.42228707671165466,0.23909221589565277,0.3107333183288574,0.16916365921497345,0.2076098620891571,0.3324260413646698
made,0.23419176042079926,0.1852816641330719,0.2695144712924957,0.33167365193367004,0.2496272176504135,0.3433256447315216,0.12337295711040497,0.23003742098808289,0.16710534691810608,0.18211349844932556,0.17218779027462006
mostly,0.32312366366386414,0.3004823327064514,0.2429535835981369,0.2964755594730377,0.16456614434719086,0.24953827261924744,0.250294953584671,0.318497896194458,0.13244618475437164,0.15922564268112183,0.09124795347452164
of,0.33290785551071167,0.3053031265735626,0.24742498993873596,1.0,0.25126782059669495,0.4069072902202606,0.2633824646472931,0.4249346852302551,0.1738901138305664,0.23506702482700348,0.1826142966747284
phlogiston,0.23945403099060059,0.2630176246166229,0.15314838290214539,0.18006449937820435,0.4260086119174957,0.2717033326625824,0.13797494769096375,0.18206529319286346,0.8745367527008057,0.3082948327064514,0.230838805437088
;,0.10986888408660889,0.10541431605815887,0.0852150022983551,0.054534342139959335,-0.016691407188773155,0.0754367932677269,0.07393228262662888,0.07524215430021286,0.030697084963321686,-0.03969723731279373,0.10349778085947037
whereas,0.32338035106658936,0.31910794973373413,0.26744139194488525,0.34012725949287415,0.22497837245464325,0.14947260916233063,0.29851585626602173,0.2319103181362152,0.15295211970806122,0.20651361346244812,0.1950923502445221
non-combustible,0.2598993480205536,0.2927018404006958,0.3258149027824402,0.2593037784099579,0.8313817977905273,0.24466636776924133,0.19341088831424713,0.23233377933502197,0.29259395599365234,0.2797466218471527,0.27454185485839844
substances,0.2663726210594177,0.3072068989276886,0.2599720358848572,0.2613070607185364,0.49485623836517334,0.17103590071201324,0.14709590375423431,0.2610875070095062,0.21533334255218506,0.32052379846572876,0.19339443743228912
that,0.6297725439071655,0.34265080094337463,0.36120277643203735,0.41498205065727234,0.30958232283592224,0.33670201897621155,0.30109766125679016,0.3477667272090912,0.2462189793586731,0.36183905601501465,0.32716336846351624
corrode,0.2389552742242813,0.21639789640903473,0.30076926946640015,0.208628848195076,0.45584556460380554,0.20081624388694763,0.2590157389640808,0.2058635652065277,0.18593351542949677,0.1677205115556717,0.20853817462921143
",",0.3087472915649414,0.26380297541618347,0.23283851146697998,0.4946078956127167,0.2079315334558487,0.45456063747406006,0.2313709259033203,0.39760664105415344,0.3312477171421051,0.18095813691616058,0.31091248989105225
such,0.23989605903625488,0.2998203635215759,0.2873133420944214,0.3209529519081116,0.27440348267555237,0.12487147748470306,0.25448277592658997,0.24813218414783478,0.1669827699661255,0.2231651395559311,0.17851735651493073
as,0.31749409437179565,0.2622053325176239,0.22240512073040009,0.3886612355709076,0.20783719420433044,0.3677520453929901,0.2961663603782654,0.3251767158508301,0.24596372246742249,0.18675357103347778,0.27043893933296204
iron,0.1444280743598938,0.20164233446121216,0.192121684551239,0.263920396566391,0.3234838843345642,0.21926720440387726,0.13717679679393768,0.21701496839523315,0.21144342422485352,0.08136246353387833,0.1309053897857666
",",0.3087472915649414,0.26380297541618347,0.23283851146697998,0.4946078956127167,0.2079315334558487,0.45456063747406006,0.2313709259033203,0.39760664105415344,0.3312477171421051,0.18095813691616058,0.31091248989105225
contained,0.18997789919376373,0.2796628177165985,0.24179710447788239,0.37918418645858765,0.27748507261276245,0.2631111443042755,0.2017238438129425,0.26683974266052246,0.17750470340251923,0.20308001339435577,0.171995609998703
very,0.37053924798965454,0.20772556960582733,0.39598795771598816,0.34437474608421326,0.2992711365222931,0.3183368146419525,0.24321608245372772,0.22892490029335022,0.1571856588125229,0.23015332221984863,0.20864155888557434
little,0.2614184617996216,0.1749660223722458,0.24717335402965546,0.20116642117500305,0.1808619648218155,0.15730731189250946,0.1654701977968216,0.14410485327243805,0.21046413481235504,0.16323374211788177,0.20336517691612244
.,0.3567904531955719,0.22976486384868622,0.19519193470478058,0.5352458953857422,0.2124136984348297,0.40146201848983765,0.25488364696502686,0.41536515951156616,0.2857017517089844,0.18047811090946198,0.4130953550338745
,what,distinct,quality,of,combustion,was,absent,from,philogiston,theory,?
the,0.42745697498321533,0.28305986523628235,0.21949779987335205,0.733189046382904,0.2447446882724762,0.48711544275283813,0.26996877789497375,0.40150508284568787,0.2491910308599472,0.2277156263589859,0.22068053483963013
fact,0.4454877972602844,0.28335556387901306,0.33297601342201233,0.3007645010948181,0.23527586460113525,0.24826835095882416,0.2947097420692444,0.2518829107284546,0.18202939629554749,0.2669830322265625,0.2798655927181244
that,0.6297725439071655,0.34265080094337463,0.36120277643203735,0.41498205065727234,0.30958232283592224,0.33670201897621155,0.30109766125679016,0.3477667272090912,0.2462189793586731,0.36183905601501465,0.32716336846351624
a,0.3320399522781372,0.2888047993183136,0.1999066025018692,0.5052502155303955,0.3238258957862854,0.4508470594882965,0.1957632303237915,0.322764128446579,0.23614028096199036,0.2233850657939911,0.23916715383529663
substance,0.2803279459476471,0.30765455961227417,0.2896144688129425,0.23127788305282593,0.46823009848594666,0.20017051696777344,0.13042005896568298,0.23786155879497528,0.21612204611301422,0.32644855976104736,0.2033585160970688
like,0.4320242702960968,0.3109561502933502,0.23675140738487244,0.3244853615760803,0.29694148898124695,0.19745829701423645,0.2680129408836365,0.28165748715400696,0.20266029238700867,0.21914023160934448,0.3268813192844391
wood,0.09460487961769104,0.1600351184606552,0.20066161453723907,0.22215111553668976,0.2904758155345917,0.19174276292324066,0.08316119760274887,0.18223851919174194,0.18655480444431305,0.0654725730419159,0.1346656233072281
gains,0.1997934877872467,0.16512934863567352,0.21034711599349976,0.3051764965057373,0.24728608131408691,0.1486111879348755,0.10929263383150101,0.22328491508960724,0.10619094967842102,0.11685365438461304,0.13120409846305847
overall,0.23488298058509827,0.21604596078395844,0.35750052332878113,0.2889781594276428,0.20374377071857452,0.23720335960388184,0.0908646285533905,0.16655413806438446,0.13842186331748962,0.21006160974502563,0.18573027849197388
weight,0.20223349332809448,0.17900122702121735,0.27165064215660095,0.1631830334663391,0.2728610634803772,0.11494074761867523,0.11954465508460999,0.15048447251319885,0.17512784898281097,0.15019944310188293,0.18111222982406616
in,0.30808621644973755,0.2636861503124237,0.18835508823394775,0.5696388483047485,0.2270977944135666,0.45514053106307983,0.17888182401657104,0.4274188280105591,0.29531651735305786,0.16955126821994781,0.20430970191955566
burning,0.21885274350643158,0.08471004664897919,0.2816668748855591,0.26340749859809875,0.44738689064979553,0.18665166199207306,0.13020512461662292,0.23683588206768036,0.15177251398563385,0.0612473227083683,0.18033187091350555
was,0.22111038863658905,0.10660439729690552,0.1855650544166565,0.4069072902202606,0.24947713315486908,1.0000001192092896,0.1488001048564911,0.31171464920043945,0.32749640941619873,0.18278326094150543,0.18412111699581146
hidden,0.2690216898918152,0.1939581036567688,0.15920300781726837,0.16790804266929626,0.14520478248596191,0.08582963794469833,0.18174591660499573,0.1885046511888504,0.08278442919254303,0.1459747552871704,0.22134476900100708
by,0.2455483376979828,0.19072821736335754,0.18296083807945251,0.3646814823150635,0.22674179077148438,0.4752357602119446,0.20217102766036987,0.3373257517814636,0.262964129447937,0.17579947412014008,0.17966607213020325
the,0.42745697498321533,0.28305986523628235,0.21949779987335205,0.733189046382904,0.2447446882724762,0.48711544275283813,0.26996877789497375,0.40150508284568787,0.2491910308599472,0.2277156263589859,0.22068053483963013
buoyancy,0.32871153950691223,0.28470340371131897,0.3309352993965149,0.3012014925479889,0.5557873249053955,0.11968278884887695,0.2080230563879013,0.16210749745368958,0.2465549260377884,0.40698790550231934,0.15274441242218018
of,0.33290785551071167,0.3053031265735626,0.24742498993873596,1.0,0.25126782059669495,0.4069072902202606,0.2633824646472931,0.4249346852302551,0.1738901138305664,0.23506702482700348,0.1826142966747284
the,0.42745697498321533,0.28305986523628235,0.21949779987335205,0.733189046382904,0.2447446882724762,0.48711544275283813,0.26996877789497375,0.40150508284568787,0.2491910308599472,0.2277156263589859,0.22068053483963013
gaseous,0.28648024797439575,0.37043848633766174,0.2977466583251953,0.31292828917503357,0.5880709290504456,0.15623418986797333,0.25408032536506653,0.22602291405200958,0.23768621683120728,0.3375435471534729,0.1947249323129654
combustion,0.2678600549697876,0.23571322858333588,0.26734989881515503,0.25126782059669495,1.0,0.24947713315486908,0.14847038686275482,0.24656102061271667,0.336137592792511,0.27987536787986755,0.2177530825138092
products,0.2088814079761505,0.20551100373268127,0.42550620436668396,0.21450084447860718,0.35284823179244995,0.1745183914899826,0.14102324843406677,0.20573444664478302,0.15763631463050842,0.12855085730552673,0.20429900288581848
.,0.3567904531955719,0.22976486384868622,0.19519193470478058,0.5352458953857422,0.2124136984348297,0.40146201848983765,0.25488364696502686,0.41536515951156616,0.2857017517089844,0.18047811090946198,0.4130953550338745
