,when,did,abc,begin,making,family-oriented,series,?
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.34293439984321594,0.35185980796813965,0.30746281147003174,0.31376904249191284,0.22068053483963013
1960s,-0.23030318319797516,-0.22650323808193207,0.11778279393911362,-0.08359949290752411,-0.14100375771522522,0.11105095595121384,0.0234571173787117,-0.08257022500038147
would,0.4219970703125,0.6268245577812195,0.13780725002288818,0.34733062982559204,0.38044995069503784,0.2740773856639862,0.17891567945480347,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.14780379831790924,0.22393666207790375,0.3568275570869446,0.27671244740486145,0.21031107008457184,0.3324260413646698
marked,0.24317996203899384,0.17826566100120544,0.12941521406173706,0.2543666660785675,0.23221449553966522,0.19522595405578613,0.15302102267742157,0.1466940939426422
by,0.4376842677593231,0.18574509024620056,0.17600902915000916,0.16351081430912018,0.2781944274902344,0.2728542387485504,0.267352432012558,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.34293439984321594,0.35185980796813965,0.30746281147003174,0.31376904249191284,0.22068053483963013
rise,0.15769775211811066,0.16756875813007355,0.07069945335388184,0.19840487837791443,0.17198388278484344,0.1816355288028717,0.2049499750137329,0.10799103230237961
of,0.3757161796092987,0.2513895630836487,0.14607268571853638,0.24830074608325958,0.3250596821308136,0.2632026672363281,0.22268271446228027,0.1826142966747284
family-oriented,0.22301438450813293,0.22751665115356445,0.26533493399620056,0.23929409682750702,0.22799383103847504,0.9999999403953552,0.22048141062259674,0.18623007833957672
series,0.2194245308637619,0.15581852197647095,0.38518208265304565,0.23442764580249786,0.21644969284534454,0.22048141062259674,1.0000001192092896,0.1709602326154709
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.2903634011745453,0.280230849981308,0.27561405301094055,0.2914260923862457,0.20430970191955566
an,0.33026179671287537,0.22598257660865784,0.16561369597911835,0.13176555931568146,0.1598726212978363,0.21305710077285767,0.16255386173725128,0.19793890416622162
attempt,0.2626323103904724,0.3181029260158539,0.12801934778690338,0.29801082611083984,0.17464274168014526,0.16483737528324127,0.12296383082866669,0.16559520363807678
by,0.4376842677593231,0.18574509024620056,0.17600902915000916,0.16351081430912018,0.2781944274902344,0.2728542387485504,0.267352432012558,0.17966607213020325
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.12703588604927063,0.110810287296772,0.26533493399620056,0.38518208265304565,0.19065172970294952
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.33302420377731323,0.3740498423576355,0.2760982811450958,0.19879554212093353,0.29463258385658264
counterprogram,0.32035887241363525,0.3014472723007202,0.22979196906089783,0.17627619206905365,0.31591013073921204,0.32925549149513245,0.2282133400440216,0.2209795117378235
its,0.34032323956489563,0.19922670722007751,0.19045390188694,0.20967066287994385,0.2913510203361511,0.23487773537635803,0.16496503353118896,0.15103481709957123
established,0.18169470131397247,0.18989217281341553,0.12466854602098465,0.11909785121679306,0.17649947106838226,0.30584007501602173,0.09840564429759979,0.15917523205280304
competitors,0.23439761996269226,0.22749046981334686,0.09631531685590744,0.23177623748779297,0.17624913156032562,0.2460213303565979,0.20729194581508636,0.16859129071235657
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.27304404973983765,0.3254455029964447,0.2414148598909378,0.24060699343681335,0.31091248989105225
but,0.5599016547203064,0.49033689498901367,0.11702752858400345,0.27360019087791443,0.3890312612056732,0.2597036361694336,0.22529686987400055,0.27921953797340393
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.34293439984321594,0.35185980796813965,0.30746281147003174,0.31376904249191284,0.22068053483963013
decade,0.1481301188468933,0.15830519795417786,0.21094603836536407,0.2589965760707855,0.2344217449426651,0.2717650532722473,0.29309529066085815,0.11237446963787079
was,0.37326499819755554,0.41399896144866943,0.21565799415111542,0.17294162511825562,0.28285154700279236,0.23109403252601624,0.2261398285627365,0.18412111699581146
also,0.5475645065307617,0.39334940910339355,0.2030053734779358,0.18551087379455566,0.3745136260986328,0.3057433068752289,0.2762863337993622,0.21848613023757935
marked,0.24317996203899384,0.17826566100120544,0.12941521406173706,0.2543666660785675,0.23221449553966522,0.19522595405578613,0.15302102267742157,0.1466940939426422
by,0.4376842677593231,0.18574509024620056,0.17600902915000916,0.16351081430912018,0.2781944274902344,0.2728542387485504,0.267352432012558,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.34293439984321594,0.35185980796813965,0.30746281147003174,0.31376904249191284,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.4295894205570221,0.12046536803245544,0.1819746494293213,0.26928403973579407,0.38316288590431213,0.17853789031505585
's,-0.03368149697780609,0.05069678649306297,0.06670809537172318,-0.07216574251651764,0.043641600757837296,0.036691077053546906,0.0006390819908119738,-0.023395681753754616
gradual,0.2924109101295471,0.20578771829605103,0.06523841619491577,0.2654503583908081,0.20672018826007843,0.33003732562065125,0.13629204034805298,0.05457627400755882
transition,0.31486576795578003,0.15600939095020294,0.12583263218402863,0.23563824594020844,0.22557353973388672,0.252634733915329,0.14469613134860992,0.15479432046413422
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.33302420377731323,0.3740498423576355,0.2760982811450958,0.19879554212093353,0.29463258385658264
color,0.21349301934242249,0.19901683926582336,0.1639925241470337,0.17285463213920593,0.16682054102420807,0.18701086938381195,0.21274156868457794,0.21299609541893005
.,0.475719153881073,0.35288307070732117,0.2567209303379059,0.24827922880649567,0.3708619773387909,0.29653221368789673,0.3121925890445709,0.4130953550338745
