,when,many,people,are,arrested,",",what,is,a,common,tactic,negotiating,?
in,0.4431333839893341,0.41474202275276184,0.39605680108070374,0.3841303884983063,0.25984182953834534,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.539380669593811,0.23149342834949493,0.20182640850543976,0.2895493805408478,0.20430970191955566
some,0.386913925409317,0.7976660132408142,0.40364471077919006,0.6331475377082825,0.1910616010427475,0.42400437593460083,0.4491020441055298,0.3038453459739685,0.34539633989334106,0.4035886824131012,0.1911180466413498,0.19990821182727814,0.2562315762042999
mass,0.1852782517671585,0.2232305109500885,0.1965358406305313,0.19478152692317963,0.18781134486198425,0.2439754158258438,0.23905135691165924,0.21063528954982758,0.21558082103729248,0.2164882868528366,0.19750835001468658,0.13193848729133606,0.2076406031847
arrest,0.20088283717632294,0.19459058344364166,0.1917750984430313,0.10449092835187912,0.7793393135070801,0.2922397255897522,0.19790410995483398,0.17170242965221405,0.2083061933517456,0.09561924636363983,0.08859295397996902,0.2972318232059479,0.1830197125673294
situations,0.32928672432899475,0.39155492186546326,0.268612802028656,0.35348692536354065,0.15265360474586487,0.20087973773479462,0.38073766231536865,0.2667272984981537,0.2725852429866791,0.23360924422740936,0.3694213330745697,0.31738272309303284,0.2605491280555725
",",0.36674630641937256,0.40610817074775696,0.36644625663757324,0.4062570035457611,0.274812251329422,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.427140474319458,0.2497023195028305,0.14785915613174438,0.20699219405651093,0.31091248989105225
the,0.5091903209686279,0.4335206151008606,0.36838498711586,0.40399202704429626,0.18817131221294403,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2705984115600586,0.2670030891895294,0.2851572632789612,0.22068053483963013
activists,0.15236987173557281,0.347978413105011,0.3777637183666229,0.24156519770622253,0.38266628980636597,0.2117869108915329,0.1816670447587967,0.14298729598522186,0.16165311634540558,0.14013618230819702,0.26404279470443726,0.348264217376709,0.16656693816184998
decide,0.3481963872909546,0.28815141320228577,0.256780743598938,0.3338747024536133,0.17900335788726807,0.24334396421909332,0.4684337377548218,0.2671701908111572,0.3188471794128418,0.15771253407001495,0.2935323119163513,0.2972416281700134,0.35001131892204285
to,0.5423505902290344,0.40243685245513916,0.37275731563568115,0.3504326641559601,0.19391043484210968,0.44245919585227966,0.455847829580307,0.42745086550712585,0.45503583550453186,0.21109338104724884,0.203109472990036,0.30343127250671387,0.29463258385658264
use,0.3298092782497406,0.3544585704803467,0.27814626693725586,0.4174068570137024,0.11202537268400192,0.3276674151420593,0.3453877568244934,0.3357410430908203,0.30793872475624084,0.3850046396255493,0.2971799671649933,0.17712584137916565,0.32795652747154236
solidarity,0.20499570667743683,0.22134357690811157,0.2694614827632904,0.16372257471084595,0.23889264464378357,0.2834838032722473,0.21004708111286163,0.18792396783828735,0.27160510420799255,0.11241364479064941,0.20795273780822754,0.39317458868026733,0.21046410501003265
tactics,0.24819642305374146,0.2110508680343628,0.18347150087356567,0.1595306545495987,0.12702296674251556,0.22047226130962372,0.19517217576503754,0.16075679659843445,0.2690618634223938,0.1655614972114563,0.8606486320495605,0.26391610503196716,0.20052185654640198
to,0.5423505902290344,0.40243685245513916,0.37275731563568115,0.3504326641559601,0.19391043484210968,0.44245919585227966,0.455847829580307,0.42745086550712585,0.45503583550453186,0.21109338104724884,0.203109472990036,0.30343127250671387,0.29463258385658264
secure,0.2744457423686981,0.19775646924972534,0.11185930669307709,0.15329088270664215,0.18582536280155182,0.14117449522018433,0.14779600501060486,0.1690066009759903,0.2279835194349289,0.14516782760620117,0.30510032176971436,0.42917484045028687,0.1604752093553543
the,0.5091903209686279,0.4335206151008606,0.36838498711586,0.40399202704429626,0.18817131221294403,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2705984115600586,0.2670030891895294,0.2851572632789612,0.22068053483963013
same,0.37020012736320496,0.3821374177932739,0.22652654349803925,0.3446533679962158,0.2229645699262619,0.3207721710205078,0.3764382302761078,0.31152886152267456,0.4048157036304474,0.37494856119155884,0.17503389716148376,0.17927753925323486,0.22649677097797394
plea,0.22668424248695374,0.08187492936849594,0.10352612286806107,0.11010770499706268,0.3315747380256653,0.21992337703704834,0.26929304003715515,0.1474817395210266,0.16599608957767487,0.13234072923660278,0.1835269182920456,0.2769555449485779,0.25167709589004517
bargain,0.2064053863286972,0.2288537323474884,0.15210700035095215,0.1597175896167755,0.2812700867652893,0.21197357773780823,0.26893720030784607,0.14885474741458893,0.1952308863401413,0.061908043920993805,0.21773843467235565,0.41291332244873047,0.14446119964122772
for,0.43402108550071716,0.40972793102264404,0.24900002777576447,0.3895993232727051,0.25044214725494385,0.4464869201183319,0.3017193675041199,0.43268078565597534,0.44038116931915283,0.25494384765625,0.2426007241010666,0.31358689069747925,0.264628142118454
everyone,0.33010563254356384,0.3089422881603241,0.38218873739242554,0.23490078747272491,0.14028450846672058,0.2942839562892914,0.47400328516960144,0.2397778034210205,0.28666359186172485,0.1764162927865982,0.23481853306293488,0.17164865136146545,0.3412931561470032
.,0.475719153881073,0.3974229395389557,0.33118996024131775,0.3452940285205841,0.21003171801567078,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.50484299659729,0.21817955374717712,0.20305943489074707,0.2111726850271225,0.4130953550338745
