,when,did,europe,slowly,begin,to,warm,up,from,the,last,ice,age,?
as,0.4437963366508484,0.3596470057964325,0.23063963651657104,0.24532882869243622,0.20308734476566315,0.42092081904411316,0.2181284874677658,0.22736889123916626,0.3251767158508301,0.48381632566452026,0.2661714553833008,0.19356633722782135,0.22976377606391907,0.27043893933296204
northwest,0.23257145285606384,0.1470927894115448,0.21860481798648834,0.2692241668701172,0.09325383603572845,0.23084917664527893,0.2760464549064636,0.1844230741262436,0.19979038834571838,0.3162118196487427,0.20796296000480652,0.21460174024105072,0.16637717187404633,0.15228797495365143
europe,0.18744638562202454,0.22473940253257751,1.0000001192092896,0.18988855183124542,0.1559116691350937,0.24889446794986725,0.2663854956626892,0.16943387687206268,0.18114914000034332,0.34463706612586975,0.2198542058467865,0.2194051593542099,0.21485373377799988,0.18278923630714417
slowly,0.449275940656662,0.22914165258407593,0.18988855183124542,0.9999998807907104,0.3107425272464752,0.3484264612197876,0.3490935266017914,0.29714086651802063,0.24091000854969025,0.30282843112945557,0.14236941933631897,0.1926431506872177,0.23299546539783478,0.10119781643152237
began,0.25673019886016846,0.4415510594844818,0.263767808675766,0.30758431553840637,0.49711355566978455,0.2731419503688812,0.16451990604400635,0.24335254728794098,0.2095840871334076,0.3059147596359253,0.196791872382164,0.1776229292154312,0.28587958216667175,0.1370266228914261
to,0.5423505902290344,0.4452643394470215,0.24889446794986725,0.3484264612197876,0.33302420377731323,1.0,0.2900671064853668,0.40375280380249023,0.4069952368736267,0.535392165184021,0.30156898498535156,0.19850128889083862,0.23830388486385345,0.29463258385658264
warm,0.31295689940452576,0.19726219773292542,0.2663854956626892,0.3490935266017914,0.19547928869724274,0.2900671064853668,0.9999999403953552,0.26048895716667175,0.1719808131456375,0.2764509320259094,0.15702050924301147,0.2886832058429718,0.11116719245910645,0.15442228317260742
up,0.3850642144680023,0.21613863110542297,0.16943387687206268,0.29714086651802063,0.25784939527511597,0.40375280380249023,0.26048895716667175,1.0000001192092896,0.2719550132751465,0.38423117995262146,0.15019528567790985,0.18960055708885193,0.14081111550331116,0.1819818764925003
from,0.405669629573822,0.20248863101005554,0.18114914000034332,0.24091000854969025,0.2698803246021271,0.4069952368736267,0.1719808131456375,0.2719550132751465,1.0,0.40150508284568787,0.235591322183609,0.18989266455173492,0.2786767780780792,0.19969791173934937
"22,000",0.14210812747478485,0.181458979845047,0.0801175981760025,0.008826141245663166,0.108228400349617,0.17511361837387085,-0.009487527422606945,0.04341210424900055,0.2548527717590332,0.27598780393600464,0.21839790046215057,0.1430027037858963,0.1810784786939621,0.12490357458591461
years,0.3409145474433899,0.2695724070072174,0.26117831468582153,0.24372060596942902,0.23470360040664673,0.23891852796077728,0.16859057545661926,0.24200905859470367,0.31063511967658997,0.2912273406982422,0.36042001843452454,0.20277342200279236,0.477315217256546,0.1914375126361847
ago,0.34233349561691284,0.19972491264343262,0.22775393724441528,0.2809707522392273,0.12227606028318405,0.2610180675983429,0.24579982459545135,0.25735312700271606,0.27087220549583435,0.23063679039478302,0.37083661556243896,0.25471147894859314,0.340772420167923,0.2202194780111313
onward,0.2666059136390686,0.16965600848197937,0.28809669613838196,0.32006901502609253,0.2065744549036026,0.2558649182319641,0.24818243086338043,0.20370233058929443,0.349176287651062,0.3490128517150879,0.18807369470596313,0.1365954875946045,0.2005193829536438,0.16210342943668365
",",0.36674630641937256,0.3015086054801941,0.2542513906955719,0.23209774494171143,0.27304404973983765,0.44245919585227966,0.24420368671417236,0.34193792939186096,0.39760664105415344,0.4933079481124878,0.29026782512664795,0.23877936601638794,0.2693369388580322,0.31091248989105225
frozen,0.24970024824142456,0.17449045181274414,0.21831965446472168,0.21436259150505066,0.19508381187915802,0.228252112865448,0.36491668224334717,0.22539295256137848,0.21944983303546906,0.23593033850193024,0.20044001936912537,0.4461626410484314,0.145379900932312,0.18648432195186615
subsoil,0.3351409435272217,0.19834502041339874,0.24312712252140045,0.32021564245224,0.2627922594547272,0.3119378387928009,0.3592657446861267,0.3051977753639221,0.256181538105011,0.3771591782569885,0.12406111508607864,0.25495684146881104,0.13704149425029755,0.17902329564094543
and,0.4716290831565857,0.34479495882987976,0.3463572859764099,0.31376901268959045,0.2599445581436157,0.48971283435821533,0.277122437953949,0.4032393991947174,0.3601827025413513,0.5171257257461548,0.25967320799827576,0.22802209854125977,0.20936404168605804,0.20544172823429108
expanded,0.19404000043869019,0.20851697027683258,0.24736705422401428,0.2857855558395386,0.2127988040447235,0.29032543301582336,0.18946473300457,0.24764589965343475,0.16591379046440125,0.3258892893791199,0.17547596991062164,0.0681135505437851,0.09685903787612915,0.2124357968568802
alpine,0.13756844401359558,0.08868767321109772,0.27138641476631165,0.1155683696269989,0.11155498027801514,0.19123923778533936,0.27817556262016296,0.15470218658447266,0.17628835141658783,0.25914666056632996,0.19814002513885498,0.3079252243041992,0.15526673197746277,0.08546924591064453
glaciers,0.211410790681839,0.11910835653543472,0.2853260338306427,0.2500375509262085,0.11827731132507324,0.24148400127887726,0.3474791347980499,0.2257324606180191,0.19295866787433624,0.25829634070396423,0.2156389057636261,0.47802427411079407,0.22937257587909698,0.10289843380451202
began,0.25673019886016846,0.4415510594844818,0.263767808675766,0.30758431553840637,0.49711355566978455,0.2731419503688812,0.16451990604400635,0.24335254728794098,0.2095840871334076,0.3059147596359253,0.196791872382164,0.1776229292154312,0.28587958216667175,0.1370266228914261
to,0.5423505902290344,0.4452643394470215,0.24889446794986725,0.3484264612197876,0.33302420377731323,1.0,0.2900671064853668,0.40375280380249023,0.4069952368736267,0.535392165184021,0.30156898498535156,0.19850128889083862,0.23830388486385345,0.29463258385658264
thaw,0.27810248732566833,0.22391070425510406,0.1789119690656662,0.2624955177307129,0.25665175914764404,0.2558284401893616,0.2187272161245346,0.26684585213661194,0.22835716605186462,0.2769094705581665,0.1333685964345932,0.20034341514110565,0.0982723981142044,0.19085456430912018
and,0.4716290831565857,0.34479495882987976,0.3463572859764099,0.31376901268959045,0.2599445581436157,0.48971283435821533,0.277122437953949,0.4032393991947174,0.3601827025413513,0.5171257257461548,0.25967320799827576,0.22802209854125977,0.20936404168605804,0.20544172823429108
fall-winter,0.2873261272907257,0.17643408477306366,0.2501882314682007,0.2412288635969162,0.30614131689071655,0.19569286704063416,0.3807150721549988,0.25368762016296387,0.25163522362709045,0.3426305055618286,0.19779716432094574,0.32852891087532043,0.21168328821659088,0.2182822972536087
