,how,many,coordinating,lead,authors,does,an,ipcc,report,chapter,have,?
a,0.29312583804130554,0.2872205972671509,0.20665816962718964,0.20661775767803192,0.12876835465431213,0.38201746344566345,0.44552403688430786,0.12244262546300888,0.2148611694574356,0.20562730729579926,0.338716596364975,0.23916715383529663
chapter,0.2071181833744049,0.0921618789434433,0.30104687809944153,0.09352682530879974,0.3061886727809906,0.12848325073719025,0.191697359085083,0.3522660732269287,0.34001585841178894,1.0,0.17999711632728577,0.20212359726428986
typically,0.2931802272796631,0.3612805902957916,0.2414756566286087,0.1302308738231659,0.1482873558998108,0.31322675943374634,0.2764771282672882,0.23528699576854706,0.16962264478206635,0.15310119092464447,0.3724619746208191,0.14485043287277222
has,0.26820555329322815,0.4266262650489807,0.14803972840309143,0.16340789198875427,0.14586897194385529,0.42885294556617737,0.2991473078727722,0.2192763090133667,0.18398481607437134,0.12165261805057526,0.6353569626808167,0.15994466841220856
two,0.2499001920223236,0.5147606730461121,0.1897486448287964,0.20905518531799316,0.17777800559997559,0.2100418359041214,0.1867314726114273,0.13882841169834137,0.14437665045261383,0.16097523272037506,0.4498785734176636,0.19645625352859497
``,-0.01591024175286293,0.012824942357838154,0.15250462293624878,-0.03717687353491783,0.0897427350282669,0.06539655476808548,0.03770720958709717,-0.017391569912433624,-0.049207452684640884,0.011363795958459377,0.1022237241268158,0.0685480609536171
coordinating,0.16759446263313293,0.16289782524108887,1.0000001192092896,0.1984587013721466,0.1953067034482956,0.1634664237499237,0.18675653636455536,0.3092964291572571,0.2840683162212372,0.30104687809944153,0.24265418946743011,0.16846343874931335
lead,0.18518535792827606,0.2319030612707138,0.1984587013721466,0.9999998807907104,0.11187088489532471,0.20251241326332092,0.2059066742658615,0.12326420098543167,0.19810797274112701,0.09352682530879974,0.2380237728357315,0.14552436769008636
authors,0.1367211639881134,0.23873990774154663,0.1953067034482956,0.11187088489532471,1.0000001192092896,0.17965446412563324,0.11697263270616531,0.29401323199272156,0.27215006947517395,0.3061886727809906,0.24838319420814514,0.19121912121772766
'',-0.0029843549709767103,-0.016843097284436226,-0.004950826056301594,0.0494619756937027,0.1298305243253708,-0.004023602232336998,0.09471100568771362,-0.04113392531871796,-0.046842265874147415,0.05710073933005333,0.0312618687748909,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.2447437047958374,0.2561914026737213,0.2319156676530838,0.28617382049560547,0.3581022024154663,0.15590040385723114,0.250803142786026,0.19008858501911163,0.3541618287563324,0.31091248989105225
ten,0.26821833848953247,0.340677946805954,0.05143706128001213,0.18502645194530487,0.1040210872888565,0.1422448456287384,0.15947604179382324,0.15877822041511536,0.17645560204982758,0.08605969697237015,0.28732630610466003,0.14471080899238586
to,0.44169697165489197,0.40243685245513916,0.25487276911735535,0.23490607738494873,0.21663688123226166,0.4391997456550598,0.3138085603713989,0.25466105341911316,0.2559358477592468,0.17141442000865936,0.4544740617275238,0.29463258385658264
fifteen,0.1623198688030243,0.2590177357196808,0.073525570333004,0.17698955535888672,0.20803500711917877,0.1232408806681633,0.10734333097934723,0.1101544126868248,0.18789252638816833,0.12366707623004913,0.2171579897403717,0.14574173092842102
``,-0.01591024175286293,0.012824942357838154,0.15250462293624878,-0.03717687353491783,0.0897427350282669,0.06539655476808548,0.03770720958709717,-0.017391569912433624,-0.049207452684640884,0.011363795958459377,0.1022237241268158,0.0685480609536171
lead,0.18518535792827606,0.2319030612707138,0.1984587013721466,0.9999998807907104,0.11187088489532471,0.20251241326332092,0.2059066742658615,0.12326420098543167,0.19810797274112701,0.09352682530879974,0.2380237728357315,0.14552436769008636
authors,0.1367211639881134,0.23873990774154663,0.1953067034482956,0.11187088489532471,1.0000001192092896,0.17965446412563324,0.11697263270616531,0.29401323199272156,0.27215006947517395,0.3061886727809906,0.24838319420814514,0.19121912121772766
'',-0.0029843549709767103,-0.016843097284436226,-0.004950826056301594,0.0494619756937027,0.1298305243253708,-0.004023602232336998,0.09471100568771362,-0.04113392531871796,-0.046842265874147415,0.05710073933005333,0.0312618687748909,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.2447437047958374,0.2561914026737213,0.2319156676530838,0.28617382049560547,0.3581022024154663,0.15590040385723114,0.250803142786026,0.19008858501911163,0.3541618287563324,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.26887890696525574,0.31077226996421814,0.2311880737543106,0.3461615741252899,0.2838519215583801,0.20790739357471466,0.20391902327537537,0.23414239287376404,0.4711785912513733,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.20665816962718964,0.20661775767803192,0.12876835465431213,0.38201746344566345,0.44552403688430786,0.12244262546300888,0.2148611694574356,0.20562730729579926,0.338716596364975,0.23916715383529663
somewhat,0.33194929361343384,0.3071156144142151,0.1325540542602539,0.24152539670467377,0.21459054946899414,0.31297481060028076,0.2060907632112503,0.18184220790863037,0.15146243572235107,0.11735734343528748,0.387967973947525,0.23247024416923523
larger,0.23193183541297913,0.2907698154449463,0.17587913572788239,0.14138087630271912,0.1882402002811432,0.22250615060329437,0.22288915514945984,0.07216394692659378,0.12576858699321747,0.18990786373615265,0.3610467314720154,0.1602165699005127
number,0.2725796401500702,0.41408368945121765,0.15720129013061523,0.20306311547756195,0.20655909180641174,0.1831183135509491,0.1875157356262207,0.18503634631633759,0.16870547831058502,0.18325255811214447,0.3633861541748047,0.19256845116615295
of,0.2480744868516922,0.37253960967063904,0.2537423074245453,0.19835850596427917,0.19112128019332886,0.3119818866252899,0.32280945777893066,0.20174051821231842,0.22992923855781555,0.2976560592651367,0.3802283704280853,0.1826142966747284
