,what,is,another,notable,university,in,warsaw,after,the,university,of,warsaw,?
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.20948168635368347,0.263973206281662,0.6662389636039734,0.23137180507183075,0.4565047025680542,1.0,0.263973206281662,0.733189046382904,0.23137180507183075,0.22068053483963013
city,0.17493832111358643,0.3186660706996918,0.14786472916603088,0.1933334767818451,0.38537919521331787,0.3911624252796173,0.25006377696990967,0.2613813877105713,0.35769423842430115,0.38537919521331787,0.32503411173820496,0.25006377696990967,0.13423943519592285
is,0.28837618231773376,1.0,0.41278526186943054,0.20672309398651123,0.20346471667289734,0.5394441485404968,0.09741193056106567,0.2835143506526947,0.5823672413825989,0.20346471667289734,0.4854315221309662,0.09741193056106567,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.20948168635368347,0.263973206281662,0.6662389636039734,0.23137180507183075,0.4565047025680542,1.0,0.263973206281662,0.733189046382904,0.23137180507183075,0.22068053483963013
seat,0.1103479340672493,0.22830115258693695,0.08646640181541443,0.04668888449668884,0.24277769029140472,0.2778983414173126,0.14837482571601868,0.179970845580101,0.24530775845050812,0.24277769029140472,0.2283020317554474,0.14837482571601868,0.06630133837461472
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.1985267549753189,0.30646374821662903,0.5696388483047485,0.19253842532634735,0.3867455720901489,0.733189046382904,0.30646374821662903,1.0,0.19253842532634735,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.21731382608413696,0.20256656408309937,0.539380669593811,0.19591784477233887,0.3831600844860077,0.5829201340675354,0.20256656408309937,0.5052502155303955,0.19591784477233887,0.23916715383529663
roman,0.17852471768856049,0.16690842807292938,0.18557977676391602,0.13521385192871094,0.16335557401180267,0.24986636638641357,0.26305991411209106,0.15456973016262054,0.2862859070301056,0.16335557401180267,0.31028008460998535,0.26305991411209106,0.1663191318511963
catholic,0.1882777214050293,0.19233417510986328,0.18120257556438446,0.16648827493190765,0.2967336177825928,0.26313918828964233,0.26493537425994873,0.1761309802532196,0.26391419768333435,0.2967336177825928,0.3452084958553314,0.26493537425994873,0.16609853506088257
archdiocese,0.18125692009925842,0.20170584321022034,0.1255366951227188,0.1544685661792755,0.4378584921360016,0.28807511925697327,0.27866390347480774,0.170656219124794,0.27209609746932983,0.4378584921360016,0.31726589798927307,0.27866390347480774,0.19721059501171112
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.23965327441692352,0.20313534140586853,0.3087427020072937,0.1835584193468094,0.2132600098848343,0.33289089798927307,0.20313534140586853,0.35032153129577637,0.1835584193468094,0.40561532974243164
left,0.2442072629928589,0.15889094769954681,0.24804949760437012,0.10247400403022766,0.171772301197052,0.21139952540397644,0.14178718626499176,0.2841540575027466,0.33113980293273926,0.171772301197052,0.2218635529279709,0.14178718626499176,0.13251960277557373
bank,0.13934029638767242,0.21801011264324188,0.2214658260345459,0.12707166373729706,0.21604140102863312,0.2690856158733368,0.1602333039045334,0.22923770546913147,0.3216422498226166,0.21604140102863312,0.2346848100423813,0.1602333039045334,0.09656643867492676
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.1985267549753189,0.30646374821662903,0.5696388483047485,0.19253842532634735,0.3867455720901489,0.733189046382904,0.30646374821662903,1.0,0.19253842532634735,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.20948168635368347,0.263973206281662,0.6662389636039734,0.23137180507183075,0.4565047025680542,1.0,0.263973206281662,0.733189046382904,0.23137180507183075,0.22068053483963013
vistula,0.20743709802627563,0.2513207197189331,0.20817424356937408,0.1327427625656128,0.14688262343406677,0.30333027243614197,0.43355974555015564,0.22612108290195465,0.36214977502822876,0.14688262343406677,0.2898311913013458,0.43355974555015564,0.1677311211824417
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.2447381168603897,0.20796938240528107,0.3326910734176636,0.19817118346691132,0.24162524938583374,0.3456730246543884,0.20796938240528107,0.3680361211299896,0.19817118346691132,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.18581628799438477,0.2665814459323883,0.4954058527946472,0.2083624005317688,0.3765919506549835,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.2083624005317688,0.20544172823429108
diocese,0.1595994532108307,0.18722738325595856,0.14049308001995087,0.14062854647636414,0.37321218848228455,0.25054672360420227,0.20597299933433533,0.16644668579101562,0.24610188603401184,0.37321218848228455,0.27055925130844116,0.20597299933433533,0.14348475635051727
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.23965327441692352,0.20313534140586853,0.3087427020072937,0.1835584193468094,0.2132600098848343,0.33289089798927307,0.20313534140586853,0.35032153129577637,0.1835584193468094,0.40561532974243164
right,0.38502591848373413,0.22718656063079834,0.27841994166374207,0.13593094050884247,0.14143280684947968,0.16096803545951843,0.11199203878641129,0.18875662982463837,0.33901116251945496,0.14143280684947968,0.22473211586475372,0.11199203878641129,0.27135515213012695
bank,0.13934029638767242,0.21801011264324188,0.2214658260345459,0.12707166373729706,0.21604140102863312,0.2690856158733368,0.1602333039045334,0.22923770546913147,0.3216422498226166,0.21604140102863312,0.2346848100423813,0.1602333039045334,0.09656643867492676
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.2447381168603897,0.20796938240528107,0.3326910734176636,0.19817118346691132,0.24162524938583374,0.3456730246543884,0.20796938240528107,0.3680361211299896,0.19817118346691132,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.31026551127433777,0.3017033040523529,0.5201468467712402,0.25300899147987366,0.38860568404197693,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.25300899147987366,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.18581628799438477,0.2665814459323883,0.4954058527946472,0.2083624005317688,0.3765919506549835,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.2083624005317688,0.20544172823429108
possesses,0.24601860344409943,0.23972852528095245,0.2358275055885315,0.18090303242206573,0.09315188974142075,0.1921822875738144,0.0101931756362319,0.11993295699357986,0.2878500521183014,0.09315188974142075,0.28698158264160156,0.0101931756362319,0.08340857177972794
various,0.26045072078704834,0.13601526618003845,0.1995958536863327,0.17584779858589172,0.1695423722267151,0.266343355178833,0.12685689330101013,0.12818384170532227,0.3235042691230774,0.1695423722267151,0.3196488320827484,0.12685689330101013,0.12823495268821716
universities,0.1630716770887375,0.2421088069677353,0.20884208381175995,0.19251495599746704,0.6843494176864624,0.2965206503868103,0.18847942352294922,0.15421369671821594,0.2619408071041107,0.6843494176864624,0.29948264360427856,0.18847942352294922,0.16836881637573242
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.31026551127433777,0.3017033040523529,0.5201468467712402,0.25300899147987366,0.38860568404197693,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.25300899147987366,0.31091248989105225
most,0.3219912350177765,0.41165053844451904,0.3596593141555786,0.33399084210395813,0.19178320467472076,0.41416558623313904,0.06817606836557388,0.22962093353271484,0.47635307908058167,0.19178320467472076,0.4178851246833801,0.06817606836557388,0.2107497900724411
notably,0.1358402669429779,0.18971042335033417,0.14404433965682983,0.4840858280658722,0.1244230642914772,0.395790159702301,0.035475656390190125,0.18426679074764252,0.33497244119644165,0.1244230642914772,0.3080497682094574,0.035475656390190125,0.10343469679355621
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.20948168635368347,0.263973206281662,0.6662389636039734,0.23137180507183075,0.4565047025680542,1.0,0.263973206281662,0.733189046382904,0.23137180507183075,0.22068053483963013
polish,0.08233486860990524,0.14989061653614044,0.14004091918468475,0.1659548580646515,0.10091662406921387,0.1896398365497589,0.6311136484146118,0.1620306372642517,0.17708231508731842,0.10091662406921387,0.16866981983184814,0.6311136484146118,0.14012759923934937
academy,0.11844556778669357,0.20938169956207275,0.14842817187309265,0.14249606430530548,0.4119099974632263,0.24646873772144318,0.24079398810863495,0.17763911187648773,0.2649388611316681,0.4119099974632263,0.22185729444026947,0.24079398810863495,0.1340850442647934
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.1985267549753189,0.30646374821662903,0.5696388483047485,0.19253842532634735,0.3867455720901489,0.733189046382904,0.30646374821662903,1.0,0.19253842532634735,0.1826142966747284
sciences,0.19191189110279083,0.2507065534591675,0.16884198784828186,0.13806380331516266,0.4868379533290863,0.28206580877304077,0.23337316513061523,0.12910909950733185,0.2625935673713684,0.4868379533290863,0.31529930233955383,0.23337316513061523,0.15002119541168213
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.18581628799438477,0.2665814459323883,0.4954058527946472,0.2083624005317688,0.3765919506549835,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.2083624005317688,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.20948168635368347,0.263973206281662,0.6662389636039734,0.23137180507183075,0.4565047025680542,1.0,0.263973206281662,0.733189046382904,0.23137180507183075,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.20031465590000153,0.11267898231744766,1.0,0.3201795518398285,0.24662628769874573,0.2104455977678299,0.263973206281662,1.0,0.30646374821662903,0.24662628769874573,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.1985267549753189,0.30646374821662903,0.5696388483047485,0.19253842532634735,0.3867455720901489,0.733189046382904,0.30646374821662903,1.0,0.19253842532634735,0.1826142966747284
warsaw,0.10373849421739578,0.09741193056106567,0.17321880161762238,0.14495284855365753,0.24662628769874573,0.22642600536346436,1.0,0.20840071141719818,0.23137180507183075,0.24662628769874573,0.19253842532634735,1.0,0.09769917279481888
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.31026551127433777,0.3017033040523529,0.5201468467712402,0.25300899147987366,0.38860568404197693,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.25300899147987366,0.31091248989105225
two,0.23363454639911652,0.2315155267715454,0.39954787492752075,0.1673475205898285,0.21943320333957672,0.36463531851768494,0.14516781270503998,0.3276641070842743,0.43858039379119873,0.21943320333957672,0.37726253271102905,0.14516781270503998,0.19645625352859497
opera,0.19126243889331818,0.1781812608242035,0.18083858489990234,0.14343976974487305,0.17180584371089935,0.27592000365257263,0.1750211864709854,0.19065183401107788,0.21712259948253632,0.17180584371089935,0.2148524820804596,0.1750211864709854,0.12079104036092758
houses,0.1434021294116974,0.1995694637298584,0.20099689066410065,0.1898656189441681,0.18272337317466736,0.2622964382171631,0.13279642164707184,0.16179704666137695,0.2692612111568451,0.18272337317466736,0.2718559205532074,0.13279642164707184,0.10120081901550293
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.31026551127433777,0.3017033040523529,0.5201468467712402,0.25300899147987366,0.38860568404197693,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.25300899147987366,0.31091248989105225
theatres,0.13976961374282837,0.190605029463768,0.21342234313488007,0.17710624635219574,0.21119773387908936,0.3121017515659332,0.27332907915115356,0.25501012802124023,0.2874569296836853,0.21119773387908936,0.20605787634849548,0.27332907915115356,0.10397201776504517
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.31026551127433777,0.3017033040523529,0.5201468467712402,0.25300899147987366,0.38860568404197693,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.25300899147987366,0.31091248989105225
museums,0.18489275872707367,0.19032974541187286,0.15821675956249237,0.2208436280488968,0.2778909206390381,0.2833188474178314,0.26226547360420227,0.1308973878622055,0.2721219062805176,0.2778909206390381,0.2631984055042267,0.26226547360420227,0.1374243199825287
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.31026551127433777,0.3017033040523529,0.5201468467712402,0.25300899147987366,0.38860568404197693,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.25300899147987366,0.31091248989105225
libraries,0.17814436554908752,0.17780977487564087,0.11045423895120621,0.24726541340351105,0.40563374757766724,0.2760562300682068,0.15025873482227325,0.1181933730840683,0.2134861946105957,0.40563374757766724,0.2047192007303238,0.15025873482227325,0.20525334775447845
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.18581628799438477,0.2665814459323883,0.4954058527946472,0.2083624005317688,0.3765919506549835,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.2083624005317688,0.20544172823429108
monuments,0.17082810401916504,0.22874300181865692,0.15771138668060303,0.1897680014371872,0.19538655877113342,0.3003467321395874,0.21023789048194885,0.1904427856206894,0.2761452794075012,0.19538655877113342,0.280117005109787,0.21023789048194885,0.1164054125547409
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.2256665676832199,0.290679007768631,0.5591574311256409,0.26825499534606934,0.35870397090911865,0.5934505462646484,0.290679007768631,0.5352458953857422,0.26825499534606934,0.4130953550338745
