,which,episode,was,matt,smith,'s,final,one,as,doctor,who,?
peter,0.15755018591880798,0.1403251439332962,0.24126720428466797,0.2838829457759857,0.19918671250343323,0.01096232421696186,0.19630815088748932,0.19380061328411102,0.19159027934074402,0.1694607138633728,0.2549128830432892,0.11650477349758148
capaldi,0.20584766566753387,0.2661344110965729,0.39360880851745605,0.3614741861820221,0.3676510751247406,0.05031730234622955,0.20222634077072144,0.2520885765552521,0.331240177154541,0.33841782808303833,0.37692952156066895,0.16520266234874725
took,0.15372000634670258,0.17493832111358643,0.48213186860084534,0.12817199528217316,0.17180924117565155,0.06150028854608536,0.24655269086360931,0.2261822372674942,0.2319253534078598,0.11076565831899643,0.2481452226638794,0.14109265804290771
on,0.4245251417160034,0.28993746638298035,0.3909217119216919,0.19586516916751862,0.1857338547706604,0.0026888418942689896,0.20678670704364777,0.3601475656032562,0.36047765612602234,0.1636410653591156,0.2340552806854248,0.2714994251728058
the,0.6521818041801453,0.25342556834220886,0.48711544275283813,0.18786512315273285,0.24611686170101166,-0.01540423184633255,0.3543182611465454,0.5514441132545471,0.48381632566452026,0.2820442318916321,0.3733934462070465,0.22068053483963013
role,0.18845273554325104,0.23561137914657593,0.2561398148536682,0.19984890520572662,0.1894140988588333,0.00619043642655015,0.2003139853477478,0.2139739841222763,0.4036863148212433,0.2079973667860031,0.2767873704433441,0.18676944077014923
after,0.3217443823814392,0.2562639117240906,0.49306565523147583,0.1644926369190216,0.20387127995491028,-0.055672239512205124,0.31874704360961914,0.3593756854534149,0.3014480769634247,0.1885940581560135,0.32549580931663513,0.16608688235282898
matt,0.16438937187194824,0.3318803608417511,0.1816798448562622,1.0,0.2883734405040741,0.033709533512592316,0.21216705441474915,0.1947380006313324,0.15873554348945618,0.195547953248024,0.2321597933769226,0.11641338467597961
smith,0.19293668866157532,0.2203637957572937,0.23871435225009918,0.2883734405040741,1.0000001192092896,0.04830072075128555,0.11522874981164932,0.1780151128768921,0.22142812609672546,0.2512682378292084,0.3096564710140228,0.21930724382400513
's,0.03856118768453598,-0.057472456246614456,0.008974763564765453,0.033709533512592316,0.04830072075128555,0.9999999403953552,0.03147284314036369,0.06913424283266068,-0.05775856226682663,0.031664930284023285,0.05599616840481758,-0.023395681753754616
exit,0.27591437101364136,0.13077503442764282,0.15873943269252777,0.14846794307231903,0.17563247680664062,0.05114739388227463,0.2357853353023529,0.20458856225013733,0.11399689316749573,0.12132572382688522,0.10947191715240479,0.06083827465772629
in,0.4840516746044159,0.19184806942939758,0.45514053106307983,0.14907358586788177,0.20223411917686462,-0.037580832839012146,0.25512343645095825,0.4129433035850525,0.3887844979763031,0.25567495822906494,0.2792111933231354,0.20430970191955566
the,0.6521818041801453,0.25342556834220886,0.48711544275283813,0.18786512315273285,0.24611686170101166,-0.01540423184633255,0.3543182611465454,0.5514441132545471,0.48381632566452026,0.2820442318916321,0.3733934462070465,0.22068053483963013
2013,-0.516688346862793,-0.24324563145637512,-0.16685336828231812,-0.04484051093459129,-0.018493080511689186,-0.05552978441119194,-0.1731816530227661,-0.40947043895721436,-0.3043881952762604,0.0035236324183642864,-0.16540901362895966,-0.2969330847263336
christmas,0.19800183176994324,0.3011001646518707,0.16941027343273163,0.09892947971820831,0.21265356242656708,0.03567468002438545,0.14948680996894836,0.15366797149181366,0.23036740720272064,0.1539488285779953,0.19243934750556946,0.23817040026187897
special,0.3709421753883362,0.21969006955623627,0.1585642695426941,0.039720043540000916,0.11213470250368118,-0.03405539691448212,0.18800947070121765,0.214766263961792,0.2774268388748169,0.16843044757843018,0.21519862115383148,0.29623302817344666
``,0.05178012326359749,-0.035673100501298904,-0.012679691426455975,-0.004770312458276749,-0.039764564484357834,-0.03416389226913452,-0.004907349590212107,0.1164957657456398,0.03910288214683533,0.03718610852956772,0.02397952415049076,0.0685480609536171
the,0.6521818041801453,0.25342556834220886,0.48711544275283813,0.18786512315273285,0.24611686170101166,-0.01540423184633255,0.3543182611465454,0.5514441132545471,0.48381632566452026,0.2820442318916321,0.3733934462070465,0.22068053483963013
time,0.325231671333313,0.28294599056243896,0.3641340136528015,0.22073929011821747,0.25261789560317993,0.01301188487559557,0.2040688395500183,0.4878559708595276,0.3239102065563202,0.22827142477035522,0.36634087562561035,0.27391523122787476
of,0.5011631846427917,0.17369085550308228,0.4069072902202606,0.14012464880943298,0.1941387802362442,-0.03817026689648628,0.24563951790332794,0.4999135136604309,0.3886612355709076,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.6521818041801453,0.25342556834220886,0.48711544275283813,0.18786512315273285,0.24611686170101166,-0.01540423184633255,0.3543182611465454,0.5514441132545471,0.48381632566452026,0.2820442318916321,0.3733934462070465,0.22068053483963013
doctor,0.19030126929283142,0.2940889000892639,0.19672659039497375,0.195547953248024,0.2512682378292084,0.031664930284023285,0.14645987749099731,0.17397142946720123,0.17422905564308167,0.9999999403953552,0.3504868149757385,0.1462511420249939
'',-0.03332270681858063,-0.014759616926312447,0.04456103965640068,0.04039350524544716,0.04092414304614067,-0.04859459400177002,-0.026200097054243088,0.036477331072092056,0.006628023460507393,0.06782495975494385,0.024401003494858742,0.018684765323996544
.,0.45942068099975586,0.23102888464927673,0.40146201848983765,0.19403217732906342,0.25158894062042236,-0.003708066651597619,0.24325628578662872,0.4123194217681885,0.515582263469696,0.22361043095588684,0.3541337847709656,0.4130953550338745
