,according,to,the,humoral,theory,of,immunity,",",what,were,the,bodies,immune,agents,?
in,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.26436302065849304,0.16955126821994781,0.5696388483047485,0.16387996077537537,0.5201468467712402,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.2551804780960083,0.14682820439338684,0.20007102191448212,0.20430970191955566
contrast,0.2434672713279724,0.23685190081596375,0.25799670815467834,0.24955864250659943,0.3126225769519806,0.3046875298023224,0.1117544025182724,0.21571755409240723,0.2773490250110626,0.18858689069747925,0.25799670815467834,0.2423587292432785,0.23172810673713684,0.23516634106636047,0.15469981729984283
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21836097538471222,0.18095813691616058,0.4946078956127167,0.21605436503887177,1.0000001192092896,0.3087472915649414,0.36755475401878357,0.4933079481124878,0.22888998687267303,0.15102852880954742,0.24454401433467865,0.31091248989105225
the,0.3202974498271942,0.535392165184021,1.0,0.2591458559036255,0.2277156263589859,0.733189046382904,0.25992491841316223,0.4933079481124878,0.42745697498321533,0.3906462490558624,1.0,0.2745959758758545,0.21364226937294006,0.1752651333808899,0.22068053483963013
humoral,0.2838912010192871,0.2035938948392868,0.2591458559036255,0.9999998807907104,0.31062445044517517,0.2923624813556671,0.3712005317211151,0.21836097538471222,0.33916720747947693,0.14255040884017944,0.2591458559036255,0.17154014110565186,0.41689425706863403,0.2051733136177063,0.23676204681396484
theory,0.2092074304819107,0.21947365999221802,0.2277156263589859,0.31062445044517517,0.9999999403953552,0.23506702482700348,0.2129906266927719,0.18095813691616058,0.297923743724823,0.1573960781097412,0.2277156263589859,0.10428359359502792,0.2637048661708832,0.1668681651353836,0.1387292891740799
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.2923624813556671,0.23506702482700348,1.0,0.17778201401233673,0.4946078956127167,0.33290785551071167,0.34038281440734863,0.733189046382904,0.2732889950275421,0.16620753705501556,0.15931576490402222,0.1826142966747284
immunity,0.15166327357292175,0.23462912440299988,0.25992491841316223,0.3712005317211151,0.2129906266927719,0.17778201401233673,1.0000001192092896,0.21605436503887177,0.21864116191864014,0.19465433061122894,0.25992491841316223,0.2363540530204773,0.635888397693634,0.20259474217891693,0.16423189640045166
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21836097538471222,0.18095813691616058,0.4946078956127167,0.21605436503887177,1.0000001192092896,0.3087472915649414,0.36755475401878357,0.4933079481124878,0.22888998687267303,0.15102852880954742,0.24454401433467865,0.31091248989105225
held,0.1400430053472519,0.22177374362945557,0.32185450196266174,0.09011302143335342,0.11825310438871384,0.28960686922073364,0.14806418120861053,0.2880980372428894,0.0974166989326477,0.2591556906700134,0.32185450196266174,0.17554818093776703,0.095301553606987,0.1442752182483673,0.14103956520557404
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21836097538471222,0.18095813691616058,0.4946078956127167,0.21605436503887177,1.0000001192092896,0.3087472915649414,0.36755475401878357,0.4933079481124878,0.22888998687267303,0.15102852880954742,0.24454401433467865,0.31091248989105225
among,0.3337307274341583,0.26594701409339905,0.3507058024406433,0.3163813352584839,0.21034426987171173,0.3679063022136688,0.1864098161458969,0.2640531659126282,0.21154822409152985,0.35641026496887207,0.3507058024406433,0.23111657798290253,0.24986310303211212,0.30398082733154297,0.14343059062957764
others,0.170573428273201,0.39868634939193726,0.34376874566078186,0.26932239532470703,0.23154591023921967,0.2793974280357361,0.2444668859243393,0.42491060495376587,0.3888046145439148,0.3752252161502838,0.34376874566078186,0.30360475182533264,0.27603694796562195,0.28695330023765564,0.26705288887023926
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21836097538471222,0.18095813691616058,0.4946078956127167,0.21605436503887177,1.0000001192092896,0.3087472915649414,0.36755475401878357,0.4933079481124878,0.22888998687267303,0.15102852880954742,0.24454401433467865,0.31091248989105225
by,0.2975466847419739,0.33534231781959534,0.4408751428127289,0.2272278368473053,0.17579947412014008,0.3646814823150635,0.20264138281345367,0.3680937886238098,0.2455483376979828,0.4406847059726715,0.4408751428127289,0.2477024495601654,0.17260463535785675,0.35109665989875793,0.17966607213020325
robert,0.10536186397075653,0.16130879521369934,0.2257954627275467,0.14455419778823853,0.15367841720581055,0.2398476004600525,0.19637691974639893,0.22878289222717285,0.1948658525943756,0.15146300196647644,0.2257954627275467,0.11785600334405899,0.11205549538135529,0.1030774638056755,0.11293095350265503
koch,0.11793643236160278,0.1655655801296234,0.21238113939762115,0.13469991087913513,0.18882133066654205,0.17438627779483795,0.19435253739356995,0.2431698590517044,0.2076340615749359,0.17244353890419006,0.21238113939762115,0.056494273245334625,0.1920022815465927,0.18889464437961578,0.2019832581281662
and,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.26302769780158997,0.1765792816877365,0.5116966962814331,0.19186724722385406,0.6633074283599854,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.30740299820899963,0.14400269091129303,0.25292477011680603,0.20544172823429108
emil,0.07090016454458237,0.1326751857995987,0.15797527134418488,0.1753540337085724,0.23241637647151947,0.1241319328546524,0.16629056632518768,0.2505420744419098,0.11659569293260574,0.13235102593898773,0.15797527134418488,0.03309110924601555,0.15595538914203644,0.18364928662776947,0.13365577161312103
von,0.19649288058280945,0.17537063360214233,0.21817399561405182,0.15522056818008423,0.1678609549999237,0.19899946451187134,0.15559013187885284,0.1878369003534317,0.18003655970096588,0.15970516204833984,0.21817399561405182,0.0795908123254776,0.14845137298107147,0.11663433909416199,0.13907472789287567
behring,0.21176505088806152,0.19428808987140656,0.26123589277267456,0.232744500041008,0.18208740651607513,0.21958991885185242,0.24265791475772858,0.33500880002975464,0.20239074528217316,0.2570641338825226,0.26123589277267456,0.17855359613895416,0.24619318544864655,0.1891215294599533,0.18179939687252045
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21836097538471222,0.18095813691616058,0.4946078956127167,0.21605436503887177,1.0000001192092896,0.3087472915649414,0.36755475401878357,0.4933079481124878,0.22888998687267303,0.15102852880954742,0.24454401433467865,0.31091248989105225
stated,0.41139715909957886,0.3195562958717346,0.2814950942993164,0.2788410782814026,0.24132667481899261,0.22148488461971283,0.25061607360839844,0.2962069809436798,0.3668954074382782,0.2678734064102173,0.2814950942993164,0.17781676352024078,0.19185736775398254,0.17011846601963043,0.24280361831188202
that,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.29054635763168335,0.36183905601501465,0.41498205065727234,0.2581852376461029,0.4137537479400635,0.6297725439071655,0.35517072677612305,0.5473989248275757,0.30124250054359436,0.30237793922424316,0.2341770976781845,0.32716336846351624
the,0.3202974498271942,0.535392165184021,1.0,0.2591458559036255,0.2277156263589859,0.733189046382904,0.25992491841316223,0.4933079481124878,0.42745697498321533,0.3906462490558624,1.0,0.2745959758758545,0.21364226937294006,0.1752651333808899,0.22068053483963013
active,0.062489040195941925,0.24291767179965973,0.2376219779253006,0.17780527472496033,0.089712955057621,0.23132829368114471,0.20988371968269348,0.2681531608104706,0.2610722482204437,0.16902528703212738,0.2376219779253006,0.08687077462673187,0.20743826031684875,0.16532982885837555,0.20374006032943726
immune,0.14093175530433655,0.2541976273059845,0.21364226937294006,0.41689425706863403,0.2637048661708832,0.16620753705501556,0.635888397693634,0.15102852880954742,0.2410416603088379,0.1750321239233017,0.21364226937294006,0.2979661822319031,1.0,0.29071706533432007,0.16080476343631744
agents,0.07974112033843994,0.26926299929618835,0.1752651333808899,0.2051733136177063,0.1668681651353836,0.15931576490402222,0.20259474217891693,0.24454401433467865,0.15588855743408203,0.2641098201274872,0.1752651333808899,0.2212161421775818,0.29071706533432007,1.0,0.1518401801586151
were,0.25184938311576843,0.31913647055625916,0.3906462490558624,0.14255040884017944,0.1573960781097412,0.34038281440734863,0.19465433061122894,0.36755475401878357,0.22298263013362885,1.0000001192092896,0.3906462490558624,0.350736141204834,0.1750321239233017,0.2641098201274872,0.17890112102031708
soluble,0.06832949072122574,0.2144310623407364,0.1590070128440857,0.2363353967666626,0.20018123090267181,0.17836908996105194,0.20308446884155273,0.252895712852478,0.20918557047843933,0.11987530440092087,0.1590070128440857,0.34602460265159607,0.3096557855606079,0.37272095680236816,0.2027319222688675
components,0.1535782516002655,0.27977025508880615,0.30344057083129883,0.25716766715049744,0.3153555989265442,0.28973057866096497,0.24680417776107788,0.20591874420642853,0.20314843952655792,0.22824235260486603,0.30344057083129883,0.22812844812870026,0.2999272644519806,0.35972049832344055,0.12744711339473724
(,0.19962136447429657,0.30882009863853455,0.33289089798927307,0.1455998718738556,0.15548324584960938,0.35032153129577637,0.14039519429206848,0.6363511681556702,0.2411840260028839,0.14743882417678833,0.33289089798927307,0.12402566522359848,0.08545625954866409,0.13428208231925964,0.40561532974243164
molecules,0.14914248883724213,0.2749134600162506,0.2374771386384964,0.25082579255104065,0.3556683361530304,0.24428431689739227,0.2717576026916504,0.18639802932739258,0.2143162339925766,0.19822721183300018,0.2374771386384964,0.35408052802085876,0.3475925624370575,0.34270140528678894,0.17409995198249817
),0.19621314108371735,0.31236231327056885,0.3456730246543884,0.1489056795835495,0.1646711826324463,0.3680361211299896,0.11909116804599762,0.63033527135849,0.26259949803352356,0.1566188633441925,0.3456730246543884,0.12082640081644058,0.052535902708768845,0.13273659348487854,0.42300865054130554
found,0.21218065917491913,0.25225648283958435,0.3452354073524475,0.12385997921228409,0.14530161023139954,0.2982911467552185,0.04610638692975044,0.27385151386260986,0.1796332150697708,0.23296621441841125,0.3452354073524475,0.31567689776420593,0.24591653048992157,0.18382562696933746,0.16790300607681274
in,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.26436302065849304,0.16955126821994781,0.5696388483047485,0.16387996077537537,0.5201468467712402,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.2551804780960083,0.14682820439338684,0.20007102191448212,0.20430970191955566
