,how,far,is,fresno,from,los,angeles,?
it,0.36714982986450195,0.3691171705722809,0.6328473687171936,0.20951703190803528,0.325604110956192,0.17192041873931885,0.1693831980228424,0.25732165575027466
is,0.22544461488723755,0.30568554997444153,1.0,0.2127077877521515,0.27355384826660156,0.17008589208126068,0.1558004766702652,0.22961433231830597
approximately,0.17167454957962036,0.28313279151916504,0.2724578380584717,0.23298032581806183,0.302482545375824,0.1815599799156189,0.1950330287218094,0.10237617790699005
220,-0.08139121532440186,0.08686555176973343,0.15725798904895782,0.04777681082487106,0.09940167516469955,-0.025366945192217827,-0.060102757066488266,-0.05504565313458443
miles,0.13798850774765015,0.31905147433280945,0.22951029241085052,0.164978489279747,0.21209825575351715,0.17674878239631653,0.18214230239391327,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.35393038392066956,0.188642680644989,0.25806233286857605,0.19636604189872742,0.18702396750450134,0.40561532974243164
350,-0.0005393234896473587,0.018386436626315117,0.04146839678287506,-0.07349798083305359,-0.011974192224442959,-0.10094481706619263,-0.09073983877897263,-0.04623246565461159
km,0.10687907040119171,0.2795490324497223,0.24258680641651154,0.22190164029598236,0.21550244092941284,0.12998200953006744,0.12429339438676834,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.37732169032096863,0.20478583872318268,0.2672361731529236,0.20452219247817993,0.20207132399082184,0.42300865054130554
northwest,0.17998690903186798,0.24684472382068634,0.23487883806228638,0.22340402007102966,0.19979038834571838,0.2524660527706146,0.2539806663990021,0.15228797495365143
of,0.2480744868516922,0.3005201518535614,0.4854315221309662,0.1875009983778,0.4249346852302551,0.17343297600746155,0.16643567383289337,0.1826142966747284
los,0.1389930248260498,0.1562059372663498,0.17008589208126068,0.49271339178085327,0.22446542978286743,1.0,0.9408739805221558,0.15495611727237701
angeles,0.15835323929786682,0.15338321030139923,0.1558004766702652,0.5121054649353027,0.21691568195819855,0.9408739805221558,0.9999999403953552,0.16139166057109833
",",0.22659391164779663,0.346853643655777,0.4691906273365021,0.2561432421207428,0.39760664105415344,0.242568701505661,0.23721925914287567,0.31091248989105225
170,0.11096582561731339,0.07336756587028503,0.07579261809587479,0.2359071969985962,0.05496847629547119,0.12932495772838593,0.11799710243940353,0.17568166553974152
miles,0.13798850774765015,0.31905147433280945,0.22951029241085052,0.164978489279747,0.21209825575351715,0.17674878239631653,0.18214230239391327,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.35393038392066956,0.188642680644989,0.25806233286857605,0.19636604189872742,0.18702396750450134,0.40561532974243164
270,-0.12188947200775146,-0.04618972912430763,0.07011473923921585,0.23174633085727692,0.0739634782075882,0.10963709652423859,0.10332988947629929,-0.11219434440135956
km,0.10687907040119171,0.2795490324497223,0.24258680641651154,0.22190164029598236,0.21550244092941284,0.12998200953006744,0.12429339438676834,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.37732169032096863,0.20478583872318268,0.2672361731529236,0.20452219247817993,0.20207132399082184,0.42300865054130554
south,0.11786635220050812,0.29976871609687805,0.27680471539497375,0.23715521395206451,0.308648020029068,0.1859157234430313,0.1761409193277359,0.12336621433496475
of,0.2480744868516922,0.3005201518535614,0.4854315221309662,0.1875009983778,0.4249346852302551,0.17343297600746155,0.16643567383289337,0.1826142966747284
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.22571885585784912,0.40150508284568787,0.2502395510673523,0.24588194489479065,0.22068053483963013
state,0.15028610825538635,0.181650772690773,0.2627358138561249,0.3281462788581848,0.29024070501327515,0.16002918779850006,0.16862811148166656,0.1160883978009224
capital,0.10716020315885544,0.18925100564956665,0.2849797308444977,0.1927914172410965,0.22938302159309387,0.09778668731451035,0.07243127375841141,0.0907452180981636
",",0.22659391164779663,0.346853643655777,0.4691906273365021,0.2561432421207428,0.39760664105415344,0.242568701505661,0.23721925914287567,0.31091248989105225
sacramento,0.16636306047439575,0.09774069488048553,0.2197120487689972,0.5028490424156189,0.20870473980903625,0.4751821458339691,0.48783525824546814,0.16130711138248444
",",0.22659391164779663,0.346853643655777,0.4691906273365021,0.2561432421207428,0.39760664105415344,0.242568701505661,0.23721925914287567,0.31091248989105225
or,0.3378981947898865,0.16435422003269196,0.41870999336242676,0.16191594302654266,0.31242018938064575,0.1458621323108673,0.156351700425148,0.32389625906944275
185,0.046667855232954025,-0.058169689029455185,-0.0013469397090375423,-0.13822022080421448,-0.11680477112531662,-0.15770043432712555,-0.1763802021741867,0.195622980594635
miles,0.13798850774765015,0.31905147433280945,0.22951029241085052,0.164978489279747,0.21209825575351715,0.17674878239631653,0.18214230239391327,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.35393038392066956,0.188642680644989,0.25806233286857605,0.19636604189872742,0.18702396750450134,0.40561532974243164
300,-0.03424505144357681,-0.025959087535738945,-0.0613233856856823,-0.03284104913473129,-0.04450348764657974,-0.05613886937499046,-0.05329018831253052,-0.06213558092713356
km,0.10687907040119171,0.2795490324497223,0.24258680641651154,0.22190164029598236,0.21550244092941284,0.12998200953006744,0.12429339438676834,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.37732169032096863,0.20478583872318268,0.2672361731529236,0.20452219247817993,0.20207132399082184,0.42300865054130554
south,0.11786635220050812,0.29976871609687805,0.27680471539497375,0.23715521395206451,0.308648020029068,0.1859157234430313,0.1761409193277359,0.12336621433496475
of,0.2480744868516922,0.3005201518535614,0.4854315221309662,0.1875009983778,0.4249346852302551,0.17343297600746155,0.16643567383289337,0.1826142966747284
san,0.11613621562719345,0.09579306095838547,0.1594623327255249,0.4697914123535156,0.21135306358337402,0.45418909192085266,0.4276162087917328,0.10952327400445938
francisco,0.13850292563438416,0.06100458279252052,0.12765364348888397,0.4791446030139923,0.1842428296804428,0.444896936416626,0.4227167069911957,0.1020219698548317
.,0.3287222981452942,0.3168189823627472,0.4569662809371948,0.2480216920375824,0.41536515951156616,0.2471826672554016,0.26720499992370605,0.4130953550338745
