,who,was,the,super,bowl,50,mvp,?
denver,0.20955970883369446,0.2766761779785156,0.2052404284477234,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.31021052598953247,0.1520889848470688
linebacker,0.18917565047740936,0.24367733299732208,0.19719967246055603,0.28596732020378113,0.4219481945037842,-0.06238196790218353,0.4722055494785309,0.15540370345115662
von,0.1834137886762619,0.2042967826128006,0.21817399561405182,0.09019782394170761,0.05615047365427017,0.05839231237769127,0.17494645714759827,0.13907472789287567
miller,0.2093905359506607,0.23326176404953003,0.21601076424121857,0.1263037472963333,0.12768206000328064,0.0038371188566088676,0.17567558586597443,0.1295081228017807
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.23143374919891357,0.18412111699581146
named,0.38541290163993835,0.37528327107429504,0.3521348536014557,0.2206273078918457,0.18541297316551208,0.07201292365789413,0.25624191761016846,0.1297498345375061
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.3814384639263153,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.5169888734817505,0.21118052303791046
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.3814384639263153,0.5169888734817505,0.045483801513910294,0.9999998807907104,0.19954749941825867
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2245774120092392,0.31091248989105225
recording,0.1975584477186203,0.2667168378829956,0.2685704827308655,0.12307024002075195,0.12853030860424042,0.0861549898982048,0.12834443151950836,0.18037092685699463
five,0.22190363705158234,0.310379296541214,0.41977158188819885,0.16316142678260803,0.20672158896923065,0.027560986578464508,0.1957017183303833,0.18342848122119904
solo,0.19703449308872223,0.17196130752563477,0.1489274650812149,0.1858709752559662,0.19199752807617188,0.12169281393289566,0.18715620040893555,0.1560981124639511
tackles,0.22380411624908447,0.17499198019504547,0.19076409935951233,0.23457856476306915,0.34894615411758423,0.08310284465551376,0.38997599482536316,0.20188532769680023
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2245774120092392,0.31091248989105225
2½,0.048578135669231415,-0.001251319656148553,0.028328148648142815,0.056470829993486404,0.06224267557263374,0.09516675025224686,0.07660257816314697,-0.02855924889445305
sacks,0.16894300282001495,0.1737009435892105,0.23296904563903809,0.14356042444705963,0.2921851873397827,-0.021206974983215332,0.2858697175979614,0.0761517658829689
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2245774120092392,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.16702094674110413,0.20544172823429108
two,0.2791741192340851,0.27166637778282166,0.43858039379119873,0.19097526371479034,0.20622028410434723,0.019217558205127716,0.1452360302209854,0.19645625352859497
forced,0.35712045431137085,0.21640066802501678,0.2571122944355011,0.14922793209552765,0.1976994276046753,0.0028911917470395565,0.14319473505020142,0.17547516524791718
fumbles,0.2144661247730255,0.22568732500076294,0.21007823944091797,0.31058406829833984,0.38857853412628174,0.06075746566057205,0.38671132922172546,0.1826416552066803
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.19778521358966827,0.4130953550338745
