,when,tesla,attempted,to,photograph,mark,twain,",",what,was,the,only,thing,that,showed,up,on,the,image,?
the,0.5091903209686279,0.1324402391910553,0.2688039243221283,0.535392165184021,0.23308724164962769,0.2235521525144577,0.23429353535175323,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.5497692227363586,0.33238789439201355,0.5473989248275757,0.3101346790790558,0.38423117995262146,0.5107308030128479,1.0,0.24039390683174133,0.22068053483963013
only,0.5497387051582336,0.1789838671684265,0.22369371354579926,0.5096819996833801,0.20689119398593903,0.25255286693573,0.2630870044231415,0.4220978021621704,0.41415658593177795,0.36249664425849915,0.5497692227363586,1.0,0.42743125557899475,0.6004067063331604,0.28801509737968445,0.2975640594959259,0.38586410880088806,0.5497692227363586,0.21710075438022614,0.2767370045185089
thing,0.3433261513710022,0.22896958887577057,0.145851731300354,0.3286871016025543,0.15364377200603485,0.11902021616697311,0.1747991442680359,0.28342097997665405,0.5748834609985352,0.2399241030216217,0.33238789439201355,0.42743125557899475,1.0000001192092896,0.5418820977210999,0.23721417784690857,0.26983121037483215,0.28198686242103577,0.33238789439201355,0.15103614330291748,0.45465296506881714
captured,0.2653816044330597,0.07804899662733078,0.3684067726135254,0.22367680072784424,0.2630116045475006,0.07734227180480957,0.14716486632823944,0.27242976427078247,0.1119019091129303,0.31488236784935,0.2944179177284241,0.2658644914627075,0.12062535434961319,0.200810045003891,0.1955997347831726,0.18946342170238495,0.20104572176933289,0.2944179177284241,0.11648387461900711,0.11851847916841507
in,0.4431333839893341,0.17097744345664978,0.22081954777240753,0.45010748505592346,0.23060113191604614,0.2269105464220047,0.28504478931427,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.42992329597473145,0.259513795375824,0.435920387506485,0.3178827166557312,0.3120773434638977,0.46853652596473694,0.6662389636039734,0.1773042231798172,0.20430970191955566
the,0.5091903209686279,0.1324402391910553,0.2688039243221283,0.535392165184021,0.23308724164962769,0.2235521525144577,0.23429353535175323,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.5497692227363586,0.33238789439201355,0.5473989248275757,0.3101346790790558,0.38423117995262146,0.5107308030128479,1.0,0.24039390683174133,0.22068053483963013
image,0.12764491140842438,0.11891613900661469,0.07718890905380249,0.19959285855293274,0.3721851408481598,0.06979628652334213,0.09362069517374039,0.2188224196434021,0.13311375677585602,0.15568946301937103,0.24039390683174133,0.21710075438022614,0.15103614330291748,0.16579361259937286,0.15079423785209656,0.05340905487537384,0.2003762274980545,0.24039390683174133,0.9999999403953552,0.14968013763427734
was,0.37326499819755554,0.16455206274986267,0.29312843084335327,0.3636345863342285,0.20112420618534088,0.19058461487293243,0.26137295365333557,0.45456063747406006,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.36249664425849915,0.2399241030216217,0.33670201897621155,0.36072292923927307,0.24070115387439728,0.3909217119216919,0.48711544275283813,0.15568946301937103,0.18412111699581146
the,0.5091903209686279,0.1324402391910553,0.2688039243221283,0.535392165184021,0.23308724164962769,0.2235521525144577,0.23429353535175323,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.5497692227363586,0.33238789439201355,0.5473989248275757,0.3101346790790558,0.38423117995262146,0.5107308030128479,1.0,0.24039390683174133,0.22068053483963013
metal,0.2235432267189026,0.2887093722820282,0.09979358315467834,0.18815438449382782,0.20557694137096405,0.1257312148809433,0.15416797995567322,0.22670342028141022,0.1684471070766449,0.22117844223976135,0.22397266328334808,0.18370018899440765,0.24572959542274475,0.19935424625873566,0.15157192945480347,0.21768906712532043,0.1844409853219986,0.22397266328334808,0.0675496757030487,0.19767305254936218
locking,0.31461775302886963,0.12260166555643082,0.19760091602802277,0.2536119520664215,0.16289976239204407,0.07709825038909912,0.16541847586631775,0.2472207397222519,0.31020820140838623,0.1732971966266632,0.3001500070095062,0.2606034576892853,0.3444502353668213,0.3586871922016144,0.145207479596138,0.28813058137893677,0.25663793087005615,0.3001500070095062,0.11673438549041748,0.23461848497390747
screw,0.25239798426628113,0.25683146715164185,0.18204692006111145,0.2438458800315857,0.16053202748298645,0.18785688281059265,0.14802980422973633,0.18440771102905273,0.25344499945640564,0.09127436578273773,0.18194426596164703,0.19566087424755096,0.3137909471988678,0.2525705099105835,0.10426574945449829,0.2357504665851593,0.1516013741493225,0.18194426596164703,0.14325660467147827,0.23121829330921173
on,0.37706470489501953,0.16159376502037048,0.1716366708278656,0.41031414270401,0.17604473233222961,0.16977544128894806,0.24164749681949615,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.38586410880088806,0.28198686242103577,0.42569106817245483,0.30369096994400024,0.34194523096084595,0.9999999403953552,0.5107308030128479,0.2003762274980545,0.2714994251728058
the,0.5091903209686279,0.1324402391910553,0.2688039243221283,0.535392165184021,0.23308724164962769,0.2235521525144577,0.23429353535175323,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.5497692227363586,0.33238789439201355,0.5473989248275757,0.3101346790790558,0.38423117995262146,0.5107308030128479,1.0,0.24039390683174133,0.22068053483963013
camera,0.2070937305688858,0.2642933130264282,0.14290374517440796,0.19477353990077972,0.5219407677650452,0.1206231638789177,0.17154476046562195,0.18368786573410034,0.22429896891117096,0.22299613058567047,0.20394366979599,0.25182175636291504,0.2550280690193176,0.25188642740249634,0.19058139622211456,0.23659399151802063,0.19472651183605194,0.20394366979599,0.24456752836704254,0.13050545752048492
lens,0.20389875769615173,0.2010880559682846,0.15374918282032013,0.230719193816185,0.39944976568222046,0.11449413746595383,0.14695945382118225,0.20018211007118225,0.1790107637643814,0.12578585743904114,0.2470427006483078,0.26109227538108826,0.2630890905857086,0.22284694015979767,0.08475310355424881,0.1720900982618332,0.16207464039325714,0.2470427006483078,0.24193599820137024,0.1168646588921547
.,0.475719153881073,0.17949827015399933,0.2151479423046112,0.4645031690597534,0.19222073256969452,0.21911589801311493,0.19596882164478302,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.49507418274879456,0.2933715879917145,0.4460422694683075,0.28805166482925415,0.351434588432312,0.49257001280784607,0.5934505462646484,0.2041902095079422,0.4130953550338745
