,how,many,times,did,newcastle,fight,off,the,scots,during,the,14th,century,?
newcastle,0.11517360806465149,0.17336907982826233,0.17842793464660645,0.18762841820716858,1.0000001192092896,0.15801872313022614,0.12552745640277863,0.2253497689962387,0.25533249974250793,0.13816462457180023,0.2253497689962387,0.12894408404827118,0.17024719715118408,0.0902252271771431
was,0.16678167879581451,0.260356068611145,0.2859917879104614,0.41399896144866943,0.25710436701774597,0.2078418880701065,0.15734454989433289,0.48711544275283813,0.1818067878484726,0.4470829963684082,0.48711544275283813,0.24511529505252838,0.3521432876586914,0.18412111699581146
successfully,0.28345566987991333,0.26269280910491943,0.2545371949672699,0.27148011326789856,0.17418932914733887,0.3168599605560303,0.21205703914165497,0.32525569200515747,0.10911228507757187,0.35249751806259155,0.32525569200515747,0.03921977058053017,0.12885649502277374,0.0971045047044754
defended,0.10638925433158875,0.22714413702487946,0.2715670168399811,0.24142922461032867,0.20152588188648224,0.3855258822441101,0.1763841211795807,0.27647164463996887,0.20529216527938843,0.3011753261089325,0.27647164463996887,0.10596579313278198,0.21932154893875122,0.16800206899642944
against,0.22421614825725555,0.23851439356803894,0.19594256579875946,0.22514554858207703,0.2031492292881012,0.46907472610473633,0.25061795115470886,0.3090755045413971,0.21200017631053925,0.3170809745788574,0.3090755045413971,0.08559102565050125,0.127406507730484,0.18095137178897858
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.34736719727516174,0.2253497689962387,0.28874441981315613,0.2773582935333252,1.0,0.22918754816055298,0.4838213622570038,1.0,0.21954689919948578,0.3617299497127533,0.22068053483963013
scots,0.12248042970895767,0.1395576447248459,0.16995634138584137,0.19181545078754425,0.25533249974250793,0.2330281287431717,0.12683743238449097,0.22918754816055298,1.0000001192092896,0.1664625108242035,0.22918754816055298,0.10846875607967377,0.18611690402030945,0.1396099328994751
three,0.23807744681835175,0.4501400589942932,0.3240858018398285,0.2043166607618332,0.16302451491355896,0.19662854075431824,0.19219645857810974,0.43452659249305725,0.11470673978328705,0.28113842010498047,0.43452659249305725,0.1200099065899849,0.16052855551242828,0.20928427577018738
times,0.2685738503932953,0.303416907787323,1.0,0.23068773746490479,0.17842793464660645,0.20088866353034973,0.13010290265083313,0.29093852639198303,0.16995634138584137,0.36593833565711975,0.29093852639198303,0.13311831653118134,0.18977659940719604,0.18880689144134521
during,0.26830652356147766,0.3661181330680847,0.36593833565711975,0.30679523944854736,0.13816462457180023,0.2991097569465637,0.22015424072742462,0.4838213622570038,0.1664625108242035,1.0,0.4838213622570038,0.14831002056598663,0.32223591208457947,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.34736719727516174,0.2253497689962387,0.28874441981315613,0.2773582935333252,1.0,0.22918754816055298,0.4838213622570038,1.0,0.21954689919948578,0.3617299497127533,0.22068053483963013
14th,0.12757626175880432,0.009413436986505985,0.13311831653118134,0.08776213228702545,0.12894408404827118,0.13379225134849548,0.1671682447195053,0.21954689919948578,0.10846875607967377,0.14831002056598663,0.21954689919948578,1.0,0.22313448786735535,0.028729064390063286
century,0.1569085419178009,0.3132779002189636,0.18977659940719604,0.2333737462759018,0.17024719715118408,0.1519872099161148,0.06559056043624878,0.3617299497127533,0.18611690402030945,0.32223591208457947,0.3617299497127533,0.22313448786735535,1.0,0.1026201918721199
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3015086054801941,0.251589834690094,0.23247352242469788,0.26180344820022583,0.4933079481124878,0.20164485275745392,0.3225448727607727,0.4933079481124878,0.167655810713768,0.24487493932247162,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.34479495882987976,0.20204751193523407,0.3312135934829712,0.2800697982311249,0.5171257257461548,0.22842255234718323,0.36462149024009705,0.5171257257461548,0.23205870389938354,0.2726690471172333,0.20544172823429108
was,0.16678167879581451,0.260356068611145,0.2859917879104614,0.41399896144866943,0.25710436701774597,0.2078418880701065,0.15734454989433289,0.48711544275283813,0.1818067878484726,0.4470829963684082,0.48711544275283813,0.24511529505252838,0.3521432876586914,0.18412111699581146
created,0.22527079284191132,0.25522369146347046,0.1659054160118103,0.26176875829696655,0.11686868965625763,0.1915225386619568,0.1606227606534958,0.3539263904094696,0.09894318133592606,0.196783646941185,0.3539263904094696,0.05112288519740105,0.22068195044994354,0.21177415549755096
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.2552328109741211,0.21405641734600067,0.23406942188739777,0.2788178026676178,0.5829201340675354,0.19129548966884613,0.30341604351997375,0.5829201340675354,0.16740752756595612,0.19417014718055725,0.23916715383529663
