,what,is,the,process,of,vaccination,also,known,as,?
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.733189046382904,0.19237637519836426,0.6021018624305725,0.3624623417854309,0.48381632566452026,0.22068053483963013
principle,0.3569014072418213,0.20634804666042328,0.24017377197742462,0.3609940707683563,0.2430231273174286,0.32133740186691284,0.22708576917648315,0.17287509143352509,0.25984928011894226,0.2002675086259842
behind,0.1959938108921051,0.24618369340896606,0.38928431272506714,0.11835657060146332,0.2801654636859894,0.0732160285115242,0.2325204312801361,0.17502346634864807,0.25558921694755554,0.19274599850177765
vaccination,0.2781207263469696,0.16436927020549774,0.19237637519836426,0.3088521659374237,0.1953464299440384,1.0000001192092896,0.2921029031276703,0.21180367469787598,0.23103584349155426,0.2296753078699112
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.15470461547374725,0.35032153129577637,0.11707475036382675,0.2962331771850586,0.2843264043331146,0.32029855251312256,0.40561532974243164
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.23756733536720276,0.4924938678741455,0.2921029031276703,1.0000001192092896,0.4766203761100769,0.5774298906326294,0.21848613023757935
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.20657534897327423,0.4222904443740845,0.16266022622585297,0.5140911936759949,0.4469456970691681,0.2827680706977844,0.18963319063186646
immunization,0.2880867123603821,0.22283697128295898,0.31715086102485657,0.40506675839424133,0.2503308951854706,0.6452689170837402,0.27974259853363037,0.15725521743297577,0.24137993156909943,0.25270628929138184
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.14333556592464447,0.3680361211299896,0.1263783723115921,0.32058730721473694,0.297453910112381,0.32161882519721985,0.42300865054130554
is,0.28837618231773376,1.0,0.5823672413825989,0.21762968599796295,0.4854315221309662,0.16436927020549774,0.5012649297714233,0.41921812295913696,0.43216490745544434,0.22961433231830597
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.35462963581085205,0.41548454761505127,0.28497716784477234,0.5348826050758362,0.14337651431560516,0.42092081904411316,0.29463258385658264
introduce,0.2023693174123764,0.14672130346298218,0.22310380637645721,0.29269394278526306,0.2043139487504959,0.24474366009235382,0.24483901262283325,0.12787626683712006,0.2795177102088928,0.22698114812374115
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.1907106339931488,0.32280945777893066,0.18902724981307983,0.36835694313049316,0.3156754970550537,0.37218472361564636,0.19793890416622162
antigen,0.1935727745294571,0.2092401683330536,0.2583788335323334,0.33125340938568115,0.2816563546657562,0.43752285838127136,0.22975152730941772,0.20039302110671997,0.15613608062267303,0.19160577654838562
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.21066352725028992,0.4249346852302551,0.1891382336616516,0.33783096075057983,0.18996182084083557,0.3251767158508301,0.19969791173934937
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2601566016674042,0.5052502155303955,0.20833338797092438,0.5149940252304077,0.30882248282432556,0.39550232887268066,0.23916715383529663
pathogen,0.2550991475582123,0.1968173384666443,0.21664372086524963,0.3799910843372345,0.22046351432800293,0.5788775086402893,0.21893617510795593,0.19099518656730652,0.19368022680282593,0.1893778294324875
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19851736724376678,0.5696388483047485,0.19506871700286865,0.5073733329772949,0.32641831040382385,0.3887844979763031,0.20430970191955566
order,0.16634008288383484,0.19403748214244843,0.3284194767475128,0.19441615045070648,0.31287699937820435,0.1619671881198883,0.2635660767555237,0.13902397453784943,0.21579164266586304,0.13725648820400238
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.35462963581085205,0.41548454761505127,0.28497716784477234,0.5348826050758362,0.14337651431560516,0.42092081904411316,0.29463258385658264
stimulate,0.24311572313308716,0.2129637449979782,0.23603883385658264,0.3172605633735657,0.17742808163166046,0.37089335918426514,0.26999059319496155,0.13647103309631348,0.17631293833255768,0.11947494000196457
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.733189046382904,0.19237637519836426,0.6021018624305725,0.3624623417854309,0.48381632566452026,0.22068053483963013
immune,0.2410416603088379,0.2092347890138626,0.21364226937294006,0.30276596546173096,0.16620753705501556,0.5160018801689148,0.23907321691513062,0.14558014273643494,0.17487213015556335,0.16080476343631744
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.31718748807907104,0.25597915053367615,0.2569994032382965,0.25791773200035095,0.15005269646644592,0.1973835676908493,0.15556083619594574
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20204883813858032,0.5116966962814331,0.23831190168857574,0.5755972862243652,0.3468935489654541,0.49487000703811646,0.20544172823429108
develop,0.20962175726890564,0.1934473067522049,0.26276466250419617,0.2739139497280121,0.2259741723537445,0.3565562665462494,0.25111573934555054,0.18460878729820251,0.17358502745628357,0.15784582495689392
specific,0.37695175409317017,0.27748769521713257,0.3501757085323334,0.34403249621391296,0.2744234502315521,0.31288209557533264,0.29924002289772034,0.1615627408027649,0.25336480140686035,0.30923372507095337
immunity,0.21864116191864014,0.15477107465267181,0.25992491841316223,0.2541548013687134,0.17778201401233673,0.466124564409256,0.20484919846057892,0.08835657685995102,0.17137591540813446,0.16423189640045166
against,0.24561616778373718,0.1754940152168274,0.3090755045413971,0.1855008900165558,0.2669808566570282,0.30877426266670227,0.29948410391807556,0.1532188504934311,0.24545185267925262,0.18095137178897858
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3275851607322693,0.41498205065727234,0.3630330562591553,0.6005857586860657,0.20813259482383728,0.4735107421875,0.32716336846351624
particular,0.4548671245574951,0.3500361442565918,0.4066357910633087,0.35254397988319397,0.3490585684776306,0.30543678998947144,0.4182787537574768,0.227797269821167,0.3149423897266388,0.2741454839706421
pathogen,0.2550991475582123,0.1968173384666443,0.21664372086524963,0.3799910843372345,0.22046351432800293,0.5788775086402893,0.21893617510795593,0.19099518656730652,0.19368022680282593,0.1893778294324875
without,0.3181614279747009,0.22869740426540375,0.3270869255065918,0.38000375032424927,0.3081340193748474,0.24048341810703278,0.3013027310371399,0.12982162833213806,0.2948721945285797,0.2928665280342102
causing,0.24770919978618622,0.17441625893115997,0.2816545367240906,0.23085682094097137,0.2885251045227051,0.26813140511512756,0.230398491024971,0.16414621472358704,0.19677193462848663,0.1852436512708664
disease,0.2391042411327362,0.23218606412410736,0.22720423340797424,0.16067101061344147,0.22984620928764343,0.5365942716598511,0.21609939634799957,0.23699937760829926,0.15819621086120605,0.16159942746162415
associated,0.15836219489574432,0.2300606518983841,0.2742886245250702,0.22582177817821503,0.3077163100242615,0.21532480418682098,0.3004547357559204,0.3094818592071533,0.2813912034034729,0.1453326791524887
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.20102569460868835,0.41827285289764404,0.16756571829319,0.44397303462028503,0.23440474271774292,0.40387406945228577,0.2433311939239502
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3275851607322693,0.41498205065727234,0.3630330562591553,0.6005857586860657,0.20813259482383728,0.4735107421875,0.32716336846351624
organism,0.2626836597919464,0.22845785319805145,0.23149779438972473,0.39348363876342773,0.23540134727954865,0.45574089884757996,0.2096751183271408,0.21690693497657776,0.2224765121936798,0.21088039875030518
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23766504228115082,0.5352458953857422,0.23276863992214203,0.49166762828826904,0.283290296792984,0.515582263469696,0.4130953550338745
