,which,battle,did,temüjin,lose,to,jamukha,shortly,after,his,election,as,khan,?
temüjin,0.37199702858924866,0.30402231216430664,0.3476600646972656,1.0,0.30268123745918274,0.36858871579170227,0.48555630445480347,0.32045167684555054,0.380215048789978,0.4682264029979706,0.21023885905742645,0.32332390546798706,0.5100751519203186,0.21090233325958252
hastily,0.2547222971916199,0.3600873649120331,0.19793593883514404,0.3408397138118744,0.16292200982570648,0.27900516986846924,0.2499927133321762,0.3016224503517151,0.2584856152534485,0.318676620721817,0.2206709235906601,0.2192181497812271,0.2211996465921402,0.24082131683826447
gathered,0.3091016411781311,0.19756802916526794,0.25767379999160767,0.4102904498577118,0.1929599791765213,0.277311235666275,0.17735759913921356,0.2045818716287613,0.18413615226745605,0.24727347493171692,0.12764185667037964,0.2288844734430313,0.12705974280834198,0.14883534610271454
together,0.3194063603878021,0.11029962450265884,0.16267985105514526,0.22248607873916626,0.18615616858005524,0.33225905895233154,0.10640501230955124,0.22769279778003693,0.24008192121982574,0.19735795259475708,0.11262249946594238,0.18361428380012512,0.0723848044872284,0.1690303236246109
his,0.32283493876457214,0.21968939900398254,0.3546801507472992,0.4682264029979706,0.2738158702850342,0.3715193271636963,0.2645959258079529,0.36242344975471497,0.41949746012687683,0.9999998807907104,0.2440122812986374,0.3146366477012634,0.26570460200309753,0.18075084686279297
followers,0.25263264775276184,0.1899617314338684,0.2305241972208023,0.38511744141578674,0.20006324350833893,0.2794540524482727,0.399843692779541,0.2812145948410034,0.3186129927635193,0.33185747265815735,0.21056011319160461,0.2953188121318817,0.23468320071697235,0.16716530919075012
to,0.5345056653022766,0.17405389249324799,0.4452643394470215,0.36858871579170227,0.33073529601097107,1.0,0.17626526951789856,0.3161091208457947,0.37890323996543884,0.3715193271636963,0.20867465436458588,0.42092081904411316,0.18221943080425262,0.29463258385658264
defend,0.2791118621826172,0.3143402338027954,0.20832395553588867,0.2957727611064911,0.34894445538520813,0.35914552211761475,0.11104845255613327,0.1545579731464386,0.24080787599086761,0.23354953527450562,0.20056569576263428,0.2686907649040222,0.07745382189750671,0.21878457069396973
against,0.27554041147232056,0.2779107689857483,0.22514554858207703,0.25931528210639954,0.3100263178348541,0.310872346162796,0.13284339010715485,0.19140225648880005,0.31196507811546326,0.26457494497299194,0.235911026597023,0.24545185267925262,0.10938236117362976,0.18095137178897858
the,0.6521818041801453,0.2820790410041809,0.34736719727516174,0.43713900446891785,0.29030492901802063,0.535392165184021,0.26145488023757935,0.3447211682796478,0.4565047025680542,0.4394008219242096,0.22873377799987793,0.48381632566452026,0.21067845821380615,0.22068053483963013
attack,0.23276583850383759,0.33762338757514954,0.13678960502147675,0.26828733086586,0.15455444157123566,0.19954605400562286,0.18180879950523376,0.1803068220615387,0.19542589783668518,0.27747949957847595,0.18842080235481262,0.18667443096637726,0.15452195703983307,0.126759335398674
",",0.3658004403114319,0.23037992417812347,0.3015086054801941,0.3484273850917816,0.28248098492622375,0.44245919585227966,0.30996835231781006,0.2916414141654968,0.38860568404197693,0.3378419280052185,0.22834618389606476,0.48816442489624023,0.19700400531291962,0.31091248989105225
but,0.55336993932724,0.19603469967842102,0.49033689498901367,0.4305238425731659,0.3833254873752594,0.5542377829551697,0.22363148629665375,0.3206902742385864,0.38354751467704773,0.38552024960517883,0.2731989026069641,0.4864770472049713,0.20454268157482147,0.27921953797340393
he,0.3415409028530121,0.2409764975309372,0.3292143940925598,0.44463157653808594,0.23491106927394867,0.385390967130661,0.25441938638687134,0.276366651058197,0.3936046361923218,0.7171558737754822,0.28420376777648926,0.33787044882774353,0.24136358499526978,0.2089974731206894
was,0.2830964922904968,0.23319749534130096,0.41399896144866943,0.38774195313453674,0.1366295963525772,0.3636345863342285,0.25800472497940063,0.36920204758644104,0.49306565523147583,0.4405253231525421,0.2808833718299866,0.3677520453929901,0.23483267426490784,0.18412111699581146
decisively,0.24051180481910706,0.5274224877357483,0.17651256918907166,0.3713442087173462,0.23450300097465515,0.2590060830116272,0.20131364464759827,0.26785963773727417,0.3324339687824249,0.3199121356010437,0.3250415623188019,0.24307607114315033,0.19560886919498444,0.1723511964082718
beaten,0.1580720692873001,0.30390551686286926,0.28170591592788696,0.2544877827167511,0.24186764657497406,0.1881878525018692,0.12259739637374878,0.24330832064151764,0.33393457531929016,0.27217191457748413,0.2744651436805725,0.17203715443611145,0.13892094790935516,0.1841782182455063
in,0.4840516746044159,0.24353940784931183,0.2593238651752472,0.3433155417442322,0.26334479451179504,0.45010748505592346,0.23535457253456116,0.34036749601364136,0.44050168991088867,0.3598145842552185,0.2450414001941681,0.3887844979763031,0.1527150720357895,0.20430970191955566
the,0.6521818041801453,0.2820790410041809,0.34736719727516174,0.43713900446891785,0.29030492901802063,0.535392165184021,0.26145488023757935,0.3447211682796478,0.4565047025680542,0.4394008219242096,0.22873377799987793,0.48381632566452026,0.21067845821380615,0.22068053483963013
battle,0.20062126219272614,1.0000001192092896,0.12105695903301239,0.30402231216430664,0.2159295678138733,0.17405389249324799,0.1492639034986496,0.20136435329914093,0.23362083733081818,0.21968939900398254,0.2378472238779068,0.11783167719841003,0.1481165587902069,0.1680624783039093
of,0.5011631846427917,0.2291749268770218,0.2513895630836487,0.378805011510849,0.2904243767261505,0.41548454761505127,0.2439788281917572,0.29828354716300964,0.3867455720901489,0.38364991545677185,0.23051156103610992,0.3886612355709076,0.17124508321285248,0.1826142966747284
dalan,0.18305185437202454,0.1507032811641693,0.1144276037812233,0.34945163130760193,0.1339157521724701,0.21056151390075684,0.4445427656173706,0.14045242965221405,0.20194636285305023,0.23180431127548218,0.249012753367424,0.2687948942184448,0.35546156764030457,0.16473078727722168
balzhut,0.24849994480609894,0.18872442841529846,0.2636500597000122,0.3742738664150238,0.10206522792577744,0.2783906161785126,0.40534842014312744,0.19906118512153625,0.2258629947900772,0.2950893044471741,0.2929673492908478,0.23651210963726044,0.31128990650177,0.2584279775619507
.,0.45942068099975586,0.1661834716796875,0.35288307070732117,0.31788840889930725,0.28971824049949646,0.4645031690597534,0.23000960052013397,0.24456974864006042,0.35870397090911865,0.3119256794452667,0.25081899762153625,0.515582263469696,0.19819748401641846,0.4130953550338745
,which,battle,did,temüjin,lose,to,jamukha,shortly,after,his,election,as,khan,?
in,0.4840516746044159,0.24353940784931183,0.2593238651752472,0.3433155417442322,0.26334479451179504,0.45010748505592346,0.23535457253456116,0.34036749601364136,0.44050168991088867,0.3598145842552185,0.2450414001941681,0.3887844979763031,0.1527150720357895,0.20430970191955566
1187,0.06542795896530151,-0.0627506673336029,0.07564641535282135,0.11697784811258316,0.06093709170818329,0.010478541254997253,0.0393245704472065,0.015861302614212036,0.011087906546890736,0.0918915793299675,-0.0652020275592804,0.05735642835497856,0.046096015721559525,-0.04308728501200676
