,name,one,country,that,banned,boating,",",driving,and,flying,on,sundays,.
the,0.3171212375164032,0.5514441132545471,0.30432501435279846,0.5473989248275757,0.2399827241897583,0.2627304494380951,0.4933079481124878,0.2537495791912079,0.5171257257461548,0.24980168044567108,0.5107308030128479,0.22255757451057434,0.5934505462646484
uk,0.07690058648586273,0.23009344935417175,0.19472895562648773,0.1688336580991745,0.2184790074825287,0.22576291859149933,0.2632971405982971,0.18546083569526672,0.2701246440410614,0.15695858001708984,0.2875306308269501,0.23797771334648132,0.24075214564800262
",",0.28145334124565125,0.3696635365486145,0.27878350019454956,0.4137537479400635,0.2839822471141815,0.28037312626838684,1.0000001192092896,0.22151504456996918,0.6633074283599854,0.2012288123369217,0.49057599902153015,0.2922166585922241,0.6812511086463928
germany,0.15115536749362946,0.22185970842838287,0.3162744343280792,0.22514168918132782,0.25763505697250366,0.20248077809810638,0.2898865044116974,0.09421312808990479,0.29381805658340454,0.1716615855693817,0.23571176826953888,0.1631586104631424,0.28498756885528564
",",0.28145334124565125,0.3696635365486145,0.27878350019454956,0.4137537479400635,0.2839822471141815,0.28037312626838684,1.0000001192092896,0.22151504456996918,0.6633074283599854,0.2012288123369217,0.49057599902153015,0.2922166585922241,0.6812511086463928
italy,0.11483806371688843,0.20467208325862885,0.2792383134365082,0.17940302193164825,0.15337587893009186,0.21034301817417145,0.2497674822807312,0.14677515625953674,0.25207585096359253,0.08867639303207397,0.20656391978263855,0.13627663254737854,0.26594269275665283
",",0.28145334124565125,0.3696635365486145,0.27878350019454956,0.4137537479400635,0.2839822471141815,0.28037312626838684,1.0000001192092896,0.22151504456996918,0.6633074283599854,0.2012288123369217,0.49057599902153015,0.2922166585922241,0.6812511086463928
switzerland,0.15310391783714294,0.2131710797548294,0.32163169980049133,0.13433443009853363,0.20873507857322693,0.25953343510627747,0.23812422156333923,0.13655099272727966,0.20231366157531738,0.11783338338136673,0.23774196207523346,0.1479276865720749,0.24959003925323486
and,0.21235932409763336,0.42438167333602905,0.30884742736816406,0.4731321930885315,0.23775780200958252,0.27700677514076233,0.6633074283599854,0.24490134418010712,1.0,0.2049180567264557,0.4077630043029785,0.22147157788276672,0.588965117931366
norway,0.11562327295541763,0.1781223714351654,0.2543697953224182,0.15010391175746918,0.20082375407218933,0.2908047139644623,0.23151691257953644,0.08418755978345871,0.23708364367485046,0.16773277521133423,0.20725539326667786,0.18662993609905243,0.255178302526474
banned,0.23796823620796204,0.2885285019874573,0.14772377908229828,0.32961606979370117,1.0000001192092896,0.2153681367635727,0.2839822471141815,0.21622712910175323,0.23775780200958252,0.14785432815551758,0.262748122215271,0.1881067305803299,0.30050939321517944
flying,0.17913489043712616,0.21310941874980927,0.14115209877490997,0.24933253228664398,0.14785432815551758,0.3013819754123688,0.2012288123369217,0.2504073679447174,0.2049180567264557,0.9999999403953552,0.21024854481220245,0.12786312401294708,0.2327525019645691
",",0.28145334124565125,0.3696635365486145,0.27878350019454956,0.4137537479400635,0.2839822471141815,0.28037312626838684,1.0000001192092896,0.22151504456996918,0.6633074283599854,0.2012288123369217,0.49057599902153015,0.2922166585922241,0.6812511086463928
driving,0.08876480162143707,0.28642144799232483,0.17830264568328857,0.2782209515571594,0.21622712910175323,0.40474507212638855,0.22151504456996918,0.9999998807907104,0.24490134418010712,0.2504073679447174,0.21424101293087006,0.1906941831111908,0.25336483120918274
and,0.21235932409763336,0.42438167333602905,0.30884742736816406,0.4731321930885315,0.23775780200958252,0.27700677514076233,0.6633074283599854,0.24490134418010712,1.0,0.2049180567264557,0.4077630043029785,0.22147157788276672,0.588965117931366
boating,0.10313599556684494,0.23581799864768982,0.1533566415309906,0.21937042474746704,0.2153681367635727,0.9999999403953552,0.28037312626838684,0.40474507212638855,0.27700677514076233,0.3013819754123688,0.26274892687797546,0.2816522419452667,0.2782897651195526
on,0.17627742886543274,0.3601475656032562,0.21584933996200562,0.42569106817245483,0.262748122215271,0.26274892687797546,0.49057599902153015,0.21424101293087006,0.4077630043029785,0.21024854481220245,0.9999999403953552,0.36681032180786133,0.49257001280784607
sundays,0.09525252878665924,0.19292794167995453,0.12746424973011017,0.25501516461372375,0.1881067305803299,0.2816522419452667,0.2922166585922241,0.1906941831111908,0.22147157788276672,0.12786312401294708,0.36681032180786133,1.0,0.2299177646636963
.,0.24737101793289185,0.4123194217681885,0.26130348443984985,0.4460422694683075,0.30050939321517944,0.2782897651195526,0.6812511086463928,0.25336483120918274,0.588965117931366,0.2327525019645691,0.49257001280784607,0.2299177646636963,1.0000001192092896
