,a,single,line,connects,san,bernardino,",",riverside,and,what,other,county,?
six,0.26189830899238586,0.21599583327770233,0.09546367079019547,0.14769160747528076,0.1518017053604126,0.19119542837142944,0.2737274467945099,0.188980370759964,0.3044111728668213,0.1779850870370865,0.26809537410736084,0.11949017643928528,0.15298804640769958
of,0.5052502155303955,0.22455744445323944,0.23765452206134796,0.26901975274086,0.25237205624580383,0.26093193888664246,0.4946078956127167,0.2871353030204773,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.2393190860748291,0.1826142966747284
the,0.5829201340675354,0.29338565468788147,0.29789501428604126,0.3196312189102173,0.2858080565929413,0.2722903788089752,0.4933079481124878,0.27102717757225037,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.21715226769447327,0.22068053483963013
seven,0.2029859572649002,0.1843499392271042,0.11781946569681168,0.15729302167892456,0.15066763758659363,0.20145119726657867,0.32867714762687683,0.1826956868171692,0.26877880096435547,0.15978287160396576,0.2355094701051712,0.11811211705207825,0.1732930988073349
lines,0.23604188859462738,0.1801644265651703,0.679698646068573,0.2642568051815033,0.15406806766986847,0.10219430178403854,0.23323656618595123,0.15703801810741425,0.30738139152526855,0.21269705891609192,0.19097070395946503,0.10580585896968842,0.18324026465415955
of,0.5052502155303955,0.22455744445323944,0.23765452206134796,0.26901975274086,0.25237205624580383,0.26093193888664246,0.4946078956127167,0.2871353030204773,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.2393190860748291,0.1826142966747284
the,0.5829201340675354,0.29338565468788147,0.29789501428604126,0.3196312189102173,0.2858080565929413,0.2722903788089752,0.4933079481124878,0.27102717757225037,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.21715226769447327,0.22068053483963013
commuter,0.24197325110435486,0.17677107453346252,0.38662511110305786,0.3514883518218994,0.22728049755096436,0.2740589678287506,0.23486238718032837,0.33346128463745117,0.21880397200584412,0.114688441157341,0.21028003096580505,0.3122254014015198,0.12120608985424042
rail,0.24957029521465302,0.21953552961349487,0.36632755398750305,0.3104366958141327,0.10011350363492966,0.1990109235048294,0.19919529557228088,0.24258141219615936,0.2157215178012848,0.1369147002696991,0.16386471688747406,0.21354109048843384,0.1349031925201416
system,0.2589043080806732,0.18763166666030884,0.1988029032945633,0.17655420303344727,0.17023347318172455,0.11410443484783173,0.18439900875091553,0.1338859647512436,0.231138214468956,0.23557309806346893,0.20899327099323273,0.1525028496980667,0.15556083619594574
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
metrolink,0.24607600271701813,0.17794202268123627,0.3548496663570404,0.3207961916923523,0.21090373396873474,0.2516518831253052,0.2581765353679657,0.3760374188423157,0.23084759712219238,0.19907614588737488,0.19568055868148804,0.3181385099887848,0.23666714131832123
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
run,0.2607046067714691,0.21236491203308105,0.22129341959953308,0.18810278177261353,0.12312949448823929,0.18710865080356598,0.2309936285018921,0.21950675547122955,0.2711782455444336,0.2294815480709076,0.2644082307815552,0.2025773674249649,0.17904110252857208
out,0.34264278411865234,0.2515018582344055,0.20314781367778778,0.1833205670118332,0.15407060086727142,0.13570097088813782,0.3161109685897827,0.1431194394826889,0.3881998062133789,0.3633197546005249,0.2891615033149719,0.13982592523097992,0.22020699083805084
of,0.5052502155303955,0.22455744445323944,0.23765452206134796,0.26901975274086,0.25237205624580383,0.26093193888664246,0.4946078956127167,0.2871353030204773,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.2393190860748291,0.1826142966747284
downtown,0.20975551009178162,0.14291320741176605,0.293956458568573,0.2958008050918579,0.27212876081466675,0.2855835556983948,0.2289871871471405,0.4194495379924774,0.20503629744052887,0.1348404437303543,0.16975097358226776,0.3185681700706482,0.15638743340969086
los,0.19324564933776855,0.16256026923656464,0.07171142101287842,0.10535765439271927,0.45418909192085266,0.39600813388824463,0.242568701505661,0.41264840960502625,0.22504177689552307,0.12322991341352463,0.18309594690799713,0.21694007515907288,0.15495611727237701
angeles,0.183808833360672,0.14379146695137024,0.07884691655635834,0.1094198226928711,0.4276162087917328,0.38698744773864746,0.23721925914287567,0.41846179962158203,0.2403915673494339,0.10702074319124222,0.1799575239419937,0.22907856106758118,0.16139166057109833
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
connecting,0.2702370285987854,0.159675732254982,0.3503573536872864,0.8366389870643616,0.12375079095363617,0.17032994329929352,0.2644299864768982,0.26953309774398804,0.2999177575111389,0.2097303718328476,0.318950355052948,0.14185738563537598,0.0780353918671608
los,0.19324564933776855,0.16256026923656464,0.07171142101287842,0.10535765439271927,0.45418909192085266,0.39600813388824463,0.242568701505661,0.41264840960502625,0.22504177689552307,0.12322991341352463,0.18309594690799713,0.21694007515907288,0.15495611727237701
