,on,what,television,station,could,an,american,viewer,watch,the,game,?
in,0.46853652596473694,0.30808621644973755,0.2689782977104187,0.21784305572509766,0.29357993602752686,0.2605783939361572,0.22871561348438263,0.13148407638072968,0.18451254069805145,0.6662389636039734,0.23986028134822845,0.20430970191955566
the,0.5107308030128479,0.42745697498321533,0.24569597840309143,0.23609806597232819,0.35393214225769043,0.4207492768764496,0.24562937021255493,0.28629904985427856,0.24077482521533966,1.0,0.285271555185318,0.22068053483963013
united,0.2703288793563843,0.20036718249320984,0.23613357543945312,0.20121470093727112,0.2082442045211792,0.15972375869750977,0.3562275767326355,0.13277989625930786,0.23690463602542877,0.34367692470550537,0.1494106501340866,0.17266890406608582
states,0.2692825198173523,0.21526020765304565,0.22540400922298431,0.1821105182170868,0.2124703973531723,0.2041347622871399,0.34012681245803833,0.1269630491733551,0.22764046490192413,0.3463578522205353,0.14051330089569092,0.16272737085819244
",",0.49057599902153015,0.3087472915649414,0.27995240688323975,0.2482491284608841,0.27399855852127075,0.3581022024154663,0.3048616647720337,0.19579088687896729,0.19597528874874115,0.4933079481124878,0.2653886377811432,0.31091248989105225
the,0.5107308030128479,0.42745697498321533,0.24569597840309143,0.23609806597232819,0.35393214225769043,0.4207492768764496,0.24562937021255493,0.28629904985427856,0.24077482521533966,1.0,0.285271555185318,0.22068053483963013
game,0.22967135906219482,0.2246788740158081,0.3236095905303955,0.20115497708320618,0.21960866451263428,0.16604416072368622,0.2207707315683365,0.22863903641700745,0.2591683864593506,0.285271555185318,0.9999998807907104,0.1829071193933487
was,0.3909217119216919,0.22111038863658905,0.2516675293445587,0.18833480775356293,0.39896807074546814,0.3694365322589874,0.31632548570632935,0.0744023248553276,0.17132973670959473,0.48711544275283813,0.2568269371986389,0.18412111699581146
televised,0.3225823640823364,0.16330711543560028,0.7145999670028687,0.22445036470890045,0.18727008998394012,0.22596029937267303,0.27898287773132324,0.2730027437210083,0.2701227068901062,0.32855433225631714,0.314268559217453,0.12888526916503906
by,0.33887791633605957,0.2455483376979828,0.23368048667907715,0.16572362184524536,0.26333630084991455,0.2719563841819763,0.2777634859085083,0.15312308073043823,0.19258670508861542,0.4408751428127289,0.21372540295124054,0.17966607213020325
cbs,0.25146469473838806,0.1950361132621765,0.5213743448257446,0.25754258036613464,0.1371762752532959,0.1958426535129547,0.3074210286140442,0.25348109006881714,0.18120227754116058,0.2283918708562851,0.3367152214050293,0.14594407379627228
",",0.49057599902153015,0.3087472915649414,0.27995240688323975,0.2482491284608841,0.27399855852127075,0.3581022024154663,0.3048616647720337,0.19579088687896729,0.19597528874874115,0.4933079481124878,0.2653886377811432,0.31091248989105225
as,0.36047765612602234,0.31749409437179565,0.25070273876190186,0.1954551786184311,0.32771480083465576,0.37218472361564636,0.2994234561920166,0.17206251621246338,0.2385801076889038,0.48381632566452026,0.18194591999053955,0.27043893933296204
part,0.3598494827747345,0.3476244807243347,0.1663149893283844,0.2032727599143982,0.22508125007152557,0.3128427565097809,0.14142943918704987,0.1841057389974594,0.1695038378238678,0.527681291103363,0.1551869809627533,0.08557961881160736
of,0.3966929316520691,0.33290785551071167,0.21995750069618225,0.17394597828388214,0.29043012857437134,0.32280945777893066,0.22180068492889404,0.19753116369247437,0.19463703036308289,0.733189046382904,0.2298848181962967,0.1826142966747284
a,0.3848365545272827,0.3320399522781372,0.22552843391895294,0.21760036051273346,0.3736826181411743,0.44552403688430786,0.22026167809963226,0.25860875844955444,0.23567292094230652,0.5829201340675354,0.23211604356765747,0.23916715383529663
cycle,0.14723779261112213,0.17920038104057312,0.16481110453605652,0.1010020524263382,0.10967966914176941,0.18539637327194214,0.1289329081773758,0.1796364039182663,0.15259777009487152,0.2701641917228699,0.15212135016918182,0.07156776636838913
between,0.3335416913032532,0.2462156116962433,0.14901204407215118,0.21334293484687805,0.2235213816165924,0.18003802001476288,0.17540942132472992,0.13486658036708832,0.13807794451713562,0.39067012071609497,0.16681784391403198,0.12887074053287506
the,0.5107308030128479,0.42745697498321533,0.24569597840309143,0.23609806597232819,0.35393214225769043,0.4207492768764496,0.24562937021255493,0.28629904985427856,0.24077482521533966,1.0,0.285271555185318,0.22068053483963013
three,0.2742598354816437,0.24888746440410614,0.2175305187702179,0.19222508370876312,0.22537529468536377,0.1749064028263092,0.15572845935821533,0.13236220180988312,0.1845940202474594,0.43452659249305725,0.24410177767276764,0.20928427577018738
