,who,challenged,kublai,khan,'s,right,to,succeed,mongke,khan,?
kublai,0.2874084413051605,0.2587830126285553,0.9999999403953552,0.5925762057304382,-0.017352506518363953,0.12050838768482208,0.2918815314769745,0.23305071890354156,0.5764045119285583,0.5925762057304382,0.14562560617923737
returned,0.23187772929668427,0.34629324078559875,0.2619476318359375,0.10561105608940125,-0.04012485593557358,0.17614474892616272,0.30012887716293335,0.20284220576286316,0.18681666254997253,0.10561105608940125,0.07695316523313522
from,0.27839982509613037,0.15505239367485046,0.13737952709197998,0.10581372678279877,-0.01936490088701248,0.2076886147260666,0.4069952368736267,0.16487891972064972,0.22982287406921387,0.10581372678279877,0.19969791173934937
fighting,0.3206233084201813,0.24667230248451233,0.26350903511047363,0.12347660213708878,0.001394858700223267,0.15307922661304474,0.21655292809009552,0.18439067900180817,0.21766987442970276,0.12347660213708878,0.15496447682380676
the,0.3733934462070465,0.2500322163105011,0.32886171340942383,0.21067845821380615,-0.01540423184633255,0.33901116251945496,0.535392165184021,0.21317096054553986,0.2983827292919159,0.21067845821380615,0.22068053483963013
song,0.22163687646389008,0.1296185851097107,0.19827966392040253,0.14101140201091766,0.10946188867092133,0.15889029204845428,0.21862304210662842,0.1394767463207245,0.2802578806877136,0.14101140201091766,0.20782215893268585
in,0.2792111933231354,0.19856062531471252,0.2070179283618927,0.1527150720357895,-0.037580832839012146,0.16096803545951843,0.45010748505592346,0.15668165683746338,0.2523330748081207,0.1527150720357895,0.20430970191955566
1260,0.046514179557561874,0.11318307369947433,0.19911663234233856,0.1633179485797882,0.02113943174481392,-0.010791094973683357,0.09293021261692047,0.13376884162425995,0.15977266430854797,0.1633179485797882,0.22083595395088196
when,0.48282691836357117,0.23203518986701965,0.24958351254463196,0.16355718672275543,-0.03368149697780609,0.27255165576934814,0.5423505902290344,0.24801819026470184,0.1648540198802948,0.16355718672275543,0.22841128706932068
he,0.5500732064247131,0.2887932360172272,0.3360303044319153,0.24136358499526978,0.024063590914011,0.22564803063869476,0.385390967130661,0.24245108664035797,0.25589868426322937,0.24136358499526978,0.2089974731206894
learned,0.31839245557785034,0.2718416750431061,0.2579314410686493,0.15552368760108948,-0.00038874754682183266,0.12757641077041626,0.29112622141838074,0.21898414194583893,0.2387067675590515,0.15552368760108948,0.23222841322422028
that,0.45444270968437195,0.30831900238990784,0.2526871860027313,0.14077997207641602,0.04397977516055107,0.3680553734302521,0.5436353087425232,0.23197044432163239,0.2041085660457611,0.14077997207641602,0.32716336846351624
his,0.44966956973075867,0.2866227626800537,0.3874718248844147,0.26570460200309753,0.047556519508361816,0.20272807776927948,0.3715193271636963,0.28547364473342896,0.2572481334209442,0.26570460200309753,0.18075084686279297
brother,0.39596912264823914,0.19383840262889862,0.3124685287475586,0.21605779230594635,-0.0180375799536705,0.0927821546792984,0.2254609316587448,0.29014191031455994,0.22883935272693634,0.21605779230594635,0.14267398416996002
",",0.3365725874900818,0.26190248131752014,0.2569756805896759,0.19700400531291962,-0.0016132977325469255,0.24165019392967224,0.44245919585227966,0.25934886932373047,0.3386213481426239,0.19700400531291962,0.31091248989105225
ariq,0.228891983628273,0.18039856851100922,0.39544200897216797,0.3922829329967499,-0.03535109758377075,0.1412404328584671,0.14365215599536896,0.20946699380874634,0.4061753451824188,0.3922829329967499,0.235401913523674
böke,0.37105807662010193,0.3000841438770294,0.3479132652282715,0.24667206406593323,0.06632686406373978,0.17491669952869415,0.26135820150375366,0.2793620526790619,0.4128013849258423,0.24667206406593323,0.21994644403457642
",",0.3365725874900818,0.26190248131752014,0.2569756805896759,0.19700400531291962,-0.0016132977325469255,0.24165019392967224,0.44245919585227966,0.25934886932373047,0.3386213481426239,0.19700400531291962,0.31091248989105225
was,0.3318818509578705,0.28419938683509827,0.3139400780200958,0.23483267426490784,0.008974763564765453,0.1403176486492157,0.3636345863342285,0.2103528380393982,0.2829288840293884,0.23483267426490784,0.18412111699581146
challenging,0.31716564297676086,0.7696255445480347,0.21341583132743835,0.1656191498041153,-0.04068874195218086,0.1833619475364685,0.33263662457466125,0.23978209495544434,0.17624220252037048,0.1656191498041153,0.18364869058132172
his,0.44966956973075867,0.2866227626800537,0.3874718248844147,0.26570460200309753,0.047556519508361816,0.20272807776927948,0.3715193271636963,0.28547364473342896,0.2572481334209442,0.26570460200309753,0.18075084686279297
claim,0.26877546310424805,0.41933000087738037,0.25259384512901306,0.1440017968416214,-0.01196212600916624,0.16611886024475098,0.324158638715744,0.24169018864631653,0.1807810366153717,0.1440017968416214,0.2665664851665497
to,0.42656609416007996,0.2755841314792633,0.2918815314769745,0.18221943080425262,0.03782717138528824,0.31834647059440613,1.0,0.27684369683265686,0.24740225076675415,0.18221943080425262,0.29463258385658264
the,0.3733934462070465,0.2500322163105011,0.32886171340942383,0.21067845821380615,-0.01540423184633255,0.33901116251945496,0.535392165184021,0.21317096054553986,0.2983827292919159,0.21067845821380615,0.22068053483963013
throne,0.24592310190200806,0.2505275309085846,0.3680238127708435,0.18667909502983093,-0.0466860756278038,0.187763050198555,0.2186887115240097,0.33448803424835205,0.3842160999774933,0.18667909502983093,0.17206846177577972
.,0.3541337847709656,0.21830077469348907,0.2311694622039795,0.19819748401641846,-0.003708066651597619,0.2597152590751648,0.4645031690597534,0.2547087073326111,0.2765486538410187,0.19819748401641846,0.4130953550338745
