,what,other,clashes,were,involved,in,taking,louisbourg,?
other,0.341873437166214,0.9999999403953552,0.22088877856731415,0.4041554927825928,0.3027972877025604,0.39989137649536133,0.30683019757270813,0.1299523413181305,0.24682199954986572
than,0.29388150572776794,0.5105555653572083,0.15443497896194458,0.2885614037513733,0.24410349130630493,0.3270052373409271,0.2914716303348541,0.05694141238927841,0.24917294085025787
the,0.42745697498321533,0.44152235984802246,0.288196325302124,0.3906462490558624,0.2872544527053833,0.6662389636039734,0.32714390754699707,0.2785874009132385,0.22068053483963013
campaigns,0.20698273181915283,0.24241383373737335,0.3849136233329773,0.24917861819267273,0.24613699316978455,0.26681122183799744,0.2055644541978836,0.15922464430332184,0.13006390631198883
to,0.455847829580307,0.4193183183670044,0.21205992996692657,0.31913647055625916,0.24297703802585602,0.45010748505592346,0.3001216948032379,0.1780962496995926,0.29463258385658264
expel,0.183424711227417,0.20978780090808868,0.2594059407711029,0.17455212771892548,0.23189382255077362,0.17252075672149658,0.2732103168964386,0.18567809462547302,0.042190879583358765
the,0.42745697498321533,0.44152235984802246,0.288196325302124,0.3906462490558624,0.2872544527053833,0.6662389636039734,0.32714390754699707,0.2785874009132385,0.22068053483963013
acadians,0.2788337767124176,0.2594931125640869,0.26762276887893677,0.31318041682243347,0.14645113050937653,0.21436011791229248,0.16370560228824615,0.32370954751968384,0.12194617837667465
(,0.2411840260028839,0.25035592913627625,0.13200663030147552,0.14743882417678833,0.2043660283088684,0.3087427020072937,0.1809491515159607,0.2059895396232605,0.40561532974243164
ranging,0.20860125124454498,0.31813278794288635,0.26324620842933655,0.2419179379940033,0.15509304404258728,0.23063085973262787,0.22928906977176666,0.12946346402168274,0.09338733553886414
around,0.27475327253341675,0.3442040681838989,0.17106613516807556,0.3049486577510834,0.28893253207206726,0.41294145584106445,0.2312314361333847,0.18641820549964905,0.14729668200016022
the,0.42745697498321533,0.44152235984802246,0.288196325302124,0.3906462490558624,0.2872544527053833,0.6662389636039734,0.32714390754699707,0.2785874009132385,0.22068053483963013
bay,0.20251236855983734,0.13612313568592072,0.18264275789260864,0.17108994722366333,0.04129226878285408,0.1926257163286209,0.16248464584350586,0.3061952292919159,0.10773546993732452
of,0.33290785551071167,0.38583824038505554,0.23116832971572876,0.34038281440734863,0.30147984623908997,0.5696388483047485,0.29240402579307556,0.2736597955226898,0.1826142966747284
fundy,0.15354126691818237,0.16176040470600128,0.16794104874134064,0.16087909042835236,0.22937707602977753,0.22636713087558746,0.13576848804950714,0.3413885533809662,0.12073453515768051
