,where,does,khomeini,'s,beliefs,fall,as,compared,to,mawdudi,and,qutb,?
the,0.5003893971443176,0.35928019881248474,0.22672760486602783,-0.01540423184633255,0.2159741371870041,0.3639753758907318,0.48381632566452026,0.28685078024864197,0.535392165184021,0.2712559998035431,0.5171257257461548,0.303955614566803,0.22068053483963013
views,0.15770986676216125,0.18072807788848877,0.24256785213947296,0.07306428998708725,0.48906001448631287,0.16504472494125366,0.20329707860946655,0.23044270277023315,0.27688995003700256,0.19725720584392548,0.24296055734157562,0.22065463662147522,0.19388815760612488
of,0.38066378235816956,0.3119818866252899,0.23098638653755188,-0.03817026689648628,0.2516281008720398,0.2854328155517578,0.3886612355709076,0.3360389769077301,0.41548454761505127,0.2965799570083618,0.5116966962814331,0.2860225439071655,0.1826142966747284
ali,0.18085144460201263,0.16005928814411163,0.5355755686759949,0.009099358692765236,0.1716720163822174,0.08889960497617722,0.23273015022277832,0.11276866495609283,0.1743808537721634,0.4690162241458893,0.23186331987380981,0.548233687877655,0.12320320308208466
shariati,0.2082030028104782,0.21792323887348175,0.47640901803970337,0.06034347042441368,0.3862425982952118,0.14647077023983002,0.26698991656303406,0.14445015788078308,0.22336971759796143,0.5044179558753967,0.2696804106235504,0.4527737498283386,0.21579571068286896
",",0.3149496018886566,0.28617382049560547,0.20600822567939758,-0.0016132977325469255,0.23973354697227478,0.31587862968444824,0.48816442489624023,0.25363782048225403,0.44245919585227966,0.3509264290332794,0.6633074283599854,0.25445666909217834,0.31091248989105225
ideologue,0.1375247687101364,0.1719072312116623,0.3852379620075226,0.057765524834394455,0.48812946677207947,0.2257416546344757,0.2101411074399948,0.13948103785514832,0.18215882778167725,0.3646843135356903,0.2318725883960724,0.40161848068237305,0.21131348609924316
of,0.38066378235816956,0.3119818866252899,0.23098638653755188,-0.03817026689648628,0.2516281008720398,0.2854328155517578,0.3886612355709076,0.3360389769077301,0.41548454761505127,0.2965799570083618,0.5116966962814331,0.2860225439071655,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,0.22672760486602783,-0.01540423184633255,0.2159741371870041,0.3639753758907318,0.48381632566452026,0.28685078024864197,0.535392165184021,0.2712559998035431,0.5171257257461548,0.303955614566803,0.22068053483963013
iranian,0.08396299928426743,0.1482083648443222,0.5528709888458252,0.02761235274374485,0.2037876397371292,0.18080097436904907,0.17402274906635284,0.14116345345973969,0.11043429374694824,0.3213679790496826,0.19249634444713593,0.4118090271949768,0.13520781695842743
revolution,0.18512336909770966,0.0565129891037941,0.3199179768562317,-0.031944599002599716,0.24256785213947296,0.22975777089595795,0.18969079852104187,0.1129506379365921,0.18777814507484436,0.23777621984481812,0.21575188636779785,0.30304405093193054,0.1727980077266693
",",0.3149496018886566,0.28617382049560547,0.20600822567939758,-0.0016132977325469255,0.23973354697227478,0.31587862968444824,0.48816442489624023,0.25363782048225403,0.44245919585227966,0.3509264290332794,0.6633074283599854,0.25445666909217834,0.31091248989105225
had,0.2596948444843292,0.2046971619129181,0.20645909011363983,-0.004401352722197771,0.2643667459487915,0.20530134439468384,0.3393979072570801,0.35456451773643494,0.37984350323677063,0.23976248502731323,0.3872550129890442,0.32390958070755005,0.20728366076946259
resemblance,0.18587368726730347,0.18775826692581177,0.08704988658428192,0.05744849890470505,0.3114747703075409,0.22676587104797363,0.28353363275527954,0.290524959564209,0.23514385521411896,0.2007025182247162,0.2592370808124542,0.17696520686149597,0.1501987725496292
with,0.4142743945121765,0.26186925172805786,0.13092133402824402,-0.04624466598033905,0.24666529893875122,0.181291401386261,0.40387406945228577,0.2945909798145294,0.4239959120750427,0.2015070617198944,0.5477725267410278,0.19578735530376434,0.2433311939239502
mohammad,0.13243113458156586,0.16832488775253296,0.5833284258842468,0.038245778530836105,0.2454872876405716,0.11598976701498032,0.19209188222885132,0.08301836997270584,0.1529897302389145,0.4708779454231262,0.208880215883255,0.6175061464309692,0.12592719495296478
iqbal,0.18271036446094513,0.13356409966945648,0.5384516716003418,0.07606908679008484,0.3059793710708618,0.0727892741560936,0.18000788986682892,0.13201452791690826,0.21185679733753204,0.4911108613014221,0.26650312542915344,0.6031080484390259,0.18507060408592224
",",0.3149496018886566,0.28617382049560547,0.20600822567939758,-0.0016132977325469255,0.23973354697227478,0.31587862968444824,0.48816442489624023,0.25363782048225403,0.44245919585227966,0.3509264290332794,0.6633074283599854,0.25445666909217834,0.31091248989105225
ideological,0.1479363590478897,0.17470401525497437,0.31265974044799805,0.05836319178342819,0.5562937259674072,0.17287646234035492,0.24038535356521606,0.20247572660446167,0.2172296941280365,0.24150587618350983,0.2470436990261078,0.3776708245277405,0.1390949934720993
father,0.26822009682655334,0.19012796878814697,0.26023149490356445,0.029256420210003853,0.2451145052909851,0.12959463894367218,0.2646642327308655,0.11504925042390823,0.2544635832309723,0.32585111260414124,0.3168204128742218,0.286117285490036,0.14826634526252747
of,0.38066378235816956,0.3119818866252899,0.23098638653755188,-0.03817026689648628,0.2516281008720398,0.2854328155517578,0.3886612355709076,0.3360389769077301,0.41548454761505127,0.2965799570083618,0.5116966962814331,0.2860225439071655,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,0.22672760486602783,-0.01540423184633255,0.2159741371870041,0.3639753758907318,0.48381632566452026,0.28685078024864197,0.535392165184021,0.2712559998035431,0.5171257257461548,0.303955614566803,0.22068053483963013
