,what,did,the,kyoto,protocol,try,to,address,?
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.20003120601177216,0.09333550930023193,0.24484941363334656,0.45010748505592346,0.14338107407093048,0.20430970191955566
case,0.30770957469940186,0.21228672564029694,0.31022098660469055,0.1550869643688202,0.273125022649765,0.2656354010105133,0.3172709345817566,0.281578928232193,0.33232852816581726
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1738620400428772,0.16769860684871674,0.23224306106567383,0.41548454761505127,0.23196934163570404,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.22853437066078186,0.1814756840467453,0.28568562865257263,0.535392165184021,0.24438561499118805,0.22068053483963013
ozone,0.17115569114685059,0.0970415249466896,0.23899611830711365,0.25615909695625305,0.3012383282184601,0.14718705415725708,0.22140559554100037,0.18023446202278137,0.159791961312294
depletion,0.2342701554298401,0.15235304832458496,0.3154614269733429,0.22303268313407898,0.22962352633476257,0.23650316894054413,0.3314284384250641,0.17030499875545502,0.14076945185661316
global,0.21706031262874603,0.1409793198108673,0.17898012697696686,0.16166964173316956,0.287336528301239,0.17527614533901215,0.21649709343910217,0.20960262417793274,0.22985349595546722
regulation,0.24804432690143585,0.2159654051065445,0.33589670062065125,0.12060020864009857,0.24332739412784576,0.18405675888061523,0.2733672261238098,0.11403752863407135,0.1690916270017624
based,0.274813175201416,0.15722841024398804,0.29860720038414,0.0989537164568901,0.18303531408309937,0.19380727410316467,0.19629007577896118,0.1159711554646492,0.134929820895195
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.17484556138515472,0.20026028156280518,0.2314990907907486,0.41031414270401,0.22459441423416138,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,1.0,0.22853437066078186,0.1814756840467453,0.28568562865257263,0.535392165184021,0.24438561499118805,0.22068053483963013
montreal,0.1556982845067978,0.13094767928123474,0.23631100356578827,0.1922904998064041,0.15157140791416168,0.14183293282985687,0.1455131322145462,0.10388664156198502,0.13639995455741882
protocol,0.1694250851869583,0.11288496106863022,0.1814756840467453,0.31822794675827026,1.0000001192092896,0.18155798316001892,0.21349743008613586,0.38535356521606445,0.17756013572216034
has,0.20338068902492523,0.2124989777803421,0.4177538752555847,0.16526706516742706,0.10570394992828369,0.17072191834449768,0.3619994819164276,0.19486600160598755,0.15994466841220856
been,0.2567804455757141,0.2835664749145508,0.3563927710056305,0.13674399256706238,0.155837744474411,0.22676490247249603,0.34945759177207947,0.2484838217496872,0.24354910850524902
successful,0.16902779042720795,0.32393038272857666,0.31354787945747375,0.11218402534723282,0.12570181488990784,0.20611049234867096,0.2317596971988678,0.054545093327760696,0.1132197454571724
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2011060267686844,0.12143102288246155,0.27472031116485596,0.44245919585227966,0.20406076312065125,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.20003120601177216,0.09333550930023193,0.24484941363334656,0.45010748505592346,0.14338107407093048,0.20430970191955566
case,0.30770957469940186,0.21228672564029694,0.31022098660469055,0.1550869643688202,0.273125022649765,0.2656354010105133,0.3172709345817566,0.281578928232193,0.33232852816581726
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1738620400428772,0.16769860684871674,0.23224306106567383,0.41548454761505127,0.23196934163570404,0.1826142966747284
climate,0.2854173183441162,0.1748235523700714,0.2693597674369812,0.2098807394504547,0.2566133141517639,0.12859508395195007,0.3023298978805542,0.17969462275505066,0.19998492300510406
change,0.3690716028213501,0.2806394100189209,0.3641999065876007,0.1993200033903122,0.24772918224334717,0.34842753410339355,0.3581787943840027,0.2478105127811432,0.24115969240665436
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2011060267686844,0.12143102288246155,0.27472031116485596,0.44245919585227966,0.20406076312065125,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,1.0,0.22853437066078186,0.1814756840467453,0.28568562865257263,0.535392165184021,0.24438561499118805,0.22068053483963013
kyoto,0.16787080466747284,0.13922551274299622,0.22853437066078186,1.0,0.31822794675827026,0.18931271135807037,0.19738343358039856,0.1299758106470108,0.12491562217473984
protocol,0.1694250851869583,0.11288496106863022,0.1814756840467453,0.31822794675827026,1.0000001192092896,0.18155798316001892,0.21349743008613586,0.38535356521606445,0.17756013572216034
failed,0.26093074679374695,0.5037672519683838,0.32787200808525085,0.15846771001815796,0.14208440482616425,0.4386833608150482,0.4406343400478363,0.20811212062835693,0.16487033665180206
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2884349822998047,0.19383089244365692,0.3077121675014496,0.4645031690597534,0.2468368262052536,0.4130953550338745
