,what,was,the,name,of,the,event,at,the,the,embarcadero,that,was,held,prior,to,super,bowl,50,to,help,show,off,some,of,the,things,that,san,francisco,has,to,offer,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.27304479479789734,0.4374977946281433,0.6662389636039734,0.6662389636039734,0.2386816293001175,0.435920387506485,0.45514053106307983,0.3127288818359375,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.45010748505592346,0.21321536600589752,0.27595704793930054,0.25627145171165466,0.4010399878025055,0.5696388483047485,0.6662389636039734,0.2694495618343353,0.435920387506485,0.2617562413215637,0.21278683841228485,0.4173259735107422,0.45010748505592346,0.1875079721212387,0.20430970191955566
addition,0.20643717050552368,0.2078816294670105,0.32955414056777954,0.12596596777439117,0.27503931522369385,0.32955414056777954,0.19606655836105347,0.2062952220439911,0.32955414056777954,0.32955414056777954,0.1811039000749588,0.3626989722251892,0.2078816294670105,0.16432170569896698,0.2452114224433899,0.29394859075546265,0.11136776208877563,0.1572340577840805,0.049123868346214294,0.29394859075546265,0.2698182463645935,0.2530133128166199,0.16455353796482086,0.41850700974464417,0.27503931522369385,0.32955414056777954,0.2712567150592804,0.3626989722251892,0.15303508937358856,0.1227385550737381,0.3335551917552948,0.29394859075546265,0.31369343400001526,0.19187232851982117
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.4933079481124878,0.4933079481124878,0.268053263425827,0.4137537479400635,0.45456063747406006,0.2880980372428894,0.27105793356895447,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.44245919585227966,0.2855570912361145,0.31928569078445435,0.26180344820022583,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3149048686027527,0.4137537479400635,0.25561806559562683,0.22144022583961487,0.3734780251979828,0.44245919585227966,0.2830800712108612,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.055578943341970444,-0.07642947137355804,0.029072100296616554,0.029072100296616554,0.05167442560195923,0.05285148695111275,-0.012679691426455975,-0.018358707427978516,0.009717070497572422,0.06720756739377975,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.06720756739377975,0.03754311054944992,0.015512588433921337,-0.0002830227604135871,0.06408426910638809,0.06780257821083069,0.029072100296616554,0.015721935778856277,0.05285148695111275,-0.013664762489497662,-0.016306333243846893,0.06254398077726364,0.06720756739377975,-0.04611703380942345,0.0685480609536171
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.20683135092258453,0.11449114978313446,0.21959073841571808,0.21959073841571808,0.2069183737039566,0.18258553743362427,0.21420986950397491,0.1602509617805481,0.22880366444587708,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.17783479392528534,0.11418803036212921,0.16737808287143707,0.22008182108402252,0.1699385941028595,0.14718765020370483,0.21959073841571808,0.17531649768352509,0.18258553743362427,0.15279507637023926,0.1658499836921692,0.15233033895492554,0.17783479392528534,0.062357496470212936,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.22903870046138763,0.2709662914276123,0.21576224267482758,0.21576224267482758,0.15625977516174316,0.10987387597560883,0.21915455162525177,0.1913566142320633,0.22557669878005981,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.16993016004562378,0.08748620748519897,0.19135026633739471,0.16011512279510498,0.19588054716587067,0.2243070751428604,0.21576224267482758,0.19578540325164795,0.10987387597560883,0.18508543074131012,0.20152677595615387,0.17163237929344177,0.16993016004562378,0.12463277578353882,0.21118052303791046
city,0.17493832111358643,0.3188765048980713,0.35769423842430115,0.22892655432224274,0.32503411173820496,0.35769423842430115,0.13720391690731049,0.2310783565044403,0.35769423842430115,0.35769423842430115,0.3213462829589844,0.183757483959198,0.3188765048980713,0.21825216710567474,0.11932358890771866,0.20300441980361938,0.14329007267951965,0.18699099123477936,-0.01993819884955883,0.20300441980361938,0.0759192556142807,0.18533986806869507,0.17085044085979462,0.1744091510772705,0.32503411173820496,0.35769423842430115,0.12922915816307068,0.183757483959198,0.32193511724472046,0.26995041966438293,0.2476206123828888,0.20300441980361938,0.16847072541713715,0.13423943519592285
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.03223077952861786,0.04379578307271004,0.041273195296525955,0.041273195296525955,0.020265456289052963,0.007880004122853279,0.04456103965640068,-0.060258932411670685,-0.00983915850520134,-0.009905828163027763,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,-0.009905828163027763,-0.037916842848062515,0.04856986179947853,-0.050931159406900406,0.04253336414694786,0.13035868108272552,0.041273195296525955,-0.005461571738123894,0.007880004122853279,0.10309749841690063,0.04776419699192047,0.004576915875077248,-0.009905828163027763,0.00034824403701350093,0.018684765323996544
opened,0.14500318467617035,0.31916534900665283,0.28544309735298157,0.17870084941387177,0.16720551252365112,0.28544309735298157,0.2154388129711151,0.30489158630371094,0.28544309735298157,0.28544309735298157,0.26090896129608154,0.18032540380954742,0.31916534900665283,0.33748966455459595,0.14963892102241516,0.18903055787086487,0.12151654809713364,0.16360460221767426,0.004012736491858959,0.18903055787086487,0.14032261073589325,0.171847403049469,0.17234356701374054,0.15078853070735931,0.16720551252365112,0.28544309735298157,0.18062976002693176,0.18032540380954742,0.15308097004890442,0.16768698394298553,0.16257831454277039,0.18903055787086487,0.2619098722934723,0.1934700310230255
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.21758322417736053,0.4806317389011383,0.5107308030128479,0.5107308030128479,0.21783459186553955,0.42569106817245483,0.3909217119216919,0.2410694807767868,0.3162264823913574,0.41031414270401,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.41031414270401,0.24844828248023987,0.3708709180355072,0.46575701236724854,0.31474894285202026,0.3966929316520691,0.5107308030128479,0.2750859558582306,0.42569106817245483,0.20166277885437012,0.18844157457351685,0.34604379534721375,0.41031414270401,0.23681293427944183,0.2714994251728058
