,what,army,was,pushing,deep,into,polish,territory,to,pursue,the,germans,in,1944,?
by,0.2455483376979828,0.2323688417673111,0.4752357602119446,0.2059234082698822,0.15225142240524292,0.30473223328590393,0.16370171308517456,0.26449328660964966,0.33534231781959534,0.1770222932100296,0.4408751428127289,0.26626327633857727,0.370934396982193,0.1343749463558197,0.17966607213020325
july,0.22688010334968567,0.20237861573696136,0.40724116563796997,0.16684027016162872,0.13433922827243805,0.10192901641130447,0.20293830335140228,0.13089528679847717,0.228788822889328,0.13820065557956696,0.2371699959039688,0.19018377363681793,0.26500701904296875,-0.07951384037733078,0.2897891402244568
1944,0.2575133144855499,0.0024914543610066175,0.06458820402622223,0.09334590286016464,0.10233219712972641,0.06336737424135208,0.2269720882177353,0.008876544423401356,0.07950630784034729,0.02338540367782116,0.12787654995918274,0.16220587491989136,0.09645288437604904,1.0000001192092896,0.21799609065055847
",",0.3087472915649414,0.230897456407547,0.45456063747406006,0.2548750638961792,0.22977717220783234,0.2826121151447296,0.2655222415924072,0.2454550564289093,0.44245919585227966,0.30089759826660156,0.4933079481124878,0.27949151396751404,0.5201468467712402,0.045987196266651154,0.31091248989105225
the,0.42745697498321533,0.31011611223220825,0.48711544275283813,0.30727913975715637,0.26388582587242126,0.39493247866630554,0.17708231508731842,0.3000710904598236,0.535392165184021,0.21766875684261322,1.0,0.28980037569999695,0.6662389636039734,0.12787654995918274,0.22068053483963013
red,0.16784515976905823,0.1750069409608841,0.1680612564086914,0.18406827747821808,0.19965746998786926,0.11395252496004105,0.1597844660282135,0.14354337751865387,0.19477520883083344,0.1310964673757553,0.2817947566509247,0.15247303247451782,0.18753071129322052,0.04941093921661377,0.1495664119720459
army,0.1698741316795349,1.0000001192092896,0.30177709460258484,0.18950290977954865,0.15609349310398102,0.17944656312465668,0.20762719213962555,0.2779933214187622,0.22938482463359833,0.2509859502315521,0.31011611223220825,0.4224161207675934,0.25258398056030273,0.0024914543610066175,0.180583193898201
was,0.22111038863658905,0.30177709460258484,1.0000001192092896,0.13709023594856262,0.16397400200366974,0.2322220653295517,0.2319551259279251,0.20208659768104553,0.3636345863342285,0.16429921984672546,0.48711544275283813,0.28109678626060486,0.45514053106307983,0.06458820402622223,0.18412111699581146
deep,0.2200533002614975,0.15609349310398102,0.16397400200366974,0.17471614480018616,1.0000001192092896,0.2565995752811432,0.06679341197013855,0.15092042088508606,0.24954630434513092,0.18430030345916748,0.26388582587242126,0.16625745594501495,0.23007644712924957,0.10233219712972641,0.1765073984861374
into,0.2180619090795517,0.17944656312465668,0.2322220653295517,0.29043447971343994,0.2565995752811432,1.0,0.11308902502059937,0.21349869668483734,0.38810545206069946,0.21574901044368744,0.39493247866630554,0.22682277858257294,0.38021373748779297,0.06336737424135208,0.15662476420402527
polish,0.08233486860990524,0.20762719213962555,0.2319551259279251,0.14124169945716858,0.06679341197013855,0.11308902502059937,1.0,0.18021728098392487,0.1475636065006256,0.09109377861022949,0.17708231508731842,0.396202951669693,0.1896398365497589,0.2269720882177353,0.14012759923934937
territory,0.21338070929050446,0.2779933214187622,0.20208659768104553,0.1901816427707672,0.15092042088508606,0.21349869668483734,0.18021728098392487,1.0,0.2642725706100464,0.22543852031230927,0.3000710904598236,0.28218355774879456,0.2756796181201935,0.008876544423401356,0.09435105323791504
and,0.31309178471565247,0.25581875443458557,0.3740963041782379,0.26554709672927856,0.29221034049987793,0.36597734689712524,0.2486540973186493,0.278890460729599,0.48971283435821533,0.33660218119621277,0.5171257257461548,0.2884008586406708,0.4954058527946472,0.06922104954719543,0.20544172823429108
pursuing,0.27320462465286255,0.2787472903728485,0.18873654305934906,0.3223854899406433,0.15272971987724304,0.1660129576921463,0.06569862365722656,0.18037967383861542,0.2971426844596863,0.7092927098274231,0.2532423436641693,0.2102636694908142,0.2273898869752884,0.08134934306144714,0.17021717131137848
the,0.42745697498321533,0.31011611223220825,0.48711544275283813,0.30727913975715637,0.26388582587242126,0.39493247866630554,0.17708231508731842,0.3000710904598236,0.535392165184021,0.21766875684261322,1.0,0.28980037569999695,0.6662389636039734,0.12787654995918274,0.22068053483963013
germans,0.1996021717786789,0.4224161207675934,0.28109678626060486,0.290987104177475,0.16625745594501495,0.22682277858257294,0.396202951669693,0.28218355774879456,0.31501704454421997,0.1715162992477417,0.28980037569999695,1.0000001192092896,0.27087339758872986,0.16220587491989136,0.1468498557806015
toward,0.2619364559650421,0.24468177556991577,0.13196846842765808,0.3698245584964752,0.2518255114555359,0.3033113479614258,0.07146728783845901,0.2074297070503235,0.3459627032279968,0.3468698561191559,0.3341628313064575,0.2646859586238861,0.2282264530658722,0.01923437975347042,0.09989774227142334
warsaw,0.10373849421739578,0.2348434329032898,0.2614976763725281,0.16311140358448029,0.0655822828412056,0.14310334622859955,0.6311136484146118,0.20418909192085266,0.1953994333744049,0.1285734623670578,0.23137180507183075,0.4108315408229828,0.22642600536346436,0.16826167702674866,0.09769917279481888
.,0.3567904531955719,0.28860729932785034,0.40146201848983765,0.2511032223701477,0.23355865478515625,0.26250120997428894,0.23422029614448547,0.2527329623699188,0.4645031690597534,0.23437190055847168,0.5934505462646484,0.22702351212501526,0.5591574311256409,0.16743452847003937,0.4130953550338745
