,what,happens,after,the,lead,melts,?
if,0.5277165174484253,0.401856392621994,0.2528844475746155,0.33724796772003174,0.19628940522670746,0.27679675817489624,0.4441644251346588
the,0.42745697498321533,0.32930514216423035,0.4565047025680542,1.0,0.21995973587036133,0.251522034406662,0.22068053483963013
water,0.17456887662410736,0.29456964135169983,0.20308595895767212,0.297396719455719,0.11785557121038437,0.5285785794258118,0.14731885492801666
level,0.27376922965049744,0.24540174007415771,0.1346406489610672,0.31442487239837646,0.09700223803520203,0.29095155000686646,0.20528386533260345
drops,0.1808709353208542,0.3948097825050354,0.25096285343170166,0.293539822101593,0.11348967254161835,0.4605824053287506,0.12476576864719391
",",0.3087472915649414,0.24968470633029938,0.38860568404197693,0.4933079481124878,0.2561914026737213,0.2662453055381775,0.31091248989105225
such,0.23989605903625488,0.24574117362499237,0.16916970908641815,0.3575236201286316,0.20387478172779083,0.18232238292694092,0.17851735651493073
that,0.6297725439071655,0.37155571579933167,0.373811811208725,0.5473989248275757,0.21979129314422607,0.2792765498161316,0.32716336846351624
the,0.42745697498321533,0.32930514216423035,0.4565047025680542,1.0,0.21995973587036133,0.251522034406662,0.22068053483963013
temperature,0.26338207721710205,0.36362963914871216,0.10617168992757797,0.27585095167160034,0.14138400554656982,0.5243430733680725,0.2011885941028595
of,0.33290785551071167,0.2803132236003876,0.3867455720901489,0.733189046382904,0.19835850596427917,0.17507150769233704,0.1826142966747284
the,0.42745697498321533,0.32930514216423035,0.4565047025680542,1.0,0.21995973587036133,0.251522034406662,0.22068053483963013
firebox,0.25533050298690796,0.2754400968551636,0.1745896190404892,0.2672300338745117,0.21199578046798706,0.3734852969646454,0.23833276331424713
crown,0.11934377253055573,0.107146255671978,0.2188648283481598,0.2646690607070923,0.05544131621718407,0.1460302770137787,0.09979621320962906
increases,0.23849372565746307,0.42854100465774536,0.20000842213630676,0.38141000270843506,0.23670434951782227,0.35006678104400635,0.10270863026380539
significantly,0.2746123671531677,0.23303456604480743,0.2029113620519638,0.3313288986682892,0.1450010985136032,0.2361784428358078,0.1823679804801941
",",0.3087472915649414,0.24968470633029938,0.38860568404197693,0.4933079481124878,0.2561914026737213,0.2662453055381775,0.31091248989105225
the,0.42745697498321533,0.32930514216423035,0.4565047025680542,1.0,0.21995973587036133,0.251522034406662,0.22068053483963013
lead,0.19642074406147003,0.16192586719989777,0.25812917947769165,0.21995973587036133,0.9999998807907104,0.23791998624801636,0.14552436769008636
melts,0.22132357954978943,0.34438884258270264,0.1945214867591858,0.251522034406662,0.23791998624801636,1.0000001192092896,0.19916866719722748
and,0.31309178471565247,0.23238006234169006,0.3765919506549835,0.5171257257461548,0.31077226996421814,0.2797600328922272,0.20544172823429108
the,0.42745697498321533,0.32930514216423035,0.4565047025680542,1.0,0.21995973587036133,0.251522034406662,0.22068053483963013
steam,0.15672586858272552,0.21400709450244904,0.17783430218696594,0.23105813562870026,0.10459031164646149,0.34779852628707886,0.113324373960495
escapes,0.1802058070898056,0.17807826399803162,0.26092973351478577,0.20981617271900177,0.17148838937282562,0.2754119038581848,0.12761454284191132
",",0.3087472915649414,0.24968470633029938,0.38860568404197693,0.4933079481124878,0.2561914026737213,0.2662453055381775,0.31091248989105225
warning,0.30626335740089417,0.20897461473941803,0.17963048815727234,0.23659443855285645,0.18557167053222656,0.1764368712902069,0.29772210121154785
the,0.42745697498321533,0.32930514216423035,0.4565047025680542,1.0,0.21995973587036133,0.251522034406662,0.22068053483963013
operators,0.24600493907928467,0.25165146589279175,0.12971794605255127,0.2580118775367737,0.08685086667537689,0.1277732253074646,0.15860143303871155
",",0.3087472915649414,0.24968470633029938,0.38860568404197693,0.4933079481124878,0.2561914026737213,0.2662453055381775,0.31091248989105225
who,0.40942975878715515,0.2028697431087494,0.32549580931663513,0.3733934462070465,0.19455209374427795,0.14069029688835144,0.26220351457595825
may,0.25739946961402893,0.2597687542438507,0.325364887714386,0.2694292366504669,0.22900992631912231,0.19823211431503296,0.2768254578113556
then,0.4072686731815338,0.24007847905158997,0.4163074791431427,0.4297412931919098,0.20809510350227356,0.2519794702529907,0.2884598970413208
manually,0.36560916900634766,0.31523841619491577,0.2155093252658844,0.22681935131549835,0.09170044958591461,0.2235061079263687,0.3936016857624054
suppress,0.27731040120124817,0.23466965556144714,0.21805517375469208,0.3051512837409973,0.17029866576194763,0.0921383872628212,0.2461938112974167
the,0.42745697498321533,0.32930514216423035,0.4565047025680542,1.0,0.21995973587036133,0.251522034406662,0.22068053483963013
fire,0.19359004497528076,0.1819498986005783,0.20133785903453827,0.2911929488182068,0.17516426742076874,0.2918757498264313,0.14396874606609344
.,0.3567904531955719,0.24076157808303833,0.35870397090911865,0.5934505462646484,0.2305188626050949,0.2882979214191437,0.4130953550338745
