,shark,tank,was,based,on,what,other,reality,show,?
shark,1.0,0.2892535626888275,0.14258140325546265,0.12574143707752228,0.23515574634075165,0.13182544708251953,0.18443156778812408,0.1690092235803604,0.1962067186832428,0.05145826190710068
tank,0.2892535626888275,1.0000001192092896,0.19856096804141998,0.0487213172018528,0.20687727630138397,0.125138059258461,0.20067957043647766,0.14943720400333405,0.13685879111289978,0.09334904700517654
(,0.16288521885871887,0.19607676565647125,0.2980341613292694,0.17193058133125305,0.28656116127967834,0.2411840260028839,0.25035592913627625,0.15716414153575897,0.21963447332382202,0.40561532974243164
based,0.12574143707752228,0.0487213172018528,0.2870393395423889,1.0000001192092896,0.36055147647857666,0.274813175201416,0.2762986719608307,0.2180684506893158,0.17305514216423035,0.134929820895195
on,0.23515574634075165,0.20687727630138397,0.3909217119216919,0.36055147647857666,0.9999999403953552,0.34226128458976746,0.3410046398639679,0.26691460609436035,0.3708709180355072,0.2714994251728058
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
dragon,0.21106377243995667,0.22862641513347626,0.2001279592514038,0.16007661819458008,0.24010665714740753,0.11695480346679688,0.18698842823505402,0.15102185308933258,0.20160432159900665,0.1974911391735077
's,0.016714727506041527,-0.018868088722229004,0.008974763564765453,0.06600074470043182,0.0026888418942689896,0.02692362666130066,0.04445967823266983,0.10772097110748291,6.513196422019973e-05,-0.023395681753754616
den,0.10875347256660461,0.13429240882396698,0.14847347140312195,0.1451088786125183,0.1656688004732132,0.1653665453195572,0.12098429352045059,0.18999513983726501,0.1524485945701599,0.1305062621831894
reality,0.1690092235803604,0.14943720400333405,0.19640132784843445,0.2180684506893158,0.26691460609436035,0.3121267557144165,0.20758268237113953,1.0,0.4710255563259125,0.20780257880687714
format,0.18070179224014282,0.0818687230348587,0.1396103948354721,0.194004625082016,0.1974322646856308,0.16273964941501617,0.17483550310134888,0.14085988700389862,0.2695663869380951,0.2222042977809906
),0.16609664261341095,0.18594127893447876,0.3267642855644226,0.1946181356906891,0.29937487840652466,0.26259949803352356,0.26200005412101746,0.16314257681369781,0.22110877931118011,0.42300865054130554
also,0.24810802936553955,0.21988224983215332,0.4032125174999237,0.2596239149570465,0.3762153089046478,0.42747777700424194,0.5326101183891296,0.24337442219257355,0.32992470264434814,0.21848613023757935
became,0.12409648299217224,0.17791962623596191,0.6575068235397339,0.1379724144935608,0.19448097050189972,0.1434093862771988,0.17472286522388458,0.12480384856462479,0.17207039892673492,0.11374033987522125
a,0.2024041712284088,0.2611767649650574,0.4508470594882965,0.2977409064769745,0.3848365545272827,0.3320399522781372,0.2806335389614105,0.2078995257616043,0.24886544048786163,0.23916715383529663
midseason,0.24963772296905518,0.17642530798912048,0.31830504536628723,0.22874663770198822,0.27986225485801697,0.17481674253940582,0.15196377038955688,0.27395376563072205,0.3418774902820587,0.2094298005104065
sleeper,0.2435114085674286,0.242051362991333,0.1498536318540573,0.17853698134422302,0.3017500936985016,0.1740417182445526,0.17963768541812897,0.1511823832988739,0.17436249554157257,0.20988863706588745
hit,0.18578514456748962,0.21243222057819366,0.25608164072036743,0.11710995435714722,0.32378342747688293,0.22790727019309998,0.2002764344215393,0.1785811483860016,0.24390855431556702,0.14460130035877228
on,0.23515574634075165,0.20687727630138397,0.3909217119216919,0.36055147647857666,0.9999999403953552,0.34226128458976746,0.3410046398639679,0.26691460609436035,0.3708709180355072,0.2714994251728058
sundays,0.18973538279533386,0.15032470226287842,0.1982128620147705,0.1919185221195221,0.36681032180786133,0.18735343217849731,0.2401626706123352,0.2334367334842682,0.3575417697429657,0.20735390484333038
in,0.20282162725925446,0.21360428631305695,0.45514053106307983,0.3070422410964966,0.46853652596473694,0.30808621644973755,0.39989137649536133,0.22399139404296875,0.27595704793930054,0.20430970191955566
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
spring,0.14542926847934723,0.19181415438652039,0.19448593258857727,0.12416013330221176,0.15691092610359192,0.17833508551120758,0.2197519689798355,0.1254047006368637,0.12650635838508606,0.06767474114894867
of,0.1910211592912674,0.2132720649242401,0.4069072902202606,0.3033197224140167,0.3966929316520691,0.33290785551071167,0.38583824038505554,0.22407591342926025,0.21383242309093475,0.1826142966747284
2010,0.03709835559129715,0.05940457060933113,0.23825319111347198,0.13660688698291779,0.18072794377803802,0.2741409242153168,0.2974168360233307,0.1504896879196167,0.14411069452762604,0.21232788264751434
;,0.03214728832244873,-0.1034068837761879,0.0754367932677269,0.11460742354393005,-0.017878999933600426,0.10986888408660889,0.13311924040317535,0.09044379740953445,0.04267780855298042,0.10349778085947037
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
