,prior,to,this,consideration,",",when,did,san,francisco,last,host,a,super,bowl,?
the,0.33782097697257996,0.535392165184021,0.6274310946464539,0.3567850589752197,0.4933079481124878,0.5091903209686279,0.34736719727516174,0.2858080565929413,0.25086042284965515,0.3698786795139313,0.26909032464027405,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
san,0.20334714651107788,0.21651452779769897,0.16386784613132477,0.17849916219711304,0.25561806559562683,0.20252759754657745,0.1785750538110733,0.9999999403953552,0.8108479976654053,0.15585462749004364,0.16593219339847565,0.19931553304195404,0.15279507637023926,0.18508543074131012,0.10952327400445938
francisco,0.17062698304653168,0.21318043768405914,0.15735197067260742,0.15273122489452362,0.22144022583961487,0.1998862773180008,0.1959451586008072,0.8108479976654053,1.0,0.16255201399326324,0.14032593369483948,0.1947603076696396,0.1658499836921692,0.20152677595615387,0.1020219698548317
bay,0.18929582834243774,0.15862606465816498,0.12580595910549164,0.16826969385147095,0.26044994592666626,0.17318107187747955,0.05503932014107704,0.38444605469703674,0.3707815408706665,0.1800021380186081,0.14146871864795685,0.17936193943023682,0.12241406738758087,0.1972428411245346,0.10773546993732452
area,0.13227812945842743,0.2797197997570038,0.27175459265708923,0.18836529552936554,0.2664283812046051,0.29334506392478943,0.14067986607551575,0.22260162234306335,0.2213580310344696,0.1486259549856186,0.1311485767364502,0.2782127559185028,0.09147491306066513,0.19680163264274597,0.12640461325645447
last,0.38755184412002563,0.30156898498535156,0.34740546345710754,0.21347254514694214,0.29026782512664795,0.3294509947299957,0.30895525217056274,0.15585462749004364,0.16255201399326324,1.0,0.13827534019947052,0.2864423990249634,0.17231976985931396,0.20327796041965485,0.22371746599674225
hosted,0.19601665437221527,0.170383021235466,0.15704171359539032,0.2576569616794586,0.27969205379486084,0.14251498878002167,0.14902178943157196,0.1884586364030838,0.1864740401506424,0.17835794389247894,0.6586005687713623,0.14970986545085907,0.1794566810131073,0.17901405692100525,0.09810540825128555
in,0.24521231651306152,0.45010748505592346,0.45205554366111755,0.21963979303836823,0.5201468467712402,0.4431333839893341,0.2593238651752472,0.2617562413215637,0.21278683841228485,0.30714505910873413,0.21661671996116638,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
1985,-0.010523983277380466,0.0432262159883976,-0.013882373459637165,0.07397207617759705,0.10430982708930969,-0.00747395446524024,0.07323421537876129,-0.04098391532897949,-0.018576398491859436,-0.07435119897127151,0.06790833175182343,-0.020555194467306137,-0.05335182696580887,-0.05126553773880005,-0.03005216084420681
(,0.2112622708082199,0.30882009863853455,0.3388223350048065,0.34420889616012573,0.6363511681556702,0.2459595799446106,0.18979617953300476,0.2069418579339981,0.16439630091190338,0.290768563747406,0.20768411457538605,0.3206180930137634,0.17553061246871948,0.15949074923992157,0.40561532974243164
super,0.22880366444587708,0.17783479392528534,0.1776810586452484,0.18759725987911224,0.22322475910186768,0.20393483340740204,0.16038043797016144,0.15279507637023926,0.1658499836921692,0.17231976985931396,0.14729782938957214,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.22557669878005981,0.16993016004562378,0.17725728452205658,0.1579517126083374,0.1810409277677536,0.20523639023303986,0.18569406867027283,0.18508543074131012,0.20152677595615387,0.20327796041965485,0.17551401257514954,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xix,0.1827688217163086,0.1275230050086975,0.2063463032245636,0.17395314574241638,0.24543654918670654,0.14765101671218872,0.1569201946258545,0.22214902937412262,0.20420151948928833,0.27588436007499695,0.13827461004257202,0.15890885889530182,0.36064285039901733,0.3306947350502014,0.1777612268924713
),0.20447492599487305,0.31236231327056885,0.3621573746204376,0.3507128655910492,0.63033527135849,0.2538422644138336,0.18584993481636047,0.21815462410449982,0.17115181684494019,0.30915912985801697,0.19537198543548584,0.3640355169773102,0.1971341073513031,0.16361013054847717,0.42300865054130554
",",0.27105793356895447,0.44245919585227966,0.4316047728061676,0.3715595006942749,1.0000001192092896,0.36674630641937256,0.3015086054801941,0.25561806559562683,0.22144022583961487,0.29026782512664795,0.26840344071388245,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
held,0.20017679035663605,0.22177374362945557,0.20280437171459198,0.2397237867116928,0.2880980372428894,0.1848648637533188,0.18607917428016663,0.1226641833782196,0.12840238213539124,0.20021413266658783,0.22374919056892395,0.22326228022575378,0.1602509617805481,0.1913566142320633,0.14103956520557404
at,0.27693063020706177,0.36524343490600586,0.32544323801994324,0.2145858108997345,0.38314947485923767,0.38876327872276306,0.28390252590179443,0.21309925615787506,0.19574089348316193,0.2946198880672455,0.15717428922653198,0.3095070421695709,0.11449114978313446,0.2709662914276123,0.21978627145290375
stanford,0.19771797955036163,0.2419261783361435,0.23267222940921783,0.15782910585403442,0.3437674343585968,0.1846724897623062,0.16381965577602386,0.28815987706184387,0.29398536682128906,0.10149511694908142,0.14289666712284088,0.2498321682214737,0.052280448377132416,0.18563611805438995,0.14956782758235931
stadium,0.1895882487297058,0.2075904905796051,0.15150031447410583,0.1514434665441513,0.2056228220462799,0.1119866892695427,0.14029206335544586,0.2035229355096817,0.21494066715240479,0.17526140809059143,0.24011856317520142,0.14596018195152283,0.1715150624513626,0.25985562801361084,0.07579939067363739
in,0.24521231651306152,0.45010748505592346,0.45205554366111755,0.21963979303836823,0.5201468467712402,0.4431333839893341,0.2593238651752472,0.2617562413215637,0.21278683841228485,0.30714505910873413,0.21661671996116638,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
stanford,0.19771797955036163,0.2419261783361435,0.23267222940921783,0.15782910585403442,0.3437674343585968,0.1846724897623062,0.16381965577602386,0.28815987706184387,0.29398536682128906,0.10149511694908142,0.14289666712284088,0.2498321682214737,0.052280448377132416,0.18563611805438995,0.14956782758235931
",",0.27105793356895447,0.44245919585227966,0.4316047728061676,0.3715595006942749,1.0000001192092896,0.36674630641937256,0.3015086054801941,0.25561806559562683,0.22144022583961487,0.29026782512664795,0.26840344071388245,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
california,0.16846418380737305,0.20697450637817383,0.19330458343029022,0.13791701197624207,0.2704589068889618,0.18115097284317017,0.1524294763803482,0.5170050263404846,0.5200812816619873,0.15623831748962402,0.1566806137561798,0.2426064908504486,0.15213294327259064,0.22235432267189026,0.1409905105829239
",",0.27105793356895447,0.44245919585227966,0.4316047728061676,0.3715595006942749,1.0000001192092896,0.36674630641937256,0.3015086054801941,0.25561806559562683,0.22144022583961487,0.29026782512664795,0.26840344071388245,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
won,0.18938234448432922,0.1945943981409073,0.18211166560649872,0.25587791204452515,0.35968565940856934,0.22347937524318695,0.3493216037750244,0.2027283012866974,0.14872926473617554,0.2286118119955063,0.2102242410182953,0.22534137964248657,0.23658764362335205,0.2380966693162918,0.17925700545310974
by,0.2645944356918335,0.33534231781959534,0.38438332080841064,0.2005331814289093,0.3680937886238098,0.4376842677593231,0.18574509024620056,0.22142183780670166,0.19669455289840698,0.24441376328468323,0.17084096372127533,0.32094135880470276,0.15233319997787476,0.12992306053638458,0.17966607213020325
the,0.33782097697257996,0.535392165184021,0.6274310946464539,0.3567850589752197,0.4933079481124878,0.5091903209686279,0.34736719727516174,0.2858080565929413,0.25086042284965515,0.3698786795139313,0.26909032464027405,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
home,0.25380629301071167,0.31056779623031616,0.18891431391239166,0.16453011333942413,0.2790627181529999,0.24208083748817444,0.17098017036914825,0.16137748956680298,0.16052652895450592,0.21705904603004456,0.2183760553598404,0.26260659098625183,0.12418482452630997,0.1429641842842102,0.0757145956158638
team,0.19271838665008545,0.23889471590518951,0.13932108879089355,0.18249250948429108,0.21287471055984497,0.19886156916618347,0.1497787982225418,0.19775059819221497,0.18678264319896698,0.17319153249263763,0.14214304089546204,0.19125498831272125,0.23339706659317017,0.20460736751556396,0.11243411153554916
49ers,0.10990770161151886,0.2693432569503784,0.1883518397808075,0.13845987617969513,0.16278399527072906,0.1987537294626236,0.24118059873580933,0.07275208830833435,0.10021766275167465,0.061892393976449966,0.08158829808235168,0.13537755608558655,0.15539108216762543,0.21202968060970306,0.11332448571920395
.,0.2402365803718567,0.4645031690597534,0.500583827495575,0.3325372338294983,0.6812511086463928,0.475719153881073,0.35288307070732117,0.24563752114772797,0.2233876734972,0.3548945486545563,0.20596550405025482,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
