,how,many,major,immune,responses,do,plants,have,?
plants,0.2699413597583771,0.3341540992259979,0.14452549815177917,0.26676440238952637,0.3095467984676361,0.2695476710796356,1.0,0.31308507919311523,0.1473488062620163
have,0.4370637536048889,0.5841760635375977,0.2512233257293701,0.2992585301399231,0.3527527153491974,0.49831271171569824,0.31308507919311523,0.9999999403953552,0.32991164922714233
two,0.2499001920223236,0.5147606730461121,0.2501676380634308,0.15377098321914673,0.22166326642036438,0.22086432576179504,0.21344639360904694,0.4498785734176636,0.19645625352859497
main,0.1668178290128708,0.27179279923439026,0.386929988861084,0.16125424206256866,0.13349026441574097,0.1967587023973465,0.11564554274082184,0.2209363877773285,0.1665669083595276
immune,0.2677498161792755,0.2700537145137787,0.13008464872837067,1.0,0.4776917099952698,0.2294367402791977,0.26676440238952637,0.2992585301399231,0.16080476343631744
responses—the,0.4050448536872864,0.2906440794467926,0.17224766314029694,0.4814133644104004,0.9532410502433777,0.3383864164352417,0.30414846539497375,0.36682772636413574,0.2793213725090027
hypersensitive,0.32882001996040344,0.3414802849292755,0.1510550081729889,0.39120569825172424,0.4010896682739258,0.2929550111293793,0.2967947721481323,0.38756513595581055,0.22263620793819427
response,0.34960323572158813,0.23894017934799194,0.1437191516160965,0.43541768193244934,0.8744115233421326,0.2198486179113388,0.1561051905155182,0.29600051045417786,0.2007838636636734
",",0.22659391164779663,0.40610817074775696,0.29355156421661377,0.15102852880954742,0.23269818723201752,0.3283645510673523,0.2555769681930542,0.3541618287563324,0.31091248989105225
in,0.2601168751716614,0.41474202275276184,0.3249945342540741,0.14682820439338684,0.1903737336397171,0.23402775824069977,0.2697395086288452,0.36843645572662354,0.20430970191955566
which,0.4852597713470459,0.5168171525001526,0.31470122933387756,0.3153325319290161,0.3403017520904541,0.31153854727745056,0.3458610773086548,0.49652695655822754,0.25814583897590637
infected,0.25139734148979187,0.2507534921169281,0.12512674927711487,0.47535911202430725,0.29273083806037903,0.2036556750535965,0.28637948632240295,0.26707011461257935,0.17761120200157166
cells,0.24193938076496124,0.2433140128850937,0.07911869138479233,0.5300963521003723,0.40830740332603455,0.2676107585430145,0.4262334406375885,0.294906347990036,0.1898086667060852
seal,0.08740229904651642,0.10088290274143219,0.043485376983881,0.10323929041624069,0.09619403630495071,0.06409914046525955,0.11483659595251083,0.19345815479755402,0.1086806133389473
themselves,0.2988695800304413,0.4086265563964844,0.13652066886425018,0.24309468269348145,0.20464451611042023,0.3851018249988556,0.28007420897483826,0.42624372243881226,0.20170879364013672
off,0.22701384127140045,0.20289015769958496,0.11328136175870895,0.1921665519475937,0.15293681621551514,0.2069602608680725,0.2116824984550476,0.2652609646320343,0.12937544286251068
and,0.33647966384887695,0.5296266674995422,0.29795366525650024,0.14400269091129303,0.2616673409938812,0.276123583316803,0.3052898943424225,0.4711785912513733,0.20544172823429108
undergo,0.25560805201530457,0.24318955838680267,0.21413221955299377,0.31631699204444885,0.3553841710090637,0.34298741817474365,0.31415995955467224,0.39140400290489197,0.15837688744068146
programmed,0.33852139115333557,0.2627467215061188,0.20247305929660797,0.2888527810573578,0.30001264810562134,0.27823132276535034,0.15781532227993011,0.28704601526260376,0.24696937203407288
cell,0.20469050109386444,0.19000083208084106,0.06213201582431793,0.39050236344337463,0.3302372395992279,0.19975709915161133,0.3237200975418091,0.21540969610214233,0.2058541625738144
death,0.19782234728336334,0.16836200654506683,0.10888776183128357,0.14283262193202972,0.10459362715482712,0.129806250333786,0.09982875734567642,0.15326929092407227,0.21149799227714539
",",0.22659391164779663,0.40610817074775696,0.29355156421661377,0.15102852880954742,0.23269818723201752,0.3283645510673523,0.2555769681930542,0.3541618287563324,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.29795366525650024,0.14400269091129303,0.2616673409938812,0.276123583316803,0.3052898943424225,0.4711785912513733,0.20544172823429108
systemic,0.29008999466896057,0.2305983006954193,0.2362891435623169,0.4709692895412445,0.3871510624885559,0.24919040501117706,0.2968589663505554,0.30678853392601013,0.21462444961071014
acquired,0.11872366070747375,0.14446644484996796,0.18327990174293518,0.2765950560569763,0.1495816558599472,0.06313717365264893,0.1563841849565506,0.1963210105895996,0.09366346150636673
resistance,0.20992939174175262,0.24189721047878265,0.10264652222394943,0.2637849450111389,0.30539414286613464,0.1286020576953888,0.2237890511751175,0.20854611694812775,0.026361597701907158
",",0.22659391164779663,0.40610817074775696,0.29355156421661377,0.15102852880954742,0.23269818723201752,0.3283645510673523,0.2555769681930542,0.3541618287563324,0.31091248989105225
where,0.41728174686431885,0.4338301420211792,0.20240604877471924,0.19671759009361267,0.1783052682876587,0.2949419915676117,0.24032823741436005,0.412650465965271,0.24793872237205505
infected,0.25139734148979187,0.2507534921169281,0.12512674927711487,0.47535911202430725,0.29273083806037903,0.2036556750535965,0.28637948632240295,0.26707011461257935,0.17761120200157166
cells,0.24193938076496124,0.2433140128850937,0.07911869138479233,0.5300963521003723,0.40830740332603455,0.2676107585430145,0.4262334406375885,0.294906347990036,0.1898086667060852
release,0.18830232322216034,0.22442731261253357,0.14514218270778656,0.20133273303508759,0.22322604060173035,0.1736544370651245,0.19099727272987366,0.24782660603523254,0.14489315450191498
signals,0.3078652322292328,0.24875085055828094,0.20062711834907532,0.34150707721710205,0.44349831342697144,0.2347153276205063,0.24980661273002625,0.2455505132675171,0.09948804974555969
warning,0.22349514067173004,0.22834175825119019,0.12704356014728546,0.3245953321456909,0.3634689152240753,0.23701445758342743,0.11814901977777481,0.28694334626197815,0.29772210121154785
the,0.33890387415885925,0.4335206151008606,0.31775903701782227,0.21364226937294006,0.25337323546409607,0.30239659547805786,0.29499560594558716,0.40389683842658997,0.22068053483963013
rest,0.26578816771507263,0.3275910019874573,0.15918195247650146,0.1348305344581604,0.19624003767967224,0.25314250588417053,0.2021368145942688,0.2993396520614624,0.1725541204214096
of,0.2480744868516922,0.37253960967063904,0.2641255557537079,0.16620753705501556,0.202371284365654,0.26150479912757874,0.29386165738105774,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.31775903701782227,0.21364226937294006,0.25337323546409607,0.30239659547805786,0.29499560594558716,0.40389683842658997,0.22068053483963013
plant,0.24431802332401276,0.2707696259021759,0.16050483286380768,0.22660516202449799,0.2758055329322815,0.19011136889457703,0.8344468474388123,0.23837271332740784,0.16613075137138367
of,0.2480744868516922,0.37253960967063904,0.2641255557537079,0.16620753705501556,0.202371284365654,0.26150479912757874,0.29386165738105774,0.3802283704280853,0.1826142966747284
a,0.29312583804130554,0.2872205972671509,0.22990699112415314,0.20466765761375427,0.22430385649204254,0.26237669587135315,0.21329157054424286,0.338716596364975,0.23916715383529663
pathogen,0.283581405878067,0.2504194676876068,0.14567212760448456,0.5720921158790588,0.444659948348999,0.2894016206264496,0.49188271164894104,0.28453966975212097,0.1893778294324875
's,-0.026164190843701363,0.01698932610452175,-0.010959804058074951,-0.07542949169874191,-0.014069708995521069,-0.01994597539305687,0.036515891551971436,-0.02807004563510418,-0.023395681753754616
presence,0.18854846060276031,0.2838108241558075,0.18775628507137299,0.3022371232509613,0.3303554654121399,0.18552735447883606,0.15903891623020172,0.3258243203163147,0.08592845499515533
.,0.3287222981452942,0.3974229395389557,0.3054012954235077,0.18267881870269775,0.2605404257774353,0.3613996207714081,0.2542511522769928,0.41614407300949097,0.4130953550338745
