,what,was,the,name,of,the,time,the,upper,rhine,form,a,border,between,france,and,germany,?
since,0.29783400893211365,0.4384658932685852,0.4054957628250122,0.24110962450504303,0.35513219237327576,0.4054957628250122,0.4138842225074768,0.4054957628250122,0.18100842833518982,0.1959613710641861,0.2243787795305252,0.3303585946559906,0.1645042896270752,0.25121670961380005,0.2158031463623047,0.3515571057796478,0.2431345134973526,0.2876587212085724
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.43061500787734985,1.0,0.35289278626441956,0.30735138058662415,0.29286009073257446,0.5829201340675354,0.2856229841709137,0.39067012071609497,0.35517507791519165,0.5171257257461548,0.3181285262107849,0.22068053483963013
peace,0.18390877544879913,0.20237044990062714,0.2625678777694702,0.13476067781448364,0.23538054525852203,0.2625678777694702,0.22546234726905823,0.2625678777694702,0.09055980294942856,0.21580587327480316,0.085715152323246,0.1620711386203766,0.2410440742969513,0.2707047164440155,0.23232710361480713,0.23144522309303284,0.21043647825717926,0.1404135823249817
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.35127586126327515,0.733189046382904,0.25818127393722534,0.2548927664756775,0.29600051045417786,0.5052502155303955,0.24084383249282837,0.3737983703613281,0.3265724182128906,0.5116966962814331,0.2942050099372864,0.1826142966747284
westphalia,0.19423262774944305,0.19926759600639343,0.2691340148448944,0.21270647644996643,0.2711816132068634,0.2691340148448944,0.17226587235927582,0.2691340148448944,0.2875768542289734,0.7675833702087402,0.14749984443187714,0.20318731665611267,0.28247255086898804,0.21234284341335297,0.37564823031425476,0.20339424908161163,0.6211917400360107,0.11508876085281372
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3029961884021759,0.4933079481124878,0.22235287725925446,0.167837992310524,0.21805599331855774,0.427140474319458,0.2548258304595947,0.27714940905570984,0.28250643610954285,0.6633074283599854,0.2898865044116974,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.43061500787734985,1.0,0.35289278626441956,0.30735138058662415,0.29286009073257446,0.5829201340675354,0.2856229841709137,0.39067012071609497,0.35517507791519165,0.5171257257461548,0.3181285262107849,0.22068053483963013
upper,0.1592642068862915,0.16268539428710938,0.35289278626441956,0.15995322167873383,0.25818127393722534,0.35289278626441956,0.14377018809318542,0.35289278626441956,1.0000001192092896,0.27324220538139343,0.1515580117702484,0.26226839423179626,0.19287100434303284,0.2323344200849533,0.19991180300712585,0.2172592729330063,0.23356673121452332,0.051342256367206573
rhine,0.16475653648376465,0.18681856989860535,0.30735138058662415,0.12217257916927338,0.2548927664756775,0.30735138058662415,0.1911163330078125,0.30735138058662415,0.27324220538139343,1.0,0.1300014853477478,0.1823403388261795,0.32308438420295715,0.17755062878131866,0.3459889590740204,0.22029656171798706,0.5801170468330383,0.13754533231258392
formed,0.15451857447624207,0.3009849190711975,0.28813210129737854,0.24992436170578003,0.2871689796447754,0.28813210129737854,0.13853000104427338,0.28813210129737854,0.21937024593353271,0.12505698204040527,0.45461541414260864,0.21948496997356415,0.2052387148141861,0.3197457194328308,0.11895021051168442,0.27619341015815735,0.12935969233512878,0.09686966985464096
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.3292340338230133,0.5829201340675354,0.26226839423179626,0.1823403388261795,0.3088195323944092,1.0,0.20451702177524567,0.29385313391685486,0.24802380800247192,0.3739250600337982,0.2606942057609558,0.23916715383529663
contentious,0.43920037150382996,0.20324142277240753,0.23275132477283478,0.0762154832482338,0.22034852206707,0.23275132477283478,0.26350313425064087,0.23275132477283478,0.08613194525241852,0.08005579560995102,0.15451428294181824,0.24269631505012512,0.21514780819416046,0.2115410566329956,0.16239549219608307,0.2539393901824951,0.15323686599731445,0.3596433699131012
border,0.26696228981018066,0.15863363444805145,0.2856229841709137,0.1466246247291565,0.24084383249282837,0.2856229841709137,0.16140738129615784,0.2856229841709137,0.19287100434303284,0.32308438420295715,0.15790486335754395,0.20451702177524567,0.9999998807907104,0.3074911832809448,0.24132618308067322,0.29048892855644226,0.23678533732891083,0.1706928312778473
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.09606724977493286,0.3737983703613281,0.39067012071609497,0.2893446385860443,0.39067012071609497,0.2323344200849533,0.17755062878131866,0.24882446229457855,0.29385313391685486,0.3074911832809448,0.9999999403953552,0.21021217107772827,0.40645647048950195,0.22155004739761353,0.12887074053287506
france,0.17793065309524536,0.2715669870376587,0.35517507791519165,0.19448354840278625,0.3265724182128906,0.35517507791519165,0.25373372435569763,0.35517507791519165,0.19991180300712585,0.3459889590740204,0.10402947664260864,0.24802380800247192,0.24132618308067322,0.21021217107772827,1.0000001192092896,0.2925812005996704,0.5017704367637634,0.15069349110126495
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3025408685207367,0.5171257257461548,0.2172592729330063,0.22029656171798706,0.30469027161598206,0.3739250600337982,0.29048892855644226,0.40645647048950195,0.2925812005996704,1.0,0.29381805658340454,0.20544172823429108
germany,0.21690446138381958,0.2618768811225891,0.3181285262107849,0.15115536749362946,0.2942050099372864,0.3181285262107849,0.22243069112300873,0.3181285262107849,0.23356673121452332,0.5801170468330383,0.151455357670784,0.2606942057609558,0.23678533732891083,0.22155004739761353,0.5017704367637634,0.29381805658340454,1.0,0.1388660967350006
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.371569961309433,0.5934505462646484,0.23727275431156158,0.2089352011680603,0.28317511081695557,0.50484299659729,0.26349708437919617,0.30295518040657043,0.33719199895858765,0.588965117931366,0.28498756885528564,0.4130953550338745
