,at,what,temperature,do,weak,and,electromagnetic,forces,appear,the,same,?
a,0.3095070421695709,0.3320399522781372,0.2321433275938034,0.26237669587135315,0.24304337799549103,0.3739250600337982,0.20650780200958252,0.17848460376262665,0.2526538372039795,0.5829201340675354,0.4048157036304474,0.23916715383529663
consistent,0.13637472689151764,0.3694326877593994,0.3394820988178253,0.3244234621524811,0.26844891905784607,0.293094664812088,0.3145345151424408,0.19117340445518494,0.3356574475765228,0.2685734033584595,0.33292555809020996,0.2528949975967407
electroweak,0.1797868311405182,0.27900198101997375,0.32823261618614197,0.22397272288799286,0.46369484066963196,0.25448131561279297,0.7976183295249939,0.2846037745475769,0.2157059609889984,0.2263973206281662,0.26494908332824707,0.19623400270938873
theory,0.1279659867286682,0.297923743724823,0.18671149015426636,0.16586095094680786,0.28241249918937683,0.1765792816877365,0.4076195955276489,0.25518494844436646,0.12547388672828674,0.2277156263589859,0.1838415265083313,0.1387292891740799
has,0.2743658423423767,0.20338068902492523,0.2092798501253128,0.22084827721118927,0.16062675416469574,0.43716782331466675,0.1557580828666687,0.12320549786090851,0.22380571067333221,0.4177538752555847,0.3106575906276703,0.15994466841220856
also,0.36980849504470825,0.42747777700424194,0.23163153231143951,0.36242780089378357,0.29954108595848083,0.5755972862243652,0.2191658467054367,0.20342767238616943,0.33279478549957275,0.6021018624305725,0.4217197597026825,0.21848613023757935
been,0.2504468560218811,0.2567804455757141,0.1488739401102066,0.25179004669189453,0.11875417083501816,0.3424558639526367,0.17143794894218445,0.14532743394374847,0.29120853543281555,0.3563927710056305,0.3122718632221222,0.24354910850524902
developed,0.1761963814496994,0.15555569529533386,0.20782247185707092,0.16904397308826447,0.21396005153656006,0.25542938709259033,0.20975114405155182,0.1180553138256073,0.09621589630842209,0.24490751326084137,0.20922377705574036,0.10763012617826462
",",0.38314947485923767,0.3087472915649414,0.2439086139202118,0.3283645510673523,0.26177045702934265,0.6633074283599854,0.2182805985212326,0.2544684410095215,0.28874364495277405,0.4933079481124878,0.3207721710205078,0.31091248989105225
which,0.3286694884300232,0.5261979103088379,0.29479682445526123,0.31153854727745056,0.266950398683548,0.506277859210968,0.30009162425994873,0.2267666757106781,0.3376000225543976,0.6521818041801453,0.4653036296367645,0.25814583897590637
shows,0.23829592764377594,0.30282244086265564,0.14114931225776672,0.21822337806224823,0.08088980615139008,0.34104886651039124,0.2005327045917511,0.15787681937217712,0.41728246212005615,0.36348509788513184,0.2587173283100128,0.2040930688381195
that,0.3183255195617676,0.6297725439071655,0.26260992884635925,0.44533252716064453,0.36166444420814514,0.4731321930885315,0.3105611503124237,0.24199660122394562,0.39309781789779663,0.5473989248275757,0.47339269518852234,0.32716336846351624
electromagnetic,0.1830064058303833,0.263467937707901,0.3540266752243042,0.2273312211036682,0.3425135016441345,0.21151572465896606,0.9999999403953552,0.323475182056427,0.1943611204624176,0.22307927906513214,0.246871218085289,0.16735313832759857
forces,0.20982104539871216,0.2112482488155365,0.19844642281532288,0.1300598382949829,0.28813913464546204,0.26456665992736816,0.323475182056427,1.0,0.14727748930454254,0.3134811818599701,0.20534014701843262,0.16984491050243378
and,0.3571503460407257,0.31309178471565247,0.2216416299343109,0.276123583316803,0.29467102885246277,1.0,0.21151572465896606,0.26456665992736816,0.28562283515930176,0.5171257257461548,0.3205644488334656,0.20544172823429108
the,0.457212895154953,0.42745697498321533,0.27585095167160034,0.30239659547805786,0.19635674357414246,0.5171257257461548,0.22307927906513214,0.3134811818599701,0.3581200838088989,1.0,0.4583131968975067,0.22068053483963013
weak,0.13459941744804382,0.2838204503059387,0.17564593255519867,0.23850591480731964,1.0000001192092896,0.29467102885246277,0.3425135016441345,0.28813913464546204,0.2051873505115509,0.19635674357414246,0.19629761576652527,0.1458035111427307
force,0.17609930038452148,0.16915984451770782,0.1566770374774933,0.20164671540260315,0.3057243824005127,0.24372100830078125,0.41369104385375977,0.6498695015907288,0.16420458257198334,0.2800885736942291,0.22107502818107605,0.1650998443365097
are,0.2074895054101944,0.29724663496017456,0.2518121302127838,0.41111594438552856,0.22773078083992004,0.48576638102531433,0.2411419302225113,0.22039441764354706,0.3685368299484253,0.40399202704429626,0.3446533679962158,0.24591213464736938
indistinguishable,0.1716071218252182,0.2814302146434784,0.23998816311359406,0.22483111917972565,0.22083619236946106,0.2773702144622803,0.30323994159698486,0.21659421920776367,0.37095245718955994,0.28644266724586487,0.3176860213279724,0.14603234827518463
at,1.0,0.2838611304759979,0.20168545842170715,0.1511090099811554,0.13459941744804382,0.3571503460407257,0.1830064058303833,0.20982104539871216,0.2076321542263031,0.457212895154953,0.32705798745155334,0.21978627145290375
a,0.3095070421695709,0.3320399522781372,0.2321433275938034,0.26237669587135315,0.24304337799549103,0.3739250600337982,0.20650780200958252,0.17848460376262665,0.2526538372039795,0.5829201340675354,0.4048157036304474,0.23916715383529663
temperatures,0.22577746212482452,0.2523624897003174,0.9382470846176147,0.22281956672668457,0.24113398790359497,0.28922638297080994,0.34144142270088196,0.23446683585643768,0.2359727919101715,0.27544233202934265,0.23168009519577026,0.1895846426486969
in,0.4374977946281433,0.30808621644973755,0.269207626581192,0.23402775824069977,0.19598926603794098,0.4954058527946472,0.16156403720378876,0.2565164566040039,0.2517908811569214,0.6662389636039734,0.3692481815814972,0.20430970191955566
excess,0.1411358267068863,0.19351524114608765,0.35139912366867065,0.19433964788913727,0.2439204901456833,0.20399294793605804,0.29539766907691956,0.1679213047027588,0.24960105121135712,0.21619649231433868,0.1895938515663147,0.16102707386016846
of,0.42558613419532776,0.33290785551071167,0.21649840474128723,0.26150479912757874,0.19737732410430908,0.5116966962814331,0.23840996623039246,0.3090144991874695,0.2246912121772766,0.733189046382904,0.3808329105377197,0.1826142966747284
approximately,0.2883029878139496,0.21610312163829803,0.2123403698205948,0.13606233894824982,0.14469364285469055,0.3228789269924164,0.1871727705001831,0.21095100045204163,0.11777463555335999,0.33137547969818115,0.28910696506500244,0.10237617790699005
1015,0.09090730547904968,0.007932135835289955,0.09730617702007294,0.11099398881196976,0.017777854576706886,0.06464896351099014,0.053238384425640106,0.022475210949778557,0.023467041552066803,-0.04657265916466713,0.07679188251495361,0.10204626619815826
kelvins,0.2546337842941284,0.3079018294811249,0.5466634035110474,0.26775071024894714,0.21711406111717224,0.26061853766441345,0.45911693572998047,0.21222922205924988,0.2614925801753998,0.27959683537483215,0.3360786437988281,0.19580966234207153
.,0.4549728035926819,0.3567904531955719,0.2795942425727844,0.3613996207714081,0.24743562936782837,0.588965117931366,0.2283685803413391,0.21802116930484772,0.2815418541431427,0.5934505462646484,0.3682591915130615,0.4130953550338745
