,why,did,france,choose,to,give,up,continental,lands,?
they,0.39327314496040344,0.4879390597343445,0.23793530464172363,0.3661673665046692,0.5452046394348145,0.3472822904586792,0.32603394985198975,0.24660490453243256,0.23119856417179108,0.2753053903579712
viewed,0.23098500072956085,0.190229594707489,0.1000632643699646,0.22964124381542206,0.22659115493297577,0.13400070369243622,0.13117672502994537,0.09786392003297806,0.12412944436073303,0.19983090460300446
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
economic,0.19009041786193848,0.14787930250167847,0.1991022825241089,0.16027702391147614,0.26856908202171326,0.17672891914844513,0.13675175607204437,0.17765626311302185,0.20906580984592438,0.1206481084227562
value,0.2380857914686203,0.1280398815870285,0.12805476784706116,0.22179049253463745,0.23921877145767212,0.17474551498889923,0.1975763738155365,0.1126861721277237,0.1731339693069458,0.23920650780200958
of,0.28464117646217346,0.2513895630836487,0.3265724182128906,0.33839884400367737,0.41548454761505127,0.33489471673965454,0.32945773005485535,0.2580660581588745,0.2730972170829773,0.1826142966747284
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
caribbean,0.13024075329303741,0.1775084286928177,0.2247094362974167,0.05199581757187843,0.21283669769763947,0.09749283641576767,0.13824449479579926,0.30948469042778015,0.2071380615234375,0.13602977991104126
islands,0.16506287455558777,0.11318571120500565,0.2089102417230606,0.15143367648124695,0.18220879137516022,0.11321759968996048,0.19731807708740234,0.2712009847164154,0.4194750487804413,0.11824353039264679
',0.27400460839271545,0.25488927960395813,0.24158072471618652,0.18421614170074463,0.34544456005096436,0.18830449879169464,0.21741549670696259,0.12561312317848206,0.12205738574266434,0.330942302942276
sugar,0.08908149600028992,0.1601012945175171,0.08284847438335419,0.09505628794431686,0.1927138715982437,0.15930207073688507,0.23796169459819794,0.10306848585605621,0.14854343235492706,0.12463535368442535
cane,0.10831309109926224,0.11381789296865463,0.1672215610742569,0.0966113954782486,0.22089354693889618,0.152490496635437,0.2288968563079834,0.048409368842840195,0.1764180064201355,0.096322201192379
to,0.4100138247013092,0.4452643394470215,0.2670897841453552,0.38412243127822876,1.0,0.4396136403083801,0.40375280380249023,0.20232366025447845,0.285159707069397,0.29463258385658264
be,0.4042811989784241,0.22657383978366852,0.21067580580711365,0.38239046931266785,0.4972836375236511,0.3856027126312256,0.27963516116142273,0.15714983642101288,0.14098311960697174,0.3324260413646698
greater,0.1395755410194397,0.12908196449279785,0.11404725164175034,0.1387259066104889,0.25585630536079407,0.1975419521331787,0.1445995569229126,0.2281111478805542,0.2321784496307373,0.09723397344350815
and,0.27806392312049866,0.34479495882987976,0.2925812005996704,0.2940208613872528,0.48971283435821533,0.3040338158607483,0.4032393991947174,0.21829797327518463,0.2984853982925415,0.20544172823429108
easier,0.36274826526641846,0.2640499472618103,0.1791793406009674,0.3068968653678894,0.42273572087287903,0.3221997618675232,0.34418898820877075,0.1452418565750122,0.1520741730928421,0.2642807960510254
to,0.4100138247013092,0.4452643394470215,0.2670897841453552,0.38412243127822876,1.0,0.4396136403083801,0.40375280380249023,0.20232366025447845,0.285159707069397,0.29463258385658264
defend,0.2039760798215866,0.20832395553588867,0.09903635829687119,0.2466079294681549,0.35914552211761475,0.3161586821079254,0.2330404818058014,0.18717987835407257,0.27602630853652954,0.21878457069396973
than,0.30495476722717285,0.24820660054683685,0.14041060209274292,0.2547493278980255,0.3192550539970398,0.3182321786880493,0.2813877463340759,0.21509258449077606,0.15331079065799713,0.24917294085025787
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
furs,0.17059294879436493,0.25156256556510925,0.18547311425209045,0.16859133541584015,0.22531606256961823,0.18868215382099152,0.22652298212051392,0.1701931655406952,0.3090457320213318,0.12158351391553879
from,0.2592364251613617,0.20248863101005554,0.20540620386600494,0.18413086235523224,0.4069952368736267,0.25464630126953125,0.2719550132751465,0.18890415132045746,0.2166801244020462,0.19969791173934937
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
continent,0.19590385258197784,0.13197697699069977,0.28108808398246765,0.10065732151269913,0.21310271322727203,0.12599048018455505,0.23997735977172852,0.7444338798522949,0.2881472110748291,0.17592057585716248
.,0.32909876108169556,0.35288307070732117,0.33719199895858765,0.283064067363739,0.4645031690597534,0.34017711877822876,0.351434588432312,0.26854023337364197,0.21775345504283905,0.4130953550338745
,why,did,france,choose,to,give,up,continental,lands,?
france,0.162521094083786,0.2138325721025467,1.0000001192092896,0.1578291356563568,0.2670897841453552,0.17122772336006165,0.1298542320728302,0.2084755152463913,0.24876929819583893,0.15069349110126495
chose,0.30300959944725037,0.41616201400756836,0.21243500709533691,0.5344884395599365,0.33018890023231506,0.28533709049224854,0.17617566883563995,0.1357874721288681,0.1495872586965561,0.2465825378894806
to,0.4100138247013092,0.4452643394470215,0.2670897841453552,0.38412243127822876,1.0,0.4396136403083801,0.40375280380249023,0.20232366025447845,0.285159707069397,0.29463258385658264
cede,0.143043652176857,0.16080060601234436,0.28641989827156067,0.14287495613098145,0.25156155228614807,0.24416431784629822,0.19266581535339355,0.284575492143631,0.39033639430999756,0.2014404535293579
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
former,0.06980433315038681,0.0988369733095169,0.21789593994617462,0.17365168035030365,0.12857267260551453,0.08711007982492447,0.11287727952003479,0.1747700572013855,0.15807874500751495,0.10570605844259262
",",0.2827242314815521,0.3015086054801941,0.28250643610954285,0.25782981514930725,0.44245919585227966,0.2844066619873047,0.34193792939186096,0.21947523951530457,0.24265161156654358,0.31091248989105225
but,0.49691087007522583,0.49033689498901367,0.25404971837997437,0.346934974193573,0.5542377829551697,0.4365346133708954,0.39005759358406067,0.22484444081783295,0.24334049224853516,0.27921953797340393
was,0.23341619968414307,0.41399896144866943,0.2715669870376587,0.19316431879997253,0.3636345863342285,0.16511452198028564,0.24070115387439728,0.23607179522514343,0.22538143396377563,0.18412111699581146
able,0.3394639790058136,0.43777281045913696,0.11805001646280289,0.3929203748703003,0.529755175113678,0.39399662613868713,0.2768653929233551,0.1691293865442276,0.15511269867420197,0.260649710893631
to,0.4100138247013092,0.4452643394470215,0.2670897841453552,0.38412243127822876,1.0,0.4396136403083801,0.40375280380249023,0.20232366025447845,0.285159707069397,0.29463258385658264
negotiate,0.19037531316280365,0.28975221514701843,0.24144867062568665,0.28647738695144653,0.36356520652770996,0.26275578141212463,0.1988242268562317,0.17897512018680573,0.24192814528942108,0.1142830103635788
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
retention,0.2358478158712387,0.14897313714027405,0.16062970459461212,0.21775060892105103,0.3384021520614624,0.22885264456272125,0.20274649560451508,0.1733289659023285,0.10000933706760406,0.15732544660568237
of,0.28464117646217346,0.2513895630836487,0.3265724182128906,0.33839884400367737,0.41548454761505127,0.33489471673965454,0.32945773005485535,0.2580660581588745,0.2730972170829773,0.1826142966747284
saint,0.1638663113117218,0.11149995774030685,0.3762119710445404,0.14418770372867584,0.20921090245246887,0.1403866559267044,0.15584620833396912,0.202320858836174,0.15323545038700104,0.15690264105796814
pierre,0.07815005630254745,0.12709440290927887,0.37711846828460693,0.04801575094461441,0.1525011956691742,0.07324019819498062,0.07864401489496231,0.11058998107910156,0.08948852121829987,0.16526779532432556
