,what,band,headlined,half-time,during,super,bowl,50,?
the,0.42745697498321533,0.25564542412757874,0.2894550859928131,0.41075050830841064,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.13651713728904724,0.17477919161319733,0.18724042177200317,0.2529486119747162,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.20147624611854553,0.1954048126935959,0.3206186890602112,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
50,-0.04124141484498978,0.10636164993047714,0.07918412983417511,-0.1028478741645813,0.07054752856492996,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.030512850731611252
halftime,0.18945850431919098,0.4445418119430542,0.4387337267398834,0.7846354246139526,0.4305741488933563,0.4056760370731354,0.4822790324687958,0.010851318016648293,0.21138669550418854
show,0.29653704166412354,0.2812274098396301,0.2542087435722351,0.3125592768192291,0.2252446562051773,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.2520138621330261
was,0.22111038863658905,0.25975263118743896,0.22705139219760895,0.3901863098144531,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
headlined,0.20502004027366638,0.2850625813007355,1.0000001192092896,0.3550112843513489,0.22189125418663025,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.26601076126098633
by,0.2455483376979828,0.20359814167022705,0.2042505443096161,0.3725889325141907,0.3220438063144684,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.17966607213020325
the,0.42745697498321533,0.25564542412757874,0.2894550859928131,0.41075050830841064,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
british,0.19255435466766357,0.19703637063503265,0.11987248063087463,0.1952408403158188,0.20890392363071442,0.09609456360340118,0.07435981184244156,-0.0867072194814682,0.09711728990077972
rock,0.1923677921295166,0.5598668456077576,0.2310975342988968,0.3344170153141022,0.18598216772079468,0.1722574681043625,0.18685930967330933,0.09487134218215942,0.13172835111618042
group,0.2114069163799286,0.323089063167572,0.1444120705127716,0.2611342966556549,0.18818572163581848,0.19919921457767487,0.07137768715620041,0.030915753915905952,0.13827809691429138
coldplay,0.23672455549240112,0.5680100321769714,0.3842167556285858,0.4417642652988434,0.196151003241539,0.1792786419391632,0.2318706214427948,0.061377592384815216,0.2499987930059433
with,0.2464839518070221,0.23040688037872314,0.2896673083305359,0.371209979057312,0.28545209765434265,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
special,0.24134232103824615,0.10037463903427124,0.1802847981452942,0.2598402500152588,0.18424199521541595,0.2675681412220001,0.188632994890213,0.010398488491773605,0.29623302817344666
guest,0.1783466339111328,0.1863158494234085,0.3399943709373474,0.27078428864479065,0.18339216709136963,0.14743146300315857,0.15391510725021362,-0.035958822816610336,0.23479853570461273
performers,0.18230268359184265,0.3452262878417969,0.37757447361946106,0.29993852972984314,0.2257702499628067,0.18863414227962494,0.21752095222473145,0.04357623681426048,0.1344873309135437
beyoncé,0.2106333076953888,0.3733983039855957,0.37132003903388977,0.3212202787399292,0.1856650859117508,0.24138446152210236,0.12174837291240692,0.06065298616886139,0.25188755989074707
and,0.31309178471565247,0.2830182611942291,0.22864364087581635,0.411268025636673,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
bruno,0.06070578843355179,0.1180456355214119,0.14641636610031128,0.2746320366859436,0.16646124422550201,0.18888013064861298,0.16676555573940277,0.02545374073088169,0.1273501217365265
mars,0.16458405554294586,0.20510302484035492,0.11071058362722397,0.24701787531375885,0.16332504153251648,0.07628661394119263,0.10299471765756607,0.05056136101484299,0.1826961636543274
",",0.3087472915649414,0.281078964471817,0.28681400418281555,0.4255981147289276,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
who,0.40942975878715515,0.2104743868112564,0.15209026634693146,0.28521233797073364,0.30551859736442566,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.26220351457595825
headlined,0.20502004027366638,0.2850625813007355,1.0000001192092896,0.3550112843513489,0.22189125418663025,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.26601076126098633
the,0.42745697498321533,0.25564542412757874,0.2894550859928131,0.41075050830841064,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.13651713728904724,0.17477919161319733,0.18724042177200317,0.2529486119747162,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.20147624611854553,0.1954048126935959,0.3206186890602112,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
xlvii,0.16788068413734436,0.2742971181869507,0.267196923494339,0.4071660339832306,0.22946162521839142,0.5601666569709778,0.5970584154129028,0.13962267339229584,0.19350703060626984
and,0.31309178471565247,0.2830182611942291,0.22864364087581635,0.411268025636673,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
super,0.13651713728904724,0.17477919161319733,0.18724042177200317,0.2529486119747162,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.20147624611854553,0.1954048126935959,0.3206186890602112,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
xlviii,0.1383136361837387,0.2531830370426178,0.24025900661945343,0.4022524356842041,0.21198585629463196,0.5269481539726257,0.5582984089851379,0.1264488399028778,0.18409758806228638
halftime,0.18945850431919098,0.4445418119430542,0.4387337267398834,0.7846354246139526,0.4305741488933563,0.4056760370731354,0.4822790324687958,0.010851318016648293,0.21138669550418854
shows,0.30282244086265564,0.2417243868112564,0.21946609020233154,0.27480825781822205,0.23531271517276764,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.2040930688381195
