,other,than,the,motion,picture,and,television,industry,",",what,other,major,industry,is,centered,in,los,angeles,?
the,0.44152235984802246,0.3227543234825134,1.0,0.30530840158462524,0.31755533814430237,0.5171257257461548,0.24569597840309143,0.26942890882492065,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.31775903701782227,0.26942890882492065,0.5823672413825989,0.346942275762558,0.6662389636039734,0.2502395510673523,0.24588194489479065,0.22068053483963013
motion,0.18668271601200104,0.11745674163103104,0.30530840158462524,0.9999999403953552,0.5989224910736084,0.2186078429222107,0.3063580393791199,0.26741161942481995,0.18457698822021484,0.260096937417984,0.18668271601200104,0.160544291138649,0.26741161942481995,0.2224293351173401,0.18941932916641235,0.2190442532300949,0.15654678642749786,0.18728291988372803,0.20143945515155792
picture,0.20199565589427948,0.23865634202957153,0.31755533814430237,0.5989224910736084,1.0,0.20889809727668762,0.2968578636646271,0.21100878715515137,0.21603867411613464,0.306155264377594,0.20199565589427948,0.11891747266054153,0.21100878715515137,0.2752813696861267,0.19720616936683655,0.24315592646598816,0.1035812571644783,0.12220603227615356,0.24607865512371063
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.18457698822021484,0.21603867411613464,0.6633074283599854,0.27995240688323975,0.24502649903297424,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.29355156421661377,0.24502649903297424,0.4691906273365021,0.22766940295696259,0.5201468467712402,0.242568701505661,0.23721925914287567,0.31091248989105225
television,0.22152510285377502,0.1793273538351059,0.24569597840309143,0.3063580393791199,0.2968578636646271,0.29514092206954956,1.0000001192092896,0.21945546567440033,0.27995240688323975,0.19838058948516846,0.22152510285377502,0.16757544875144958,0.21945546567440033,0.21374565362930298,0.16575895249843597,0.2689782977104187,0.2735762894153595,0.29514986276626587,0.16825827956199646
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.18457698822021484,0.21603867411613464,0.6633074283599854,0.27995240688323975,0.24502649903297424,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.29355156421661377,0.24502649903297424,0.4691906273365021,0.22766940295696259,0.5201468467712402,0.242568701505661,0.23721925914287567,0.31091248989105225
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.2186078429222107,0.20889809727668762,1.0,0.29514092206954956,0.2615980803966522,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.29795366525650024,0.2615980803966522,0.3859752118587494,0.2833189070224762,0.4954058527946472,0.22504177689552307,0.2403915673494339,0.20544172823429108
music,0.23644419014453888,0.14435775578022003,0.2714049816131592,0.21679788827896118,0.25154492259025574,0.2946314513683319,0.3069798946380615,0.2865329384803772,0.30347302556037903,0.23070453107357025,0.23644419014453888,0.16140040755271912,0.2865329384803772,0.17702555656433105,0.1552983969449997,0.22969312965869904,0.19499200582504272,0.21195581555366516,0.18264494836330414
industry,0.22482368350028992,0.15485236048698425,0.26942890882492065,0.26741161942481995,0.21100878715515137,0.2615980803966522,0.21945546567440033,1.0000001192092896,0.24502649903297424,0.1966298520565033,0.22482368350028992,0.1881316751241684,1.0000001192092896,0.25796735286712646,0.213400200009346,0.2675124704837799,0.12501762807369232,0.13370466232299805,0.11813290417194366
is,0.25895947217941284,0.2839990258216858,0.5823672413825989,0.2224293351173401,0.2752813696861267,0.3859752118587494,0.21374565362930298,0.25796735286712646,0.4691906273365021,0.28837618231773376,0.25895947217941284,0.19079607725143433,0.25796735286712646,1.0,0.2504463791847229,0.5394441485404968,0.17008589208126068,0.1558004766702652,0.22961433231830597
