,how,is,dioxygen,most,simply,described,?
the,0.33890387415885925,0.5823672413825989,0.2871758043766022,0.47635307908058167,0.3653980493545532,0.2878154516220093,0.22068053483963013
bond,0.14675888419151306,0.21518169343471527,0.3172967731952667,0.15740878880023956,0.08303918689489365,0.17264524102210999,0.13208535313606262
can,0.49246567487716675,0.44256699085235596,0.33874276280403137,0.3452373743057251,0.38231831789016724,0.17814530432224274,0.3226337134838104
be,0.4158933162689209,0.4819129705429077,0.30117732286453247,0.3381733000278473,0.3588997721672058,0.30553197860717773,0.3324260413646698
variously,0.25870421528816223,0.19235555827617645,0.20143510401248932,0.28496918082237244,0.26819610595703125,0.2382417619228363,0.18915246427059174
described,0.2526073157787323,0.2517563998699188,0.13053148984909058,0.2807270288467407,0.24604347348213196,0.9999999403953552,0.1374269425868988
based,0.29692843556404114,0.3248139023780823,0.13007257878780365,0.24925106763839722,0.20301054418087006,0.21262148022651672,0.134929820895195
on,0.32655060291290283,0.3635730445384979,0.22839337587356567,0.28303956985473633,0.22995029389858246,0.14733895659446716,0.2714994251728058
level,0.27169108390808105,0.24803997576236725,0.24798175692558289,0.16153503954410553,0.16820864379405975,0.1187773197889328,0.20528386533260345
of,0.2480744868516922,0.4854315221309662,0.24121849238872528,0.4178851246833801,0.2891358435153961,0.297532320022583,0.1826142966747284
theory,0.31550133228302,0.19279582798480988,0.19561727344989777,0.232156440615654,0.2441025972366333,0.27029064297676086,0.1387292891740799
",",0.22659391164779663,0.4691906273365021,0.2609575390815735,0.3636029064655304,0.3156386911869049,0.25326472520828247,0.31091248989105225
but,0.43101516366004944,0.4106791317462921,0.2864445149898529,0.45211657881736755,0.3914499580860138,0.28772228956222534,0.27921953797340393
is,0.22544461488723755,1.0,0.2500855028629303,0.41165053844451904,0.39395248889923096,0.2517563998699188,0.22961433231830597
reasonably,0.38971784710884094,0.2752450406551361,0.19853979349136353,0.2969576418399811,0.36642929911613464,0.2581996023654938,0.35103633999824524
and,0.33647966384887695,0.3859752118587494,0.2623746693134308,0.4309377074241638,0.2689659595489502,0.2681671977043152,0.20544172823429108
simply,0.3277812600135803,0.39395248889923096,0.20516444742679596,0.2888231873512268,1.0,0.24604347348213196,0.2984147369861603
described,0.2526073157787323,0.2517563998699188,0.13053148984909058,0.2807270288467407,0.24604347348213196,0.9999999403953552,0.1374269425868988
as,0.33782753348350525,0.43216490745544434,0.19579321146011353,0.3548237979412079,0.3997967541217804,0.3644653260707855,0.27043893933296204
a,0.29312583804130554,0.658733606338501,0.240678608417511,0.3508910834789276,0.3719869554042816,0.25473126769065857,0.23916715383529663
covalent,0.22280210256576538,0.2973787486553192,0.477230042219162,0.2967853546142578,0.20239269733428955,0.2024921178817749,0.20853163301944733
double,0.1738475114107132,0.1794169545173645,0.1774371713399887,0.14596113562583923,0.2130259871482849,0.16561760008335114,0.10017921775579453
bond,0.14675888419151306,0.21518169343471527,0.3172967731952667,0.15740878880023956,0.08303918689489365,0.17264524102210999,0.13208535313606262
that,0.557814359664917,0.3995479643344879,0.3129707872867584,0.4497850239276886,0.43726885318756104,0.3262448310852051,0.32716336846351624
results,0.2975708544254303,0.20523308217525482,0.19976715743541718,0.17941884696483612,0.2636222839355469,0.2462894469499588,0.21797199547290802
from,0.22939439117908478,0.27355384826660156,0.24625377357006073,0.28580769896507263,0.21517765522003174,0.17046944797039032,0.19969791173934937
the,0.33890387415885925,0.5823672413825989,0.2871758043766022,0.47635307908058167,0.3653980493545532,0.2878154516220093,0.22068053483963013
filling,0.2137097865343094,0.22023674845695496,0.26962703466415405,0.1781768798828125,0.22707650065422058,0.17827613651752472,0.21185900270938873
of,0.2480744868516922,0.4854315221309662,0.24121849238872528,0.4178851246833801,0.2891358435153961,0.297532320022583,0.1826142966747284
molecular,0.2647314667701721,0.2143259346485138,0.4294970631599426,0.18761473894119263,0.19250743091106415,0.23201259970664978,0.1327144205570221
orbitals,0.27880236506462097,0.19447456300258636,0.4550866484642029,0.15379208326339722,0.17703010141849518,0.18323306739330292,0.20797790586948395
formed,0.13206253945827484,0.22319979965686798,0.1967359036207199,0.20734791457653046,0.17741705477237701,0.20779381692409515,0.09686966985464096
from,0.22939439117908478,0.27355384826660156,0.24625377357006073,0.28580769896507263,0.21517765522003174,0.17046944797039032,0.19969791173934937
the,0.33890387415885925,0.5823672413825989,0.2871758043766022,0.47635307908058167,0.3653980493545532,0.2878154516220093,0.22068053483963013
atomic,0.26101911067962646,0.1635025292634964,0.3620619773864746,0.11346569657325745,0.13273660838603973,0.1839238405227661,0.16654692590236664
orbitals,0.27880236506462097,0.19447456300258636,0.4550866484642029,0.15379208326339722,0.17703010141849518,0.18323306739330292,0.20797790586948395
of,0.2480744868516922,0.4854315221309662,0.24121849238872528,0.4178851246833801,0.2891358435153961,0.297532320022583,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,0.2871758043766022,0.47635307908058167,0.3653980493545532,0.2878154516220093,0.22068053483963013
individual,0.38188791275024414,0.21069909632205963,0.2131112813949585,0.25774285197257996,0.3007764518260956,0.2496129423379898,0.2058374285697937
oxygen,0.21928748488426208,0.21825239062309265,0.9219944477081299,0.21728017926216125,0.17504671216011047,0.0869915559887886,0.16786395013332367
atoms,0.3024098575115204,0.21835871040821075,0.4960639178752899,0.1396285891532898,0.18739891052246094,0.1533033549785614,0.17423541843891144
",",0.22659391164779663,0.4691906273365021,0.2609575390815735,0.3636029064655304,0.3156386911869049,0.25326472520828247,0.31091248989105225
the,0.33890387415885925,0.5823672413825989,0.2871758043766022,0.47635307908058167,0.3653980493545532,0.2878154516220093,0.22068053483963013
filling,0.2137097865343094,0.22023674845695496,0.26962703466415405,0.1781768798828125,0.22707650065422058,0.17827613651752472,0.21185900270938873
of,0.2480744868516922,0.4854315221309662,0.24121849238872528,0.4178851246833801,0.2891358435153961,0.297532320022583,0.1826142966747284
which,0.4852597713470459,0.4457404911518097,0.35948604345321655,0.4637843072414398,0.407392293214798,0.2776082456111908,0.25814583897590637
results,0.2975708544254303,0.20523308217525482,0.19976715743541718,0.17941884696483612,0.2636222839355469,0.2462894469499588,0.21797199547290802
in,0.2601168751716614,0.5394441485404968,0.21299557387828827,0.41416558623313904,0.26013514399528503,0.28813880681991577,0.20430970191955566
a,0.29312583804130554,0.658733606338501,0.240678608417511,0.3508910834789276,0.3719869554042816,0.25473126769065857,0.23916715383529663
bond,0.14675888419151306,0.21518169343471527,0.3172967731952667,0.15740878880023956,0.08303918689489365,0.17264524102210999,0.13208535313606262
order,0.22134430706501007,0.19403748214244843,0.2110757976770401,0.17443051934242249,0.24724866449832916,0.17546819150447845,0.13725648820400238
of,0.2480744868516922,0.4854315221309662,0.24121849238872528,0.4178851246833801,0.2891358435153961,0.297532320022583,0.1826142966747284
two,0.2499001920223236,0.2315155267715454,0.25695866346359253,0.3709908723831177,0.2625187337398529,0.2367422729730606,0.19645625352859497
.,0.3287222981452942,0.4569662809371948,0.27416276931762695,0.35404038429260254,0.21641871333122253,0.21733810007572174,0.4130953550338745
