,who,was,the,panthers,head,coach,for,the,2015,season,?
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.23276561498641968,0.2096976488828659,0.2121175080537796,0.39140474796295166,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.2433311939239502
rivera,0.23454982042312622,0.23242460191249847,0.21485848724842072,0.2365141361951828,0.1845838725566864,0.2656627297401428,0.18858976662158966,0.21485848724842072,0.006762763485312462,0.24952314794063568,0.17391206324100494
having,0.4130314290523529,0.2792723774909973,0.3821379244327545,0.1944659799337387,0.23802119493484497,0.0727459192276001,0.38465240597724915,0.3821379244327545,-0.048095859587192535,0.20948754251003265,0.22418256103992462
been,0.3295723795890808,0.518218457698822,0.3563927710056305,0.19521121680736542,0.2029285728931427,0.08882880210876465,0.39068686962127686,0.3563927710056305,0.03664843738079071,0.1832963228225708,0.24354910850524902
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.2255268394947052,0.2807295620441437,0.16662418842315674,0.44038116931915283,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.23916715383529663
linebacker,0.18917565047740936,0.24367733299732208,0.19719967246055603,0.46772301197052,0.2848784625530243,0.43442055583000183,0.27424296736717224,0.19719967246055603,-0.05198060721158981,0.30305373668670654,0.15540370345115662
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.23276561498641968,0.2096976488828659,0.2121175080537796,0.39140474796295166,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,1.0,0.2602776288986206,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
chicago,0.2047077715396881,0.2574843168258667,0.27360326051712036,0.3854193687438965,0.1567242443561554,0.21218585968017578,0.2320132851600647,0.27360326051712036,-0.10526909679174423,0.2043454349040985,0.16446958482265472
bears,0.2247142642736435,0.15445531904697418,0.2872300446033478,0.3801887035369873,0.23696985840797424,0.25119152665138245,0.29828059673309326,0.2872300446033478,-0.05773189291357994,0.266154021024704,0.13283714652061462
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.2115829735994339,0.21927717328071594,0.1651318073272705,0.4322226941585541,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.27118441462516785,0.10849252343177795,0.14526855945587158,0.22938419878482819,0.21959073841571808,0.04363032057881355,0.2755677402019501,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.34713199734687805,0.1580892950296402,0.2445603609085083,0.24430087208747864,0.21576224267482758,0.0710686594247818,0.3117852509021759,0.21118052303791046
xx,0.04185507446527481,0.10998591035604477,0.2355078011751175,0.14593183994293213,-0.02473280392587185,0.12755094468593597,0.16021662950515747,0.2355078011751175,0.22392983734607697,0.15609031915664673,0.11678656935691833
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2494642585515976,0.2711189091205597,0.2760384678840637,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2230100929737091,0.24040718376636505,0.2508825957775116,0.5064792633056641,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
kubiak,0.1886254996061325,0.2883514165878296,0.1740415245294571,0.38326960802078247,0.38312670588493347,0.4861065447330475,0.19223859906196594,0.1740415245294571,0.10086428374052048,0.3101365864276886,0.15975911915302277
replacing,0.15232381224632263,0.23676848411560059,0.29703330993652344,0.18311023712158203,0.15639273822307587,0.173761785030365,0.29616579413414,0.29703330993652344,0.00319016445428133,0.1935575008392334,0.16467362642288208
elway,0.30533918738365173,0.24907957017421722,0.2985321283340454,0.38199660181999207,0.21116530895233154,0.3424904942512512,0.27748486399650574,0.2985321283340454,-0.05971250683069229,0.2741435170173645,0.2248448133468628
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.21283596754074097,0.18011631071567535,0.18276141583919525,0.34237727522850037,0.457212895154953,0.12469656765460968,0.18120098114013672,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,1.0,0.2602776288986206,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
end,0.15423893928527832,0.19220198690891266,0.39658910036087036,0.14626342058181763,0.17192226648330688,0.17066054046154022,0.22042374312877655,0.39658910036087036,0.07728268206119537,0.24212270975112915,0.12543344497680664
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.23357392847537994,0.2945564389228821,0.144924595952034,0.4185989499092102,0.733189046382904,0.21138253808021545,0.1598338931798935,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.2602776288986206,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
broncos,0.1763724684715271,0.23574475944042206,0.25985947251319885,0.5347585678100586,0.2802664041519165,0.40552663803100586,0.2739109396934509,0.25985947251319885,-0.0028495145961642265,0.3664494454860687,0.18377114832401276
',0.22534559667110443,0.33675912022590637,0.474788099527359,0.22155213356018066,0.2387000024318695,0.19208282232284546,0.31184524297714233,0.474788099527359,0.08155038207769394,0.1687038391828537,0.330942302942276
defeats,0.24000544846057892,0.19967372715473175,0.26858824491500854,0.15377932786941528,0.1359475553035736,0.18841901421546936,0.12585511803627014,0.26858824491500854,0.33523714542388916,0.12582911550998688,0.14861717820167542
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.2115829735994339,0.21927717328071594,0.1651318073272705,0.4322226941585541,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.27118441462516785,0.10849252343177795,0.14526855945587158,0.22938419878482819,0.21959073841571808,0.04363032057881355,0.2755677402019501,0.166326642036438
bowls,0.19806717336177826,0.14966177940368652,0.17019082605838776,0.3735400438308716,0.19118455052375793,0.31778427958488464,0.2635827958583832,0.17019082605838776,-0.01526895072311163,0.3087266683578491,0.1849047988653183
xxi,0.08279009163379669,0.2629799544811249,0.22909332811832428,0.19225448369979858,0.06725388765335083,0.0866440013051033,0.12593093514442444,0.22909332811832428,0.3879302740097046,0.16112229228019714,0.13385747373104095
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2230100929737091,0.24040718376636505,0.2508825957775116,0.5064792633056641,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
xxiv,0.1426955759525299,0.2989092469215393,0.31586477160453796,0.31794750690460205,0.10041003674268723,0.1713363379240036,0.22738787531852722,0.31586477160453796,0.3570103049278259,0.23964644968509674,0.18002042174339294
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2494642585515976,0.2711189091205597,0.2760384678840637,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
this,0.3345087468624115,0.3638818562030792,0.6274310946464539,0.18392351269721985,0.19629380106925964,0.10861975699663162,0.5082864165306091,0.6274310946464539,-0.008934302255511284,0.22691239416599274,0.3155723512172699
will,0.24651563167572021,0.22588570415973663,0.3635469079017639,0.17280025780200958,0.14381571114063263,0.10279373824596405,0.3647450804710388,0.3635469079017639,-0.1012469008564949,0.20284317433834076,0.35046905279159546
be,0.3371641933917999,0.42228707671165466,0.4248143136501312,0.14882880449295044,0.1369733065366745,0.10715773701667786,0.3801851272583008,0.4248143136501312,-0.05046864226460457,0.181123748421669,0.3324260413646698
the,0.3733934462070465,0.48711544275283813,1.0,0.2602776288986206,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.1861710250377655,0.21007387340068817,0.15629854798316956,0.3800288736820221,0.49448907375335693,0.09433458745479584,0.26634398102760315,0.18701928853988647
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.27118441462516785,0.10849252343177795,0.14526855945587158,0.22938419878482819,0.21959073841571808,0.04363032057881355,0.2755677402019501,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.34713199734687805,0.1580892950296402,0.2445603609085083,0.24430087208747864,0.21576224267482758,0.0710686594247818,0.3117852509021759,0.21118052303791046
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.2115829735994339,0.21927717328071594,0.1651318073272705,0.4322226941585541,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
which,0.3688730001449585,0.2830964922904968,0.6521818041801453,0.2003214955329895,0.21546128392219543,0.10091368108987808,0.44095608592033386,0.6521818041801453,-0.028074992820620537,0.20103639364242554,0.25814583897590637
both,0.31663915514945984,0.2990766167640686,0.4931981563568115,0.22645926475524902,0.16995544731616974,0.12942662835121155,0.3887220323085785,0.4931981563568115,0.006541307549923658,0.14995135366916656,0.19455738365650177
head,0.20998527109622955,0.2465479075908661,0.3079071640968323,0.2531723082065582,0.9999998807907104,0.41754329204559326,0.15612448751926422,0.3079071640968323,0.0762634128332138,0.1542927622795105,0.10879309475421906
coaches,0.22004570066928864,0.16916756331920624,0.2065359503030777,0.29759499430656433,0.32411879301071167,0.7917104959487915,0.25747817754745483,0.2065359503030777,-0.07611621916294098,0.268331915140152,0.13366200029850006
played,0.26104769110679626,0.3139837682247162,0.2603478729724884,0.3459891974925995,0.16649074852466583,0.3274397850036621,0.31373727321624756,0.2603478729724884,-0.062381863594055176,0.34322720766067505,0.14096300303936005
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.2115829735994339,0.21927717328071594,0.1651318073272705,0.4322226941585541,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.2602776288986206,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
game,0.2523840069770813,0.2568269371986389,0.285271555185318,0.26323550939559937,0.1504586786031723,0.19499178230762482,0.2608485519886017,0.285271555185318,-0.003872275585308671,0.3434298038482666,0.1829071193933487
themselves,0.42025554180145264,0.1582118272781372,0.3444426357746124,0.12964841723442078,0.13633273541927338,0.008644581772387028,0.2530568838119507,0.3444426357746124,-0.05057845264673233,0.09522060304880142,0.20170879364013672
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.23446570336818695,0.2515932321548462,0.20588655769824982,0.4726039469242096,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.4130953550338745
