,what,did,tesla,establish,following,his,colorado,experiments,?
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.31343501806259155,0.39779382944107056,0.4394008219242096,0.24470749497413635,0.21008943021297455,0.22068053483963013
colorado,0.1414678543806076,0.16166602075099945,0.17255069315433502,0.144871786236763,0.11957325041294098,0.18580646812915802,1.0,0.15858805179595947,0.15461322665214539
experiments,0.3106561601161957,0.2717590034008026,0.29793205857276917,0.2550886273384094,0.13729384541511536,0.2605794072151184,0.15858805179595947,0.9999998807907104,0.14564716815948486
had,0.23849567770957947,0.540525496006012,0.12050733715295792,0.1964377760887146,0.23528310656547546,0.4401516616344452,0.1779114156961441,0.23248301446437836,0.20728366076946259
prepared,0.29325538873672485,0.2929789125919342,0.056444521993398666,0.20153599977493286,0.25221285223960876,0.23858658969402313,0.1646130234003067,0.20117585361003876,0.23652499914169312
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.14300689101219177,0.0097203329205513,0.1580733060836792,0.17255069315433502,0.29793205857276917,0.10250775516033173
for,0.3017193675041199,0.318512886762619,0.13983871042728424,0.1806582361459732,0.2965082824230194,0.39312878251075745,0.19454334676265717,0.2637265622615814,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.31343501806259155,0.39779382944107056,0.4394008219242096,0.24470749497413635,0.21008943021297455,0.22068053483963013
establishment,0.1702135056257248,0.20103003084659576,0.1587732434272766,0.7090079188346863,0.24099628627300262,0.20461997389793396,0.10840845853090286,0.2746637165546417,0.1661023646593094
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.210533007979393,0.3576679527759552,0.38364991545677185,0.17896123230457306,0.16935081779956818,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.31343501806259155,0.39779382944107056,0.4394008219242096,0.24470749497413635,0.21008943021297455,0.22068053483963013
trans-atlantic,0.2182588428258896,0.17936772108078003,0.12630558013916016,0.1735043078660965,0.22996549308300018,0.17620737850666046,0.2312029004096985,0.21027369797229767,0.17383970320224762
wireless,0.18138271570205688,0.11166471242904663,0.3652113080024719,0.17474041879177094,0.11535578966140747,0.10785644501447678,0.13028153777122498,0.21982169151306152,0.08461163192987442
telecommunications,0.20436683297157288,0.1562453806400299,0.3683321177959442,0.2608831822872162,0.14943714439868927,0.13658496737480164,0.1688390076160431,0.27955248951911926,0.10905920714139938
facility,0.13735945522785187,0.12269388139247894,0.27624014019966125,0.23891523480415344,0.08784042298793793,0.1556001752614975,0.2271391600370407,0.29115352034568787,0.12783357501029968
known,0.20381177961826324,0.25943970680236816,0.09137910604476929,0.13265538215637207,0.17343874275684357,0.29665085673332214,0.16364289820194244,0.17601940035820007,0.18314571678638458
as,0.31749409437179565,0.3596470057964325,0.10285310447216034,0.2639545798301697,0.39620932936668396,0.3146366477012634,0.20646785199642181,0.27534615993499756,0.27043893933296204
wardenclyffe,0.24065987765789032,0.2182881236076355,0.14223843812942505,0.21036657691001892,0.2245839685201645,0.37976711988449097,0.22255440056324005,0.1906469762325287,0.22984455525875092
near,0.19414293766021729,0.08748484402894974,0.08963809162378311,0.1829095482826233,0.1414591670036316,0.13597472012043,0.16208256781101227,0.15166224539279938,0.10734958201646805
shoreham,0.2224341183900833,0.153847798705101,0.0953887477517128,0.14114254713058472,0.13818782567977905,0.18461616337299347,0.196494460105896,0.1620289385318756,0.10120284557342529
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.19669954478740692,0.27101513743400574,0.3378419280052185,0.23917348682880402,0.22640827298164368,0.31091248989105225
long,0.28276848793029785,0.20462055504322052,0.14681872725486755,0.18763034045696259,0.1263306587934494,0.18129055202007294,0.13724243640899658,0.21181286871433258,0.19699987769126892
island,0.1299295574426651,0.11249405890703201,0.026036564260721207,0.15294262766838074,0.14103157818317413,0.16101308166980743,0.16348610818386078,0.14911097288131714,0.0887429490685463
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.2126183956861496,0.30538758635520935,0.3119256794452667,0.26907283067703247,0.261809378862381,0.4130953550338745
