,for,which,tv,season,did,color,first,become,a,dominant,format,?
it,0.32171204686164856,0.616637647151947,0.15281613171100616,0.21162153780460358,0.2993364930152893,0.20800408720970154,0.3491429388523102,0.2850925028324127,0.5452592968940735,0.18656954169273376,0.23093080520629883,0.25732165575027466
was,0.3863949179649353,0.2830964922904968,0.1889979988336563,0.24797968566417694,0.41399896144866943,0.15961390733718872,0.5022147297859192,0.3147440552711487,0.4508470594882965,0.19921712577342987,0.1396103948354721,0.18412111699581146
not,0.39280617237091064,0.46766895055770874,0.17478340864181519,0.19720205664634705,0.6481515765190125,0.25886595249176025,0.2955942749977112,0.37111109495162964,0.3791346549987793,0.2527817189693451,0.2730765640735626,0.41942933201789856
until,0.2802979350090027,0.2778668999671936,0.17778541147708893,0.28258734941482544,0.33905428647994995,0.17999732494354248,0.3975810110569,0.266606867313385,0.2314814180135727,0.16378578543663025,0.09928055107593536,0.20304496586322784
the,0.4739971458911896,0.6521818041801453,0.20034731924533844,0.2507155239582062,0.34736719727516174,0.21895472705364227,0.49448907375335693,0.31731709837913513,0.5829201340675354,0.3743239641189575,0.21678368747234344,0.22068053483963013
1965–66,0.1874670684337616,0.16977006196975708,-0.026482807472348213,0.17133359611034393,0.1743905395269394,0.09509903937578201,0.1787896454334259,0.17478370666503906,0.11335726827383041,0.06710647791624069,0.09208959341049194,0.26916569471359253
season,0.24490800499916077,0.20103639364242554,0.29495474696159363,1.0,0.19368280470371246,0.24341042339801788,0.26634398102760315,0.16461481153964996,0.1855505406856537,0.15084922313690186,0.20231521129608154,0.16793298721313477
that,0.4137635827064514,0.6894589066505432,0.16911949217319489,0.21767571568489075,0.47518548369407654,0.22090333700180054,0.3482176661491394,0.33698222041130066,0.47537946701049805,0.3037550449371338,0.22385092079639435,0.32716336846351624
color,0.2378578633069992,0.26011791825294495,0.20010197162628174,0.24341042339801788,0.19901683926582336,1.0,0.2140340805053711,0.11303391307592392,0.1907898187637329,0.22630435228347778,0.2158849984407425,0.21299609541893005
became,0.3017078936100006,0.17613163590431213,0.13710640370845795,0.22485962510108948,0.3632316589355469,0.08566529303789139,0.37862223386764526,0.6258460283279419,0.28774285316467285,0.23370766639709473,0.09545299410820007,0.11374033987522125
the,0.4739971458911896,0.6521818041801453,0.20034731924533844,0.2507155239582062,0.34736719727516174,0.21895472705364227,0.49448907375335693,0.31731709837913513,0.5829201340675354,0.3743239641189575,0.21678368747234344,0.22068053483963013
dominant,0.21235959231853485,0.33016008138656616,0.09434092044830322,0.15084922313690186,0.12949931621551514,0.22630435228347778,0.2249051034450531,0.265375554561615,0.252237468957901,1.0000001192092896,0.13044464588165283,0.07625212520360947
format,0.3087678551673889,0.22834402322769165,0.21899448335170746,0.20231521129608154,0.1477918177843094,0.2158849984407425,0.19403497874736786,0.07892222702503204,0.23724766075611115,0.13044464588165283,1.0,0.2222042977809906
for,0.9999999403953552,0.44095608592033386,0.22924813628196716,0.24490800499916077,0.318512886762619,0.2378578633069992,0.3800288736820221,0.3047906458377838,0.44038116931915283,0.21235959231853485,0.3087678551673889,0.264628142118454
the,0.4739971458911896,0.6521818041801453,0.20034731924533844,0.2507155239582062,0.34736719727516174,0.21895472705364227,0.49448907375335693,0.31731709837913513,0.5829201340675354,0.3743239641189575,0.21678368747234344,0.22068053483963013
three,0.3032672107219696,0.40919098258018494,0.16803818941116333,0.23377679288387299,0.2043166607618332,0.1360287219285965,0.35148099064826965,0.1681203991174698,0.3025658130645752,0.1777404248714447,0.12464642524719238,0.20928427577018738
broadcast,0.2546502649784088,0.26385819911956787,0.5626955032348633,0.2577283978462219,0.17054221034049988,0.15034060180187225,0.2604263722896576,0.08059929311275482,0.2046348601579666,0.06872809678316116,0.31208452582359314,0.15760008990764618
television,0.27045196294784546,0.21160198748111725,0.7039412260055542,0.28917866945266724,0.17055591940879822,0.15436944365501404,0.2787016034126282,0.16106165945529938,0.22552843391895294,0.09434856474399567,0.23970246315002441,0.16825827956199646
networks,0.2421427071094513,0.269361287355423,0.4204484224319458,0.18990464508533478,0.06869131326675415,0.1496691256761551,0.16512027382850647,0.12705746293067932,0.16109517216682434,0.14886851608753204,0.2588496208190918,0.17815114557743073
.,0.4726039469242096,0.45942068099975586,0.27196308970451355,0.24674734473228455,0.35288307070732117,0.2641010880470276,0.4345304071903229,0.32859939336776733,0.50484299659729,0.20357714593410492,0.26485368609428406,0.4130953550338745
