,what,year,did,robert,j.,shiller,win,an,economics,nobel,prize,?
2013,-0.3886653184890747,-0.13568183779716492,-0.264662504196167,0.07650740444660187,0.06142476946115494,-0.003160095540806651,-0.03308819979429245,-0.21066007018089294,0.18371495604515076,0.26962316036224365,0.2524734437465668,-0.2969330847263336
economics,0.21107932925224304,0.1451849490404129,0.15973663330078125,0.15793786942958832,-0.012770643457770348,0.2688164710998535,0.1804262399673462,0.13252700865268707,0.9999999403953552,0.38195672631263733,0.35975995659828186,0.15849412977695465
nobel,0.20388969779014587,0.17056627571582794,0.18714043498039246,0.23964105546474457,0.03659699112176895,0.2674736976623535,0.24203380942344666,0.1686251163482666,0.38195672631263733,1.0,0.8436678051948547,0.15008176863193512
prize,0.1654435694217682,0.2223391830921173,0.20095181465148926,0.23789647221565247,-0.012450595386326313,0.25447773933410645,0.32561349868774414,0.1179489940404892,0.35975995659828186,0.8436678051948547,0.9999999403953552,0.14158497750759125
winner,0.16745254397392273,0.27870720624923706,0.1856318712234497,0.1991146355867386,0.06028502434492111,0.29199501872062683,0.5755503177642822,0.1670728623867035,0.21152685582637787,0.46553125977516174,0.5675768256187439,0.14322948455810547
robert,0.1948658525943756,0.15533308684825897,0.16245460510253906,0.9999999403953552,-0.03475383669137955,0.2853158712387085,0.12929201126098633,0.162705197930336,0.15793786942958832,0.23964105546474457,0.23789647221565247,0.11293095350265503
j.,-0.06363846361637115,0.04202606528997421,-0.042055558413267136,-0.03475383669137955,1.0000001192092896,0.041082631796598434,0.03968757018446922,-0.021692240610718727,-0.012770643457770348,0.03659699112176895,-0.012450595386326313,0.004272869788110256
shiller,0.21897807717323303,0.24392347037792206,0.19280794262886047,0.2853158712387085,0.041082631796598434,1.0000001192092896,0.2339865118265152,0.2463141530752182,0.2688164710998535,0.2674736976623535,0.25447773933410645,0.13507020473480225
said,0.3951668441295624,0.1942562311887741,0.5119821429252625,0.15972569584846497,-0.07064357399940491,0.27106955647468567,0.1837209314107895,0.2662426233291626,0.21597576141357422,0.22553792595863342,0.21869288384914398,0.28991883993148804
that,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.17482081055641174,-0.0354183204472065,0.22612625360488892,0.201182559132576,0.365763783454895,0.20387914776802063,0.20385654270648956,0.18004201352596283,0.32716336846351624
rising,0.18883290886878967,0.21163125336170197,0.1817520558834076,0.16065996885299683,-0.020294565707445145,0.21113954484462738,0.14423786103725433,0.19929011166095734,0.12510350346565247,0.09143324196338654,0.08340761810541153,0.07955946773290634
inequality,0.30072227120399475,0.10069580376148224,0.2228473722934723,0.13220857083797455,0.022670695558190346,0.19945621490478516,0.19703486561775208,0.17885848879814148,0.3768908679485321,0.24720552563667297,0.2207387387752533,0.23619021475315094
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.22155319154262543,-0.05513869225978851,0.1999422311782837,0.2503834664821625,0.2605783939361572,0.19117838144302368,0.19903117418289185,0.21274791657924652,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2257954627275467,0.03800997510552406,0.2861744463443756,0.28308698534965515,0.4207492768764496,0.17465341091156006,0.1909446120262146,0.18969248235225677,0.22068053483963013
united,0.20036718249320984,0.23911906778812408,0.21137088537216187,0.19725874066352844,-0.00740140862762928,0.2244824320077896,0.23920822143554688,0.15972375869750977,0.1987549066543579,0.19965529441833496,0.2153044193983078,0.17266890406608582
states,0.21526020765304565,0.24276629090309143,0.21754568815231323,0.15857498347759247,-0.009143914096057415,0.17015433311462402,0.24448338150978088,0.2041347622871399,0.16732662916183472,0.17064650356769562,0.17659373581409454,0.16272737085819244
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.21826715767383575,-0.07826412469148636,0.3247720003128052,0.25380003452301025,0.2838519215583801,0.1880827248096466,0.1760268211364746,0.19794146716594696,0.20544172823429108
elsewhere,0.40968769788742065,0.12734174728393555,0.22710520029067993,0.0844990536570549,-0.015934407711029053,0.06816481798887253,0.08766381442546844,0.2004334181547165,0.15672215819358826,0.1470564305782318,0.10306206345558167,0.33915433287620544
is,0.28837618231773376,0.2402215600013733,0.19247472286224365,0.16191203892230988,0.06225122883915901,0.2513643503189087,0.21301808953285217,0.4654068350791931,0.19443869590759277,0.1316506415605545,0.13773074746131897,0.22961433231830597
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2257954627275467,0.03800997510552406,0.2861744463443756,0.28308698534965515,0.4207492768764496,0.17465341091156006,0.1909446120262146,0.18969248235225677,0.22068053483963013
most,0.3219912350177765,0.26422736048698425,0.2822507321834564,0.10399110615253448,-0.03453952074050903,0.1760091334581375,0.19744299352169037,0.2748267352581024,0.14991821348667145,0.16647377610206604,0.15443970263004303,0.2107497900724411
important,0.31164905428886414,0.15453378856182098,0.22188524901866913,0.09457537531852722,-0.028817176818847656,0.12477699667215347,0.20660442113876343,0.2662794589996338,0.24581222236156464,0.21103140711784363,0.22607143223285675,0.17812499403953552
problem,0.42183366417884827,0.16961948573589325,0.2389146089553833,0.16826288402080536,-0.0034083870705217123,0.11262310296297073,0.17029309272766113,0.21292734146118164,0.17290662229061127,0.15921348333358765,0.1422359049320221,0.3762950301170349
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.25747326016426086,-0.011139007285237312,0.30166661739349365,0.25577837228775024,0.3581749200820923,0.21271969377994537,0.2409123331308365,0.24712836742401123,0.4130953550338745
