,why,have,mongolian,politicians,considered,regulating,the,use,of,genghis,khan,'s,name,?
there,0.41627052426338196,0.5194604992866516,0.1917044073343277,0.2145300954580307,0.29038745164871216,0.23425506055355072,0.47025805711746216,0.31810468435287476,0.44397735595703125,0.17414520680904388,0.10096750408411026,-0.04860968142747879,0.1687372922897339,0.29405656456947327
have,0.4418443739414215,0.9999999403953552,0.2899707853794098,0.24339881539344788,0.30449429154396057,0.31430354714393616,0.40389683842658997,0.4805850088596344,0.3802283704280853,0.19005528092384338,0.15938645601272583,-0.02807004563510418,0.19985003769397736,0.32991164922714233
been,0.3097085654735565,0.6493861675262451,0.21965497732162476,0.18255741894245148,0.3073938190937042,0.2545602023601532,0.3563927710056305,0.27338850498199463,0.31685134768486023,0.1856500208377838,0.16740377247333527,-0.10734795778989792,0.1697598248720169,0.24354910850524902
repeated,0.2633918225765228,0.32733985781669617,0.08041488379240036,0.0967244878411293,0.2484712153673172,0.2631477117538452,0.2838912308216095,0.3073720633983612,0.22367806732654572,0.10550132393836975,0.11151159554719925,-0.08186698704957962,0.08457744866609573,0.17785342037677765
discussions,0.4226515591144562,0.39221882820129395,0.11863363534212112,0.25911077857017517,0.2321774810552597,0.25720763206481934,0.23374754190444946,0.29280608892440796,0.18749113380908966,0.0915997177362442,0.11119116097688675,0.018270356580615044,0.06286250799894333,0.42490139603614807
about,0.40929678082466125,0.3940475583076477,0.16115835309028625,0.21902361512184143,0.2525787353515625,0.17483645677566528,0.37995871901512146,0.2576371729373932,0.40939709544181824,0.21650125086307526,0.10178155452013016,-0.020936643704771996,0.16679374873638153,0.302409827709198
regulating,0.17036132514476776,0.31430354714393616,0.13981619477272034,0.18100616335868835,0.1931876242160797,0.9999998807907104,0.31076958775520325,0.32646071910858154,0.26166048645973206,0.06748918443918228,0.11207133531570435,-0.048405781388282776,0.02211073413491249,0.16945648193359375
the,0.30742117762565613,0.40389683842658997,0.2657795250415802,0.21195560693740845,0.4028765559196472,0.31076958775520325,1.0,0.34342584013938904,0.733189046382904,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3171212375164032,0.22068053483963013
use,0.3804195523262024,0.4805850088596344,0.14366546273231506,0.20343609154224396,0.3013906180858612,0.32646071910858154,0.34342584013938904,1.0,0.2750902473926544,0.0880812257528305,0.10797455906867981,0.004619393963366747,0.2562561333179474,0.32795652747154236
of,0.28464117646217346,0.3802283704280853,0.22608324885368347,0.22949877381324768,0.4190242290496826,0.26166048645973206,0.733189046382904,0.2750902473926544,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.24075818061828613,0.1826142966747284
his,0.19196097552776337,0.25689181685447693,0.12383781373500824,0.1751156896352768,0.2883375287055969,0.1717972755432129,0.4394008219242096,0.19605936110019684,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.1914493292570114,0.18075084686279297
name,0.2043234258890152,0.19985003769397736,0.19098106026649475,0.11178698390722275,0.20451626181602478,0.02211073413491249,0.3171212375164032,0.2562561333179474,0.24075818061828613,0.1921190470457077,0.09873242676258087,0.08507627248764038,1.0,0.15381577610969543
and,0.27806392312049866,0.4711785912513733,0.22904802858829498,0.23918858170509338,0.3359341621398926,0.27915894985198975,0.5171257257461548,0.34145063161849976,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.21235932409763336,0.20544172823429108
image,0.1538308709859848,0.10210967808961868,0.059197284281253815,0.11842779815196991,0.121336929500103,0.0012538839364424348,0.24039390683174133,0.2313050627708435,0.21113355457782745,0.1342363953590393,0.05221406742930412,0.07317933440208435,0.2865382730960846,0.14968013763427734
to,0.4100138247013092,0.4544740617275238,0.152916818857193,0.24281825125217438,0.2954166829586029,0.257079541683197,0.535392165184021,0.47261837124824524,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.27806994318962097,0.29463258385658264
avoid,0.3182125687599182,0.34519410133361816,0.16888517141342163,0.19316603243350983,0.2268456071615219,0.2785257399082184,0.24833035469055176,0.3859654366970062,0.22642050683498383,0.09767613559961319,0.09124436229467392,-0.00401975866407156,0.14711719751358032,0.26885488629341125
trivialization,0.33554407954216003,0.3334571123123169,0.2267071008682251,0.2653105854988098,0.2985180914402008,0.387307733297348,0.2512527406215668,0.34979021549224854,0.2770131528377533,0.1468667984008789,0.15149559080600739,0.017493877559900284,0.15156394243240356,0.2941407859325409
.,0.32909876108169556,0.41614407300949097,0.18073968589305878,0.21516218781471252,0.29356086254119873,0.25728219747543335,0.5934505462646484,0.3711656630039215,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.24737101793289185,0.4130953550338745
