,how,many,teams,has,manning,played,for,that,reached,the,super,bowl,",",while,he,was,on,their,team,?
peyton,0.22435155510902405,0.11402659863233566,0.22010014951229095,0.20800860226154327,0.5102329254150391,0.31169235706329346,0.30435749888420105,0.22174818813800812,0.19646896421909332,0.2709864377975464,0.2683632969856262,0.2604644298553467,0.2979121208190918,0.20962001383304596,0.24978399276733398,0.30385082960128784,0.22488318383693695,0.18180322647094727,0.2283242791891098,0.17519715428352356
manning,0.2318497896194458,0.17441397905349731,0.2626858949661255,0.18341787159442902,0.9999998807907104,0.31138506531715393,0.33057859539985657,0.17001231014728546,0.16851188242435455,0.27058160305023193,0.30535250902175903,0.32417115569114685,0.30921146273612976,0.27035990357398987,0.33812835812568665,0.2607507109642029,0.25339728593826294,0.2092890441417694,0.22664494812488556,0.15856626629829407
became,0.10954522341489792,0.25642040371894836,0.16736291348934174,0.2400304079055786,0.1938459426164627,0.292416512966156,0.3017078936100006,0.1675340086221695,0.27951207756996155,0.36325156688690186,0.15664279460906982,0.1635434478521347,0.2798398435115814,0.23956947028636932,0.4161640405654907,0.6575068235397339,0.19448097050189972,0.24366867542266846,0.13592995703220367,0.11374033987522125
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.4177538752555847,0.27058160305023193,0.2603478729724884,0.4739971458911896,0.5473989248275757,0.29860952496528625,1.0,0.21959073841571808,0.21576224267482758,0.4933079481124878,0.39804592728614807,0.4571082592010498,0.48711544275283813,0.5107308030128479,0.516537070274353,0.22564226388931274,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.2436947077512741,0.28288596868515015,0.28783273696899414,0.2724764943122864,0.3800288736820221,0.3482176661491394,0.34402745962142944,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.34503069519996643,0.30667605996131897,0.3826274573802948,0.5022147297859192,0.3120559751987457,0.26809096336364746,0.24193075299263,0.18701928853988647
quarterback,0.10935026407241821,0.09331715106964111,0.4060954749584198,0.1908290684223175,0.5449647903442383,0.3817291557788849,0.2683273255825043,0.17249047756195068,0.1980106383562088,0.23757418990135193,0.28511252999305725,0.37160974740982056,0.2844501733779907,0.22108832001686096,0.28568264842033386,0.24103644490242004,0.21051490306854248,0.23149473965168,0.3737379014492035,0.13221268355846405
ever,0.2605767250061035,0.24830207228660583,0.18791036307811737,0.2906934916973114,0.1798992156982422,0.19213654100894928,0.3162844479084015,0.38291606307029724,0.32756006717681885,0.3474041819572449,0.26257312297821045,0.1696997582912445,0.2519058883190155,0.28788578510284424,0.32867249846458435,0.3744584918022156,0.30485501885414124,0.2460806518793106,0.139632910490036,0.3358461856842041
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.3619994819164276,0.24857525527477264,0.14824016392230988,0.4451248347759247,0.5436353087425232,0.20677556097507477,0.535392165184021,0.17783479392528534,0.16993016004562378,0.44245919585227966,0.43899232149124146,0.385390967130661,0.3636345863342285,0.41031414270401,0.44619059562683105,0.23889471590518951,0.29463258385658264
lead,0.18518535792827606,0.2319030612707138,0.13099466264247894,0.16340789198875427,0.20465674996376038,0.1628556102514267,0.29822173714637756,0.21979129314422607,0.15438905358314514,0.21995973587036133,0.13247919082641602,0.1691603809595108,0.2561914026737213,0.20098161697387695,0.19204598665237427,0.1970783770084381,0.18420197069644928,0.2087358832359314,0.12031765282154083,0.14552436769008636
two,0.2499001920223236,0.5147606730461121,0.29386359453201294,0.3772575855255127,0.1973157376050949,0.2799473702907562,0.34734001755714417,0.3858162462711334,0.24131418764591217,0.43858039379119873,0.19097526371479034,0.20622028410434723,0.35859420895576477,0.3780401647090912,0.27156874537467957,0.27166637778282166,0.3205535411834717,0.401440292596817,0.19235610961914062,0.19645625352859497
different,0.411273330450058,0.6061229109764099,0.2530205547809601,0.35839274525642395,0.1111261174082756,0.18782417476177216,0.34825223684310913,0.4608689844608307,0.13248102366924286,0.36412742733955383,0.15523937344551086,0.1472696214914322,0.32220861315727234,0.28772613406181335,0.2384394109249115,0.16638538241386414,0.3056946098804474,0.4540157914161682,0.1490599513053894,0.24476227164268494
teams,0.11085164546966553,0.1992911547422409,1.0,0.19200891256332397,0.2626858949661255,0.39578181505203247,0.25904974341392517,0.22682182490825653,0.1857764720916748,0.3164927661418915,0.26333683729171753,0.2752957046031952,0.22220629453659058,0.19458292424678802,0.269357293844223,0.1698075383901596,0.1700461059808731,0.2674952447414398,0.673422634601593,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.3619994819164276,0.24857525527477264,0.14824016392230988,0.4451248347759247,0.5436353087425232,0.20677556097507477,0.535392165184021,0.17783479392528534,0.16993016004562378,0.44245919585227966,0.43899232149124146,0.385390967130661,0.3636345863342285,0.41031414270401,0.44619059562683105,0.23889471590518951,0.29463258385658264
multiple,0.2151651531457901,0.3714943826198578,0.15120524168014526,0.2405623197555542,0.16118492186069489,0.07421573251485825,0.25015708804130554,0.25217002630233765,0.07822948694229126,0.20022359490394592,0.1904134303331375,0.07687632739543915,0.2533658742904663,0.29798606038093567,0.14295612275600433,0.150493785738945,0.2717284858226776,0.22653412818908691,0.10452929139137268,0.1591399908065796
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.15233033895492554,0.30535250902175903,0.21511296927928925,0.22938419878482819,0.18258553743362427,0.17897918820381165,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.22322475910186768,0.20227555930614471,0.18361671268939972,0.21420986950397491,0.1569211632013321,0.14342328906059265,0.23339706659317017,0.166326642036438
bowls,0.15783870220184326,0.19333989918231964,0.3996241092681885,0.18202731013298035,0.4022935628890991,0.29027414321899414,0.2635827958583832,0.11020955443382263,0.10648653656244278,0.17019082605838776,0.3995929956436157,0.73409503698349,0.1899355798959732,0.1782323718070984,0.23857784271240234,0.14966177940368652,0.09631890058517456,0.1953684240579605,0.2955347001552582,0.1849047988653183
.,0.3287222981452942,0.3974229395389557,0.23459066450595856,0.4105546176433563,0.2937074899673462,0.2876244783401489,0.4726039469242096,0.4460422694683075,0.2790040373802185,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.6812511086463928,0.38690751791000366,0.38061028718948364,0.40146201848983765,0.49257001280784607,0.34427863359451294,0.26467522978782654,0.4130953550338745
