,what,happens,when,bathocyroe,and,ocyropsis,clap,their,lobes,together,?
members,0.16873176395893097,0.11251195520162582,0.2236606478691101,0.23009783029556274,0.2994427978992462,0.2214694768190384,0.17415092885494232,0.32611769437789917,0.16491183638572693,0.2254752814769745,0.10212311148643494
of,0.33290785551071167,0.2803132236003876,0.3757161796092987,0.3479782044887543,0.5116966962814331,0.2805199921131134,0.11346058547496796,0.4329940676689148,0.26250314712524414,0.26678720116615295,0.1826142966747284
the,0.42745697498321533,0.32930514216423035,0.5091903209686279,0.3707858920097351,0.5171257257461548,0.2857997417449951,0.23266644775867462,0.516537070274353,0.3548465073108673,0.26662585139274597,0.22068053483963013
lobate,0.13943614065647125,0.19377221167087555,0.11809851229190826,0.43167075514793396,0.22128483653068542,0.42001599073410034,0.17768903076648712,0.23339128494262695,0.4195297360420227,0.13625018298625946,0.20714280009269714
genera,0.16195979714393616,0.11083932965993881,0.10503965616226196,0.30058255791664124,0.20384329557418823,0.4700191915035248,0.1350177824497223,0.1940920352935791,0.3559037148952484,0.19608424603939056,0.18074829876422882
bathocyroe,0.24492844939231873,0.2758551836013794,0.31482115387916565,1.0,0.30924496054649353,0.5411230325698853,0.3087036907672882,0.3245584964752197,0.3919210433959961,0.1877048760652542,0.2372128814458847
and,0.31309178471565247,0.23238006234169006,0.4716290831565857,0.30924496054649353,1.0,0.2615199685096741,0.21613401174545288,0.45114588737487793,0.2621517479419708,0.37008100748062134,0.20544172823429108
ocyropsis,0.3260241448879242,0.3608037531375885,0.23438459634780884,0.5411230325698853,0.2615199685096741,1.0,0.29705289006233215,0.2300025224685669,0.4836156666278839,0.15698033571243286,0.26816031336784363
can,0.34502777457237244,0.4516991674900055,0.39191514253616333,0.3559369146823883,0.3675691485404968,0.3493342995643616,0.2863937020301819,0.3564860224723816,0.3310529589653015,0.21391381323337555,0.3226337134838104
escape,0.21352531015872955,0.16086889803409576,0.26963287591934204,0.18412543833255768,0.27606040239334106,0.2156601846218109,0.17322181165218353,0.20933754742145538,0.07162275910377502,0.17132729291915894,0.11586874723434448
from,0.2737620174884796,0.20150065422058105,0.405669629573822,0.27246442437171936,0.3601827025413513,0.24434994161128998,0.13061918318271637,0.3038119673728943,0.18813633918762207,0.22114437818527222,0.19969791173934937
danger,0.272107869386673,0.27380460500717163,0.3160511553287506,0.3262518048286438,0.30210548639297485,0.2252306491136551,0.1586645543575287,0.27636250853538513,0.11577343195676804,0.09282372891902924,0.18314020335674286
by,0.2455483376979828,0.19059157371520996,0.4376842677593231,0.2363976091146469,0.4289871156215668,0.17246216535568237,0.10687379539012909,0.3242124021053314,0.18643903732299805,0.24535199999809265,0.17966607213020325
clapping,0.23991604149341583,0.2832667827606201,0.34052130579948425,0.3227871060371399,0.2806120812892914,0.28674617409706116,0.7416843175888062,0.3433079123497009,0.28997114300727844,0.24850645661354065,0.24480900168418884
their,0.35142919421195984,0.2833726406097412,0.3682888448238373,0.3245584964752197,0.45114588737487793,0.2300025224685669,0.30484431982040405,1.0,0.2812057435512543,0.33671748638153076,0.1898253709077835
lobes,0.2680743336677551,0.3234190344810486,0.24405492842197418,0.3919210433959961,0.2621517479419708,0.4836156666278839,0.23205052316188812,0.2812057435512543,0.9999998807907104,0.1667618304491043,0.13856348395347595
",",0.3087472915649414,0.24968470633029938,0.36674630641937256,0.2960773706436157,0.6633074283599854,0.29920050501823425,0.2382526397705078,0.3045167922973633,0.21221570670604706,0.2912277579307556,0.31091248989105225
so,0.539469838142395,0.38788628578186035,0.560259222984314,0.3151599168777466,0.4655851125717163,0.28288957476615906,0.2661169469356537,0.4654264748096466,0.29375308752059937,0.3034808337688446,0.43163934350013733
that,0.6297725439071655,0.37155571579933167,0.5860282182693481,0.3237075209617615,0.4731321930885315,0.34167516231536865,0.2773369550704956,0.4266771972179413,0.31656545400619507,0.28340306878089905,0.32716336846351624
the,0.42745697498321533,0.32930514216423035,0.5091903209686279,0.3707858920097351,0.5171257257461548,0.2857997417449951,0.23266644775867462,0.516537070274353,0.3548465073108673,0.26662585139274597,0.22068053483963013
jet,0.08737172186374664,0.23696261644363403,0.1540755182504654,0.22643354535102844,0.21569094061851501,0.25890910625457764,0.14227892458438873,0.16929036378860474,0.25477340817451477,0.06309410184621811,0.13072358071804047
of,0.33290785551071167,0.2803132236003876,0.3757161796092987,0.3479782044887543,0.5116966962814331,0.2805199921131134,0.11346058547496796,0.4329940676689148,0.26250314712524414,0.26678720116615295,0.1826142966747284
expelled,0.13734279572963715,0.15089809894561768,0.3589226305484772,0.2330462783575058,0.23003306984901428,0.11760406196117401,0.006059369537979364,0.23453709483146667,0.11716275662183762,0.14829881489276886,0.04119007661938667
water,0.17456887662410736,0.29456964135169983,0.28462544083595276,0.45364585518836975,0.3054247498512268,0.41281604766845703,0.1697836071252823,0.21034842729568481,0.2907896935939789,0.18877814710140228,0.14731885492801666
drives,0.23342765867710114,0.30372554063796997,0.2184193879365921,0.28477349877357483,0.2143097072839737,0.2067803591489792,0.1889406442642212,0.18932300806045532,0.2426205426454544,0.1846945434808731,0.08974530547857285
them,0.4994642734527588,0.2772316336631775,0.4773717522621155,0.3613300025463104,0.48717668652534485,0.26118209958076477,0.2786617875099182,0.6078340411186218,0.26286184787750244,0.3777691125869751,0.35435691475868225
backwards,0.26373496651649475,0.2890310287475586,0.3294036388397217,0.2925432026386261,0.21896201372146606,0.3366549611091614,0.36013007164001465,0.30563732981681824,0.32226893305778503,0.18840616941452026,0.1805936098098755
very,0.37053924798965454,0.3299473226070404,0.4456231892108917,0.29789915680885315,0.4546867609024048,0.29012906551361084,0.2405676543712616,0.33851557970046997,0.26859956979751587,0.23900319635868073,0.20864155888557434
quickly,0.27000871300697327,0.2934735417366028,0.4994966387748718,0.2469177544116974,0.30427297949790955,0.22783155739307404,0.25613489747047424,0.2792810797691345,0.16537827253341675,0.16745974123477936,0.18131443858146667
.,0.3567904531955719,0.24076157808303833,0.475719153881073,0.34248989820480347,0.588965117931366,0.29138144850730896,0.17011697590351105,0.34427863359451294,0.22625575959682465,0.2842161953449249,0.4130953550338745
