,other,than,san,bernardino,",",what,is,the,name,of,the,other,city,that,maintains,the,districts,including,university,town,?
the,0.44152235984802246,0.3227543234825134,0.2858080565929413,0.2722903788089752,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.44152235984802246,0.35769423842430115,0.5473989248275757,0.2744854986667633,1.0,0.233962744474411,0.3738902807235718,0.263973206281662,0.2974243760108948,0.22068053483963013
san,0.19091297686100006,0.12380602955818176,0.9999999403953552,0.5765351057052612,0.25561806559562683,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.19091297686100006,0.32193511724472046,0.19199305772781372,0.10670089721679688,0.2858080565929413,0.09998460114002228,0.1761253923177719,0.235455721616745,0.21097707748413086,0.10952327400445938
bernardino-riverside,0.25891974568367004,0.21082477271556854,0.5082616806030273,0.8775305151939392,0.35569530725479126,0.14221705496311188,0.24552462995052338,0.32106998562812805,0.16898414492607117,0.32303130626678467,0.32106998562812805,0.25891974568367004,0.39473187923431396,0.2337338626384735,0.2625933885574341,0.32106998562812805,0.2361316829919815,0.276164710521698,0.4061858057975769,0.3016355037689209,0.1442173719406128
area,0.21664315462112427,0.19351425766944885,0.22260162234306335,0.2726062834262848,0.2664283812046051,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.205547034740448,0.3409860134124756,0.37834644317626953,0.21664315462112427,0.41959723830223083,0.2566552460193634,0.17512786388397217,0.37834644317626953,0.36275556683540344,0.25492727756500244,0.21217475831508636,0.38551488518714905,0.12640461325645447
maintains,0.28373241424560547,0.26233088970184326,0.10670089721679688,0.1769160032272339,0.1875990927219391,0.17929726839065552,0.2847173810005188,0.2744854986667633,0.10663077980279922,0.2886165380477905,0.2744854986667633,0.28373241424560547,0.1415053904056549,0.2821052670478821,0.9999999403953552,0.2744854986667633,0.10955262929201126,0.2800936698913574,0.17040471732616425,0.09100028872489929,0.13273680210113525
the,0.44152235984802246,0.3227543234825134,0.2858080565929413,0.2722903788089752,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.44152235984802246,0.35769423842430115,0.5473989248275757,0.2744854986667633,1.0,0.233962744474411,0.3738902807235718,0.263973206281662,0.2974243760108948,0.22068053483963013
business,0.24130384624004364,0.14834512770175934,0.16463854908943176,0.18241633474826813,0.2952407896518707,0.21758167445659637,0.19332653284072876,0.2389037162065506,0.1640031337738037,0.23985227942466736,0.2389037162065506,0.24130384624004364,0.27742817997932434,0.25197073817253113,0.22201251983642578,0.2389037162065506,0.138702392578125,0.21248312294483185,0.3387548327445984,0.1984366774559021,0.1545659303665161
districts,0.19583407044410706,0.16014926135540009,0.09998460114002228,0.17501145601272583,0.252678245306015,0.16162313520908356,0.20545536279678345,0.233962744474411,0.192239910364151,0.2693168818950653,0.233962744474411,0.19583407044410706,0.35535481572151184,0.10979488492012024,0.10955262929201126,0.233962744474411,1.0000001192092896,0.17462314665317535,0.2290971875190735,0.32651883363723755,0.10677915066480637
of,0.38583824038505554,0.33036211133003235,0.25237205624580383,0.26093193888664246,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.38583824038505554,0.32503411173820496,0.41498205065727234,0.2886165380477905,0.733189046382904,0.2693168818950653,0.44195112586021423,0.30646374821662903,0.26585668325424194,0.1826142966747284
downtown,0.16975097358226776,0.13280484080314636,0.27212876081466675,0.2855835556983948,0.2289871871471405,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.09688074886798859,0.21455974876880646,0.2602716088294983,0.16975097358226776,0.45015019178390503,0.1801929473876953,0.18014657497406006,0.2602716088294983,0.32565128803253174,0.2036035805940628,0.24075117707252502,0.43066152930259705,0.15638743340969086
san,0.19091297686100006,0.12380602955818176,0.9999999403953552,0.5765351057052612,0.25561806559562683,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.19091297686100006,0.32193511724472046,0.19199305772781372,0.10670089721679688,0.2858080565929413,0.09998460114002228,0.1761253923177719,0.235455721616745,0.21097707748413086,0.10952327400445938
bernardino,0.18902890384197235,0.1527048796415329,0.5765351057052612,1.0,0.3134419322013855,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.12842392921447754,0.26093193888664246,0.2722903788089752,0.18902890384197235,0.33199381828308105,0.171150341629982,0.1769160032272339,0.2722903788089752,0.17501145601272583,0.21701614558696747,0.2744377851486206,0.23904888331890106,0.11443846672773361
",",0.4446498453617096,0.3371901512145996,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.4446498453617096,0.35839709639549255,0.4137537479400635,0.1875990927219391,0.4933079481124878,0.252678245306015,0.4127510190010071,0.3017033040523529,0.27598801255226135,0.31091248989105225
hospitality,0.24915635585784912,0.2634057402610779,0.20770366489887238,0.21446040272712708,0.24814504384994507,0.18768493831157684,0.19215074181556702,0.1877073347568512,0.10374414920806885,0.23605740070343018,0.1877073347568512,0.24915635585784912,0.2715698182582855,0.25691941380500793,0.24360015988349915,0.1877073347568512,0.1473878175020218,0.22440694272518158,0.28207308053970337,0.24799954891204834,0.16437436640262604
business/financial,0.3180406093597412,0.1924731731414795,0.256736159324646,0.25458985567092896,0.3432590365409851,0.22776144742965698,0.22753947973251343,0.31136345863342285,0.18293629586696625,0.2994024455547333,0.31136345863342285,0.3180406093597412,0.3362044095993042,0.3024309575557709,0.27426815032958984,0.31136345863342285,0.22427798807621002,0.28666287660598755,0.3123294711112976,0.21651075780391693,0.16861788928508759
centre,0.18690964579582214,0.1320493370294571,0.1853713095188141,0.1742520034313202,0.20527958869934082,0.12324132025241852,0.29804176092147827,0.32783594727516174,0.12278583645820618,0.2769378423690796,0.32783594727516174,0.18690964579582214,0.3318089246749878,0.19243158400058746,0.23367927968502045,0.32783594727516174,0.18326841294765472,0.19308488070964813,0.24723055958747864,0.3662363886833191,0.019365152344107628
",",0.4446498453617096,0.3371901512145996,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.4446498453617096,0.35839709639549255,0.4137537479400635,0.1875990927219391,0.4933079481124878,0.252678245306015,0.4127510190010071,0.3017033040523529,0.27598801255226135,0.31091248989105225
