,what,do,larger,fortunes,generate,?
thomas,0.1806955188512802,0.0891362726688385,0.07867539674043655,0.18636132776737213,0.05554351210594177,0.16133050620555878
piketty,0.23601166903972626,0.14673586189746857,0.2956586182117462,0.3294844925403595,0.18798871338367462,0.200417622923851
in,0.30808621644973755,0.23402775824069977,0.26689091324806213,0.19883884489536285,0.20683743059635162,0.20430970191955566
his,0.26976513862609863,0.15088757872581482,0.13930508494377136,0.3832767605781555,0.09654321521520615,0.18075084686279297
book,0.2872225046157837,0.12677046656608582,0.11345914751291275,0.1943795382976532,0.1706421673297882,0.20572158694267273
capital,0.17967931926250458,0.11351176351308823,0.2055797427892685,0.1407526433467865,0.03632626682519913,0.0907452180981636
in,0.30808621644973755,0.23402775824069977,0.26689091324806213,0.19883884489536285,0.20683743059635162,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.378620445728302,0.2577948272228241,0.264517217874527,0.22068053483963013
twenty-first,0.23661409318447113,0.226029172539711,0.2342827022075653,0.24188077449798584,0.2212841659784317,0.2190079689025879
century,0.20422613620758057,0.1290852576494217,0.22225892543792725,0.21366140246391296,0.14437629282474518,0.1026201918721199
argues,0.3211183547973633,0.23915508389472961,0.12255743145942688,0.2176392525434494,0.19383983314037323,0.20733967423439026
that,0.6297725439071655,0.44533252716064453,0.3079192042350769,0.23189674317836761,0.32824862003326416,0.32716336846351624
the,0.42745697498321533,0.30239659547805786,0.378620445728302,0.2577948272228241,0.264517217874527,0.22068053483963013
fundamental,0.35305243730545044,0.27042022347450256,0.18731220066547394,0.10524429380893707,0.27411240339279175,0.2011919468641281
force,0.16915984451770782,0.20164671540260315,0.2567489445209503,0.14933574199676514,0.2767728865146637,0.1650998443365097
for,0.3017193675041199,0.29510271549224854,0.18703162670135498,0.22658447921276093,0.26533806324005127,0.264628142118454
divergence,0.21409821510314941,0.19468557834625244,0.24625585973262787,0.1724388748407364,0.23403653502464294,0.10567541420459747
is,0.28837618231773376,0.30895981192588806,0.24218857288360596,0.14688478410243988,0.2641996741294861,0.22961433231830597
the,0.42745697498321533,0.30239659547805786,0.378620445728302,0.2577948272228241,0.264517217874527,0.22068053483963013
usually,0.32521089911460876,0.3498661518096924,0.41411110758781433,0.0944717675447464,0.30278798937797546,0.19435347616672516
greater,0.1946859508752823,0.15183649957180023,0.4403572082519531,0.13275276124477386,0.15875278413295746,0.09723397344350815
return,0.18344242870807648,0.22135837376117706,0.0761866420507431,0.23632238805294037,0.25759172439575195,0.14655634760856628
of,0.33290785551071167,0.26150479912757874,0.32469573616981506,0.2203364372253418,0.25864773988723755,0.1826142966747284
capital,0.17967931926250458,0.11351176351308823,0.2055797427892685,0.1407526433467865,0.03632626682519913,0.0907452180981636
(,0.2411840260028839,0.24216170608997345,0.09953869879245758,0.1580544263124466,0.19467143714427948,0.40561532974243164
r,0.14495669305324554,0.12938427925109863,0.03236761689186096,0.12007976323366165,0.18654008209705353,0.16570481657981873
),0.26259949803352356,0.24460165202617645,0.11167450249195099,0.1766175925731659,0.18058639764785767,0.42300865054130554
than,0.29388150572776794,0.2387038916349411,0.5064740180969238,0.14837001264095306,0.2863770127296448,0.24917294085025787
economic,0.18082544207572937,0.1544588953256607,0.1967221349477768,0.2078097015619278,0.20383039116859436,0.1206481084227562
growth,0.1739405393600464,0.18957719206809998,0.2706020176410675,0.21316581964492798,0.2634497284889221,0.07547862827777863
(,0.2411840260028839,0.24216170608997345,0.09953869879245758,0.1580544263124466,0.19467143714427948,0.40561532974243164
g,0.1146370992064476,0.1657918095588684,0.1347828507423401,0.11152282357215881,0.20773376524448395,0.213205024600029
),0.26259949803352356,0.24460165202617645,0.11167450249195099,0.1766175925731659,0.18058639764785767,0.42300865054130554
",",0.3087472915649414,0.3283645510673523,0.2491181194782257,0.29641175270080566,0.18701888620853424,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.34781917929649353,0.30331793427467346,0.22549274563789368,0.20544172823429108
that,0.6297725439071655,0.44533252716064453,0.3079192042350769,0.23189674317836761,0.32824862003326416,0.32716336846351624
larger,0.23663538694381714,0.19858026504516602,1.0000001192092896,0.08603469282388687,0.1928967833518982,0.1602165699005127
fortunes,0.1942773461341858,0.1902008354663849,0.08603469282388687,1.0000001192092896,0.15711480379104614,0.1314423829317093
generate,0.26186254620552063,0.31660905480384827,0.1928967833518982,0.15711480379104614,1.0,0.28300654888153076
higher,0.2538340389728546,0.25567880272865295,0.3840040862560272,0.15574096143245697,0.31264472007751465,0.15679465234279633
returns,0.1351068764925003,0.13789059221744537,0.07750249654054642,0.15153078734874725,0.2691545784473419,0.1296735554933548
[,0.010752761736512184,-0.02353133261203766,0.03490893542766571,0.19381096959114075,0.14311076700687408,0.011015460826456547
pp,0.08050898462533951,0.12428752332925797,0.11899101734161377,0.02616499550640583,0.16759030520915985,0.17373709380626678
.,0.3567904531955719,0.3613996207714081,0.25803330540657043,0.24435995519161224,0.2895053029060364,0.4130953550338745
