,what,did,paul-louis,simond,establish,in,1898,?
the,0.42745697498321533,0.34736719727516174,0.26438426971435547,0.2065417319536209,0.31343501806259155,0.6662389636039734,-0.022823922336101532,0.22068053483963013
investigation,0.2361239343881607,0.21193689107894897,0.2159033864736557,0.18065427243709564,0.28744834661483765,0.25384989380836487,0.029932651668787003,0.1558016687631607
of,0.33290785551071167,0.2513895630836487,0.25938358902931213,0.18742139637470245,0.210533007979393,0.5696388483047485,-0.07027497887611389,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.26438426971435547,0.2065417319536209,0.31343501806259155,0.6662389636039734,-0.022823922336101532,0.22068053483963013
pathogen,0.2550991475582123,0.16602759063243866,0.1448156088590622,0.05474162474274635,0.1632244735956192,0.1709301620721817,0.03234568610787392,0.1893778294324875
that,0.6297725439071655,0.47518548369407654,0.18007005751132965,0.13735921680927277,0.3038421869277954,0.435920387506485,0.2892250716686249,0.32716336846351624
caused,0.22264783084392548,0.2858860194683075,0.14590126276016235,0.07953381538391113,0.06727844476699829,0.2494886964559555,0.05498110130429268,0.20679491758346558
the,0.42745697498321533,0.34736719727516174,0.26438426971435547,0.2065417319536209,0.31343501806259155,0.6662389636039734,-0.022823922336101532,0.22068053483963013
19th-century,0.22180381417274475,0.24315765500068665,0.29084399342536926,0.2583814859390259,0.23595747351646423,0.3094642162322998,-0.007485801354050636,0.09364749491214752
plague,0.22263506054878235,0.1901843398809433,0.22562828660011292,0.1285022348165512,0.07203204184770584,0.2488756626844406,-0.07518050074577332,0.11872942000627518
was,0.22111038863658905,0.41399896144866943,0.34829241037368774,0.2540441155433655,0.1769464761018753,0.45514053106307983,-0.018546821549534798,0.18412111699581146
begun,0.2296452522277832,0.29868078231811523,0.214278444647789,0.19066506624221802,0.2645703852176666,0.2913682758808136,0.029024556279182434,0.13816508650779724
by,0.2455483376979828,0.18574509024620056,0.24713823199272156,0.21038053929805756,0.12370724976062775,0.370934396982193,-0.002655054209753871,0.17966607213020325
teams,0.16624371707439423,0.18786492943763733,0.2441072016954422,0.1187431663274765,0.14386089146137238,0.2639528214931488,0.048019904643297195,0.11150168627500534
of,0.33290785551071167,0.2513895630836487,0.25938358902931213,0.18742139637470245,0.210533007979393,0.5696388483047485,-0.07027497887611389,0.1826142966747284
scientists,0.30003565549850464,0.25425684452056885,0.15071502327919006,0.143741637468338,0.22347547113895416,0.1995355486869812,0.07237275689840317,0.16597221791744232
who,0.40942975878715515,0.34038686752319336,0.27225425839424133,0.2312132716178894,0.22847558557987213,0.2792111933231354,0.10721126943826675,0.26220351457595825
