,what,is,the,key,accomplishment,of,genghis,khan,that,modern,mongolians,celebrate,?
he,0.3114890456199646,0.36230841279029846,0.4571082592010498,0.1349012851715088,0.34187817573547363,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.36068853735923767,0.2065427452325821,0.15154695510864258,0.24133799970149994,0.2089974731206894
is,0.28837618231773376,1.0,0.5823672413825989,0.23925143480300903,0.21801269054412842,0.4854315221309662,0.1866190880537033,0.20103248953819275,0.3995479643344879,0.24170172214508057,0.173089399933815,0.16643524169921875,0.22961433231830597
looked,0.3662267029285431,0.18270941078662872,0.2986898124217987,0.18448221683502197,0.24809633195400238,0.2575410306453705,0.15972159802913666,0.08393238484859467,0.4507777988910675,0.22031022608280182,0.1348637342453003,0.12222003936767578,0.2506680488586426
upon,0.2878674864768982,0.1675044447183609,0.28184252977371216,0.15523111820220947,0.22185945510864258,0.3224298357963562,0.20472769439220428,0.15467903017997742,0.2909981608390808,0.13770535588264465,0.15840117633342743,0.14768315851688385,0.13780277967453003
positively,0.29586997628211975,0.2538984715938568,0.28200608491897583,0.14033143222332,0.2600539028644562,0.18919751048088074,0.1201099306344986,0.117280013859272,0.39887094497680664,0.10505343973636627,0.11541152745485306,0.05339587479829788,0.19553256034851074
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.14244253933429718,0.20870204269886017,0.3646814823150635,0.22102472186088562,0.13558374345302582,0.37496164441108704,0.14536865055561066,0.20108768343925476,0.14384125173091888,0.17966607213020325
mongolians,0.20104487240314484,0.173089399933815,0.2997082769870758,0.10546431690454483,0.1670999825000763,0.25245094299316406,0.4736461043357849,0.382771372795105,0.288248747587204,0.22607547044754028,1.0,0.1534251570701599,0.13447150588035583
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.23655444383621216,0.3586115539073944,0.4185989499092102,0.14123353362083435,0.13388998806476593,0.4137635827064514,0.22431503236293793,0.20441694557666779,0.21948079764842987,0.264628142118454
his,0.26976513862609863,0.24372583627700806,0.4394008219242096,0.1291266530752182,0.3662734031677246,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.3173833191394806,0.21339957416057587,0.15510468184947968,0.2793652415275574,0.18075084686279297
role,0.22614215314388275,0.20847192406654358,0.26607486605644226,0.1920100897550583,0.315201073884964,0.1797693818807602,0.14970549941062927,0.24882064759731293,0.23023544251918793,0.11652031540870667,0.06701668351888657,0.1170295998454094,0.18676944077014923
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21450091898441315,0.2454298883676529,0.5696388483047485,0.224680557847023,0.1527150720357895,0.435920387506485,0.29808807373046875,0.20711056888103485,0.3029673099517822,0.20430970191955566
uniting,0.3020067811012268,0.24521800875663757,0.3792002499103546,0.1490161120891571,0.2722075283527374,0.43391722440719604,0.2102644294500351,0.09929277747869492,0.32176855206489563,0.2057228833436966,0.22927914559841156,0.24697797000408173,0.16345468163490295
warring,0.3218589425086975,0.18381346762180328,0.2599683701992035,0.11204995959997177,0.3454122841358185,0.22060155868530273,0.2768367528915405,0.24024417996406555,0.34625956416130066,0.10134121030569077,0.24816150963306427,0.12898093461990356,0.2895764708518982
tribes,0.1860227882862091,0.16481351852416992,0.26830655336380005,0.12453681230545044,0.14343608915805817,0.21502000093460083,0.4128517806529999,0.2990405559539795,0.20859253406524658,0.19072449207305908,0.4359220266342163,0.18788090348243713,0.08824794739484787
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2404657006263733,0.23151075839996338,0.5352458953857422,0.25373268127441406,0.19819748401641846,0.4460422694683075,0.22790057957172394,0.1906452476978302,0.23082566261291504,0.4130953550338745
