,who,did,luther,say,that,christians,must,not,slacken,in,following,?
christians,0.3645874857902527,0.2556236684322357,0.30765244364738464,0.3284200429916382,0.306755006313324,1.0,0.12571309506893158,0.2782294452190399,0.20338338613510132,0.19406449794769287,0.17539829015731812,0.20289786159992218
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.35129812359809875,0.4137537479400635,0.255241334438324,0.2231246829032898,0.3769696354866028,0.35252776741981506,0.5201468467712402,0.27101513743400574,0.31091248989105225
he,0.5500732064247131,0.3292143940925598,0.2454872578382492,0.2822306752204895,0.36068853735923767,0.2369796335697174,0.1737535297870636,0.29440581798553467,0.2669588625431061,0.41690486669540405,0.1977444440126419,0.2089974731206894
said,0.391315758228302,0.5119821429252625,0.1821773499250412,0.6222705245018005,0.5459781289100647,0.2838413715362549,0.22737842798233032,0.40718916058540344,0.19203346967697144,0.23461468517780304,0.12579885125160217,0.28991883993148804
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.35129812359809875,0.4137537479400635,0.255241334438324,0.2231246829032898,0.3769696354866028,0.35252776741981506,0.5201468467712402,0.27101513743400574,0.31091248989105225
must,0.27147307991981506,0.3169625401496887,0.12097238749265671,0.33479610085487366,0.42000943422317505,0.12571309506893158,1.0,0.48002883791923523,0.10989000648260117,0.18276341259479523,0.16949987411499023,0.23707495629787445
not,0.369414746761322,0.6481515765190125,0.21636232733726501,0.5230055451393127,0.6600887179374695,0.2782294452190399,0.48002883791923523,0.9999999403953552,0.16903047263622284,0.3403114080429077,0.3829052746295929,0.41942933201789856
slacken,0.2647812068462372,0.11289256066083908,0.2632130980491638,0.17514994740486145,0.19725942611694336,0.20338338613510132,0.10989000648260117,0.16903047263622284,0.9999999403953552,0.2941673994064331,0.1181163564324379,0.1710984706878662
in,0.2792111933231354,0.2593238651752472,0.20523880422115326,0.26482993364334106,0.435920387506485,0.19406449794769287,0.18276341259479523,0.3403114080429077,0.2941673994064331,1.0,0.355264812707901,0.20430970191955566
following,0.1758657693862915,0.28040066361427307,0.20622362196445465,0.1573515385389328,0.3429057002067566,0.17539829015731812,0.16949987411499023,0.3829052746295929,0.1181163564324379,0.355264812707901,0.9999999403953552,0.1555173695087433
christ,0.20049211382865906,0.17013269662857056,0.2758595049381256,0.21263988316059113,0.2361743301153183,0.6099662780761719,0.12751944363117218,0.19950249791145325,0.19419647753238678,0.16419753432273865,0.1683885008096695,0.13772203028202057
on,0.2340552806854248,0.2670976221561432,0.19090485572814941,0.2754344344139099,0.42569106817245483,0.1498868316411972,0.17571617662906647,0.3516409695148468,0.2652451992034912,0.46853652596473694,0.2962210774421692,0.2714994251728058
account,0.32250672578811646,0.2239866405725479,0.10734085738658905,0.33998897671699524,0.35935401916503906,0.23271861672401428,0.18824003636837006,0.3177369236946106,0.08417516946792603,0.15171845257282257,0.15520870685577393,0.34417325258255005
of,0.2827862501144409,0.2513895630836487,0.1719115972518921,0.30290520191192627,0.41498205065727234,0.25621283054351807,0.24322323501110077,0.3307090103626251,0.25813186168670654,0.5696388483047485,0.3576679527759552,0.1826142966747284
such,0.2594927251338959,0.24497397243976593,0.09043191373348236,0.26730212569236755,0.4479874074459076,0.15661735832691193,0.25305888056755066,0.4058493673801422,0.12006364017724991,0.2704046070575714,0.26987478137016296,0.17851735651493073
false,0.13440033793449402,0.18280620872974396,0.12126229703426361,0.2945481538772583,0.30976200103759766,0.22963601350784302,0.18049168586730957,0.33788934350013733,0.07937663793563843,0.09643620252609253,0.17396053671836853,0.2877490520477295
assurances,0.2857195734977722,0.30776432156562805,0.22648058831691742,0.31446555256843567,0.3518427014350891,0.2459813356399536,0.2908014953136444,0.3456268310546875,0.1407356858253479,0.17035751044750214,0.2209414690732956,0.28763842582702637
.,0.3541337847709656,0.35288307070732117,0.24907569587230682,0.33481550216674805,0.4460422694683075,0.2501663267612457,0.27722811698913574,0.4824007451534271,0.3018181025981903,0.5591574311256409,0.30538758635520935,0.4130953550338745
