,what,country,is,this,teaching,subject,discussing,?
this,0.5489566326141357,0.2617904841899872,0.480927973985672,0.9999999403953552,0.23248428106307983,0.3288984000682831,0.41877293586730957,0.3155723512172699
is,0.28837618231773376,0.24409033358097076,1.0,0.480927973985672,0.16213442385196686,0.25386592745780945,0.19708722829818726,0.22961433231830597
true,0.34890216588974,0.1529892235994339,0.20448307693004608,0.33604276180267334,0.18752208352088928,0.22960588335990906,0.23222623765468597,0.22515304386615753
throughout,0.2130906730890274,0.2335345298051834,0.2639545500278473,0.3272508978843689,0.282135009765625,0.21195918321609497,0.19688627123832703,0.12665234506130219
most,0.3219912350177765,0.2174985557794571,0.41165053844451904,0.43080902099609375,0.22249308228492737,0.2587777078151703,0.19806674122810364,0.2107497900724411
of,0.33290785551071167,0.28866857290267944,0.4854315221309662,0.45148900151252747,0.2911611497402191,0.21533280611038208,0.21380570530891418,0.1826142966747284
the,0.42745697498321533,0.30432501435279846,0.5823672413825989,0.6274310946464539,0.2182690054178238,0.2387523651123047,0.27714747190475464,0.22068053483963013
united,0.20036718249320984,0.3808354437351227,0.22408509254455566,0.23579099774360657,0.19254237413406372,0.1897282749414444,0.15970619022846222,0.17266890406608582
states,0.21526020765304565,0.4065426290035248,0.21939043700695038,0.2684851288795471,0.18742287158966064,0.25257158279418945,0.17328211665153503,0.16272737085819244
as,0.31749409437179565,0.2241005152463913,0.43216490745544434,0.43993282318115234,0.2660074830055237,0.2579971253871918,0.3444978594779968,0.27043893933296204
well,0.4154493808746338,0.2192920446395874,0.33406564593315125,0.3988443613052368,0.2793564200401306,0.24340122938156128,0.2921333611011505,0.24815571308135986
.,0.3567904531955719,0.26130348443984985,0.4569662809371948,0.500583827495575,0.26479530334472656,0.2536076307296753,0.26456016302108765,0.4130953550338745
